"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
5714,"ILMN_1704790","FADS6","fatty acid desaturase domain family, member 6 (FADS6), mRNA.","ChrUn: 1.000000",6.853,"N/A","N/A","N/A",-0.24,146,0.00357,"--","0.30099999999999799","283985","Un",1,-1
5715,"ILMN_1762319","SLC43A3","solute carrier family 43, member 3 (SLC43A3), mRNA.","Chr11: 56.950935",6.745,"N/A","N/A","N/A",-0.24,146,0.003571,"--","0.40500000000000003","29015","11",56.950935,-1
5716,"ILMN_1789632","KCNG1","potassium voltage-gated channel, subfamily G, member 1 (KCNG1), transcript variant 2, mRNA.","Chr20: 49.058906",6.91,"N/A","N/A","N/A",-0.24,146,0.003571,"--","0.22700000000000001","3755","20",49.058906,-1
5717,"ILMN_1725649","RAB41","RAB41, member RAS oncogene family (RAB41), mRNA.","ChrX: 69.421263",6.838,"N/A","N/A","N/A",-0.24,146,0.003572,"--","--","347517","X",69.421263,-1
5718,"ILMN_1740871","FGF5","fibroblast growth factor 5 (FGF5), transcript variant 1, mRNA.","Chr4: 81.415104",7.133,"N/A","N/A","N/A",-0.24,146,0.003574,"0.42699999999999799","-4.4999999999999901E-2","2250","4",81.415104,-1
5719,"ILMN_1779346","ZNF508","zinc finger protein 508 (ZNF508), mRNA.","Chr18: 75.998749",9.272,"N/A","N/A","N/A",0.24,146,0.003576,"0.41399999999999798","--","22850","18",75.998749,1
5720,"ILMN_1734645","SPAG4L","sperm associated antigen 4-like (SPAG4L), mRNA.","Chr20: 31.035356",6.806,"N/A","N/A","N/A",-0.24,146,0.003578,"--","-0.55200000000000005","140732","20",31.035356,-1
5721,"ILMN_1653228","C3orf22","chromosome 3 open reading frame 22 (C3orf22), mRNA.","Chr3: 127.751517",6.841,"N/A","N/A","N/A",-0.24,146,0.00358,"--","--","152065","3",127.751517,-1
5722,"ILMN_1784512","TRA16","TR4 orphan receptor associated protein TRA16 (TRA16), mRNA.","Chr19: 19.173771",7.621,"N/A","N/A","N/A",0.24,146,0.003584,"--","--","126382","19",19.173771,1
5723,"ILMN_1678007","MGC88374","similar to CG32662-PA (MGC88374), mRNA.","Chr14: 66.029316",6.752,"N/A","N/A","N/A",-0.24,146,0.003586,"--","--","440184","14",66.029316,-1
5724,"ILMN_1676767","CLEC4D","C-type lectin domain family 4, member D (CLEC4D), mRNA.","Chr12: 8.565844",6.694,"N/A","N/A","N/A",-0.24,146,0.003588,"0.307","-0.02","338339","12",8.565844,-1
5725,"ILMN_1796088","ACTL7B","actin-like 7B (ACTL7B), mRNA.","Chr9: 110.656972",6.688,"N/A","N/A","N/A",-0.24,146,0.003592,"0.26500000000000001","-0.57499999999999796","10880","9",110.656972,-1
5726,"ILMN_1688602","ATXN7","ataxin 7 (ATXN7), mRNA.","Chr3: 63.960974",6.846,"N/A","N/A","N/A",-0.24,146,0.003593,"0.371","0.11700000000000001","6314","3",63.960974,-1
5727,"ILMN_1776283","LGALS12","lectin, galactoside-binding, soluble, 12 (galectin 12) (LGALS12), mRNA.","Chr11: 63.040497",6.763,"N/A","N/A","N/A",-0.24,146,0.003595,"0.30499999999999799","0.34899999999999798","85329","11",63.040497,-1
5728,"ILMN_1712305","CYBRD1","cytochrome b reductase 1 (CYBRD1), mRNA.","Chr2: 172.122282",8.454,"N/A","N/A","N/A",0.24,146,0.003596,"0.32300000000000001","-0.27","79901","2",172.122282,1
5729,"ILMN_1753365","PRR35","similar to hypothetical protein FLJ13841 (LOC146325), mRNA.","Chr16: 0.555206",8.555,"N/A","N/A","N/A",-0.24,146,0.003597,"--","--","146325","16",0.555206,-1
5730,"ILMN_1741482","GNAQ","guanine nucleotide binding protein (G protein), q polypeptide (GNAQ), mRNA.","Chr9: 79.525284",8.631,"N/A","N/A","N/A",0.239,146,0.003598,"0.35","0.19400000000000001","2776","9",79.525284,1
5731,"ILMN_1806395","LHX3","LIM homeobox 3 (LHX3), transcript variant 1, mRNA.","Chr9: 138.236722",6.797,"N/A","N/A","N/A",-0.239,146,0.003599,"0.40500000000000003","-0.15","8022","9",138.236722,-1
5732,"ILMN_1762634","OR10K1","olfactory receptor, family 10, subfamily K, member 1 (OR10K1), mRNA.","Chr1: 156.702589",6.777,"N/A","N/A","N/A",-0.239,146,0.003599,"--","--","391109","1",156.702589,-1
5733,"ILMN_1696536","B3GAT1","beta-1,3-glucuronyltransferase 1 (glucuronosyltransferase P) (B3GAT1), transcript variant 2, mRNA.","Chr11: 133.762876",6.817,"N/A","N/A","N/A",-0.239,146,0.003604,"0.46","-0.17499999999999799","27087","11",133.762876,-1
5734,"ILMN_1808825","OR51F1","olfactory receptor, family 51, subfamily F, member 1 (OR51F1), mRNA.","Chr11: 4.747339",6.71,"N/A","N/A","N/A",-0.239,146,0.00361,"--","--","256892","11",4.747339,-1
5735,"ILMN_1759652","C1orf61","chromosome 1 open reading frame 61 (C1orf61), mRNA.","Chr1: 154.640806",14.514,"N/A","N/A","N/A",0.239,146,0.003613,"--","--","10485","1",154.640806,1
5736,"ILMN_1686381","LAMB3","laminin, beta 3 (LAMB3), transcript variant 2, mRNA.","Chr1: 207.891196",6.833,"N/A","N/A","N/A",-0.239,146,0.003614,"0.25700000000000001","-0.21099999999999799","3914","1",207.891196,-1
5737,"ILMN_1800020","GART","phosphoribosylglycinamide formyltransferase, phosphoribosylglycinamide synthetase, phosphoribosylaminoimidazole synthetase (GART), transcript variant 2, mRNA.","Chr21: 33.818490",6.837,"N/A","N/A","N/A",-0.239,146,0.003615,"0.36399999999999799","-3.5000000000000003E-2","2618","21",33.81849,-1
5738,"ILMN_1685845","POLDIP3","polymerase (DNA-directed), delta interacting protein 3 (POLDIP3), transcript variant 1, mRNA.","Chr22: 41.327954",7.138,"N/A","N/A","N/A",0.239,146,0.003618,"0.187","-0.26500000000000001","84271","22",41.327954,1
5739,"ILMN_1683059","SIRT5","sirtuin (silent mating type information regulation 2 homolog) 5 (S. cerevisiae) (SIRT5), transcript variant 1, mRNA.","Chr6: 13.720119",8.563,"N/A","N/A","N/A",0.239,146,0.003619,"0.41399999999999798","0.44700000000000001","23408","6",13.720119,1
5740,"ILMN_1705689","ADAM12","ADAM metallopeptidase domain 12 (meltrin alpha) (ADAM12), transcript variant 1, mRNA.","Chr10: 127.693457",6.84,"N/A","N/A","N/A",-0.239,146,0.003622,"0.435","4.5999999999999902E-2","8038","10",127.693457,-1
5741,"ILMN_1744937","PTPRM","protein tyrosine phosphatase, receptor type, M (PTPRM), mRNA.","Chr18: 8.396361",9.778,"N/A","N/A","N/A",0.239,146,0.003626,"0.39700000000000002","9.1999999999999901E-2","5797","18",8.396361,1
5742,"ILMN_1776519","RAP1GAP","RAP1 GTPase activating protein (RAP1GAP), mRNA.","Chr1: 21.795338",15.385,"N/A","N/A","N/A",-0.239,146,0.003627,"0.39300000000000002","-2.1999999999999902E-2","5909","1",21.795338,-1
5743,"ILMN_1734878","CD79A","CD79a molecule, immunoglobulin-associated alpha (CD79A), transcript variant 1, mRNA.","Chr19: 47.077190",6.746,"N/A","N/A","N/A",-0.239,146,0.003627,"0.34599999999999798","-0.06","973","19",47.07719,-1
5744,"ILMN_1654858","ZNF818","zinc finger protein 818 (ZNF818), mRNA.","Chr19: 58.410115",6.735,"N/A","N/A","N/A",-0.239,146,0.003631,"--","--","390963","19",58.410115,-1
5745,"ILMN_1743226","OR52I1","olfactory receptor, family 52, subfamily I, member 1 (OR52I1), mRNA.","Chr11: 4.572650",6.823,"N/A","N/A","N/A",-0.239,146,0.003632,"--","--","390037","11",4.57265,-1
5746,"ILMN_1682487","GPR133","G protein-coupled receptor 133 (GPR133), mRNA.","Chr12: 130.188688",6.894,"N/A","N/A","N/A",-0.239,146,0.003649,"0.188","0.19800000000000001","283383","12",130.188688,-1
5747,"ILMN_1660126","ARR3","arrestin 3, retinal (X-arrestin) (ARR3), mRNA.","ChrX: 69.417151",6.739,"N/A","N/A","N/A",-0.239,146,0.00365,"0.26500000000000001","-0.20100000000000001","407","X",69.417151,-1
5748,"ILMN_1666949","SLC6A3","solute carrier family 6 (neurotransmitter transporter, dopamine), member 3 (SLC6A3), mRNA.","Chr5: 1.446226",6.714,"N/A","N/A","N/A",-0.239,146,0.00365,"--","-0.129","6531","5",1.446226,-1
5749,"ILMN_1754929","OR6N1","olfactory receptor, family 6, subfamily N, member 1 (OR6N1), mRNA.","Chr1: 157.002378",6.707,"N/A","N/A","N/A",-0.239,146,0.00365,"--","--","128372","1",157.002378,-1
5750,"ILMN_1682494","RSRC1","arginine/serine-rich coiled-coil 1 (RSRC1), mRNA.","Chr3: 159.743918",7.856,"N/A","N/A","N/A",0.239,146,0.00365,"--","-0.36299999999999799","51319","3",159.743918,1
5751,"ILMN_1774410","HSPD1","heat shock 60kDa protein 1 (chaperonin) (HSPD1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr2: 198.073154",6.868,"N/A","N/A","N/A",-0.239,146,0.003651,"0.46500000000000002","0.66400000000000003","3329","2",198.073154,-1
5752,"ILMN_1794906","ALLC","allantoicase (ALLC), transcript variant 2, mRNA.","Chr2: 3.720875",6.861,"N/A","N/A","N/A",-0.239,146,0.003655,"0.41199999999999798","-0.54500000000000004","55821","2",3.720875,-1
5753,"ILMN_1652309","TTC8","tetratricopeptide repeat domain 8 (TTC8), transcript variant 3, mRNA.","Chr14: 88.413943",8.061,"N/A","N/A","N/A",-0.239,146,0.003658,"--","-8.7999999999999801E-2","123016","14",88.413943,-1
5754,"ILMN_1795227","DNCL1","dynein, cytoplasmic, light polypeptide 1 (DNCL1), mRNA.","Chr12: 119.420402",15.552,"N/A","N/A","N/A",0.239,146,0.003658,"0.38100000000000001","--","8655","12",119.420402,1
5755,"ILMN_1669927","ICOS","inducible T-cell co-stimulator (ICOS), mRNA.","Chr2: 204.534371",6.729,"N/A","N/A","N/A",-0.239,146,0.00366,"0.34","-8.8999999999999801E-2","29851","2",204.534371,-1
5756,"ILMN_1774974","CLUAP1","clusterin associated protein 1 (CLUAP1), transcript variant 1, mRNA.","Chr16: 3.502400",7.701,"N/A","N/A","N/A",0.239,146,0.00366,"0.13600000000000001","-0.51700000000000002","23059","16",3.5024,1
5757,"ILMN_1654875","CLC","Charcot-Leyden crystal protein (CLC), mRNA.","Chr19: 44.916827",6.818,"N/A","N/A","N/A",-0.239,146,0.00366,"--","--","1178","19",44.916827,-1
5758,"ILMN_1736056","DEFB106A","defensin, beta 106A (DEFB106A), mRNA.","Chr8: 7.723942",6.837,"N/A","N/A","N/A",-0.239,146,0.003665,"--","--","245909","8",7.723942,-1
5759,"ILMN_1714945","ITPKC","inositol 1,4,5-trisphosphate 3-kinase C (ITPKC), mRNA.","Chr19: 45.938312",7.176,"N/A","N/A","N/A",-0.239,146,0.003666,"0.29399999999999799","-0.1","80271","19",45.938312,-1
5760,"ILMN_1677756","UBE2D2","ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast) (UBE2D2), transcript variant 2, mRNA.","Chr5: 138.922101",7.14,"N/A","N/A","N/A",-0.239,146,0.003667,"--","-0.38","7322","5",138.922101,-1
5761,"ILMN_1745130","RBM9","RNA binding motif protein 9 (RBM9), transcript variant 1, mRNA.","Chr22: 34.470228",13.73,"N/A","N/A","N/A",-0.239,146,0.003667,"--","4.1000000000000002E-2","23543","22",34.470228,-1
5762,"ILMN_1792672","POLR2D","polymerase (RNA) II (DNA directed) polypeptide D (POLR2D), mRNA.","Chr2: 128.321052",8.148,"N/A","N/A","N/A",0.239,146,0.003672,"--","-0.26500000000000001","5433","2",128.321052,1
5763,"ILMN_1745880","DNAI1","dynein, axonemal, intermediate chain 1 (DNAI1), mRNA.","Chr9: 34.510899",6.923,"N/A","N/A","N/A",-0.239,146,0.003674,"0.38700000000000001","--","27019","9",34.510899,-1
5764,"ILMN_1671230","C7orf31","chromosome 7 open reading frame 31 (C7orf31), mRNA.","Chr7: 25.140980",7.099,"N/A","N/A","N/A",-0.239,146,0.003682,"--","--","136895","7",25.14098,-1
5765,"ILMN_1691441","C1orf126","chromosome 1 open reading frame 126 (C1orf126), mRNA.","Chr1: 15.315509",6.809,"N/A","N/A","N/A",-0.239,146,0.003683,"--","--","200197","1",15.315509,-1
5766,"ILMN_1689154","BTG4","B-cell translocation gene 4 (BTG4), mRNA.","Chr11: 110.871132",6.777,"N/A","N/A","N/A",-0.239,146,0.003684,"0.27300000000000002","-0.622","54766","11",110.871132,-1
5767,"ILMN_1727938","ZNF764","zinc finger protein 764 (ZNF764), mRNA.","Chr16: 30.472886",6.788,"N/A","N/A","N/A",-0.239,146,0.003686,"--","--","92595","16",30.472886,-1
5768,"ILMN_1808970","MORC1","MORC family CW-type zinc finger 1 (MORC1), mRNA.","Chr3: 110.160011",6.816,"N/A","N/A","N/A",-0.239,146,0.003691,"0.29599999999999799","0.24199999999999799","27136","3",110.160011,-1
5769,"ILMN_1720041","MAGEC1","melanoma antigen family C, 1 (MAGEC1), mRNA.","ChrX: 140.824329",6.731,"N/A","N/A","N/A",-0.239,146,0.003692,"--","--","9947","X",140.824329,-1
5770,"ILMN_1760563","BAT2","HLA-B associated transcript 2 (BAT2), transcript variant 2, mRNA.","Chr6: 31.713066",9.666,"N/A","N/A","N/A",-0.239,146,0.003692,"0.17199999999999799","-0.54500000000000004","7916","6",31.713066,-1
5771,"ILMN_1651767","MKL1","megakaryoblastic leukemia (translocation) 1 (MKL1), mRNA.","Chr22: 39.136550",7.416,"N/A","N/A","N/A",-0.239,146,0.003694,"0.32300000000000001","-0.32800000000000001","57591","22",39.13655,-1
5772,"ILMN_1718420","LCE1D","late cornified envelope 1D (LCE1D), mRNA.","Chr1: 151.037114",6.844,"N/A","N/A","N/A",-0.239,146,0.003695,"--","-0.08","353134","1",151.037114,-1
5773,"ILMN_1797428","FCRL3","Fc receptor-like 3 (FCRL3), mRNA.","Chr1: 155.914666",6.813,"N/A","N/A","N/A",-0.239,146,0.003697,"--","--","115352","1",155.914666,-1
5774,"ILMN_1731688","KLB","klotho beta (KLB), mRNA.","Chr4: 39.126454",6.906,"N/A","N/A","N/A",-0.239,146,0.003701,"0.313","0.40600000000000003","152831","4",39.126454,-1
5775,"ILMN_1653143","ECD","ecdysoneless homolog (Drosophila) (ECD), mRNA.","Chr10: 74.584065",7.719,"N/A","N/A","N/A",0.239,146,0.003706,"0.19900000000000001","-0.26500000000000001","11319","10",74.584065,1
5776,"ILMN_1679195","C20orf24","chromosome 20 open reading frame 24 (C20orf24), transcript variant 2, mRNA.","Chr20: 34.673974",12.858,"N/A","N/A","N/A",0.239,146,0.003706,"--","--","55969","20",34.673974,1
5777,"ILMN_1722095","GSTCD","glutathione S-transferase, C-terminal domain containing (GSTCD), transcript variant 2, mRNA.","Chr4: 106.963953",7.182,"N/A","N/A","N/A",-0.239,146,0.003707,"--","-0.63300000000000001","79807","4",106.963953,-1
5778,"ILMN_1694147","PUS3","pseudouridylate synthase 3 (PUS3), mRNA.","Chr11: 125.269053",8.091,"N/A","N/A","N/A",-0.239,146,0.003708,"0.39900000000000002","-0.16500000000000001","83480","11",125.269053,-1
5779,"ILMN_1768120","C3orf48","chromosome 3 open reading frame 48 (C3orf48), mRNA.","ChrUn: 1.000000",6.799,"N/A","N/A","N/A",-0.239,146,0.003712,"--","--","151649","Un",1,-1
5780,"ILMN_1718610","ARHGAP17","Rho GTPase activating protein 17 (ARHGAP17), transcript variant 1, mRNA.","Chr16: 24.838354",9.637,"N/A","N/A","N/A",0.239,146,0.003713,"0.217","0.16700000000000001","55114","16",24.838354,1
5781,"ILMN_1772702","SFRS2B","splicing factor, arginine/serine-rich 2B (SFRS2B), mRNA.","ChrUn: 1.000000",10.283,"N/A","N/A","N/A",0.239,146,0.003715,"--","--","10929","Un",1,1
5782,"ILMN_1744693","FGF2","fibroblast growth factor 2 (basic) (FGF2), mRNA.","Chr4: 124.037099",6.792,"N/A","N/A","N/A",0.239,146,0.003716,"0.309","0.26900000000000002","2247","4",124.037099,1
5783,"ILMN_1800776","BMP1","bone morphogenetic protein 1 (BMP1), transcript variant BMP1-4, mRNA.","Chr8: 22.105733",6.757,"N/A","N/A","N/A",-0.239,146,0.003716,"0.39800000000000002","0.432","649","8",22.105733,-1
5784,"ILMN_1741021","CH25H","cholesterol 25-hydroxylase (CH25H), mRNA.","ChrUn: 1.000000",7.115,"N/A","N/A","N/A",0.239,146,0.003717,"0.38500000000000001","0.19","9023","Un",1,1
5785,"ILMN_1658623","MAGEC3","melanoma antigen family C, 3 (MAGEC3), transcript variant 2, mRNA.","ChrX: 140.812095",6.705,"N/A","N/A","N/A",-0.239,146,0.00372,"--","--","139081","X",140.812095,-1
5786,"ILMN_1808663","BLOC1S3","biogenesis of lysosome-related organelles complex-1, subunit 3 (BLOC1S3), mRNA.","ChrUn: 1.000000",6.741,"N/A","N/A","N/A",-0.239,146,0.003721,"0.40699999999999797","0.20899999999999799","388552","Un",1,-1
5787,"ILMN_1726189","NYD-SP21","MS4A13 protein (NYD-SP21), transcript variant 1, mRNA.","ChrUn: 1.000000",7.029,"N/A","N/A","N/A",-0.239,146,0.003722,"0.29499999999999799","--","84689","Un",1,-1
5788,"ILMN_1700147","VPREB3","pre-B lymphocyte gene 3 (VPREB3), mRNA.","Chr22: 22.425107",7.026,"N/A","N/A","N/A",-0.239,146,0.003727,"--","-0.108","29802","22",22.425107,-1
5789,"ILMN_1701434","RAP1B","RAP1B, member of RAS oncogene family (RAP1B), transcript variant 2, mRNA.","Chr12: 67.340540",7.296,"N/A","N/A","N/A",-0.239,146,0.003727,"0.40500000000000003","0.22800000000000001","5908","12",67.34054,-1
5790,"ILMN_1804980","CAV3","caveolin 3 (CAV3), transcript variant 2, mRNA.","Chr3: 8.763199",6.835,"N/A","N/A","N/A",-0.239,146,0.003729,"0.368999999999999","0.11600000000000001","859","3",8.763199,-1
5791,"ILMN_1746755","ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 (ST8SIA6), mRNA.","Chr10: 17.403107",6.789,"N/A","N/A","N/A",-0.239,146,0.003732,"--","0.112","338596","10",17.403107,-1
5792,"ILMN_1725791","PTPLA","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A (PTPLA), mRNA.","Chr10: 17.681355",8.109,"N/A","N/A","N/A",0.239,146,0.003733,"0.25700000000000001","8.0000000000000002E-3","9200","10",17.681355,1
5793,"ILMN_1704358","ZNF138","zinc finger protein 138 (ZNF138), mRNA.","Chr7: 63.930298",6.837,"N/A","N/A","N/A",-0.239,146,0.003741,"--","--","7697","7",63.930298,-1
5794,"ILMN_1764362","LYAR","hypothetical protein FLJ20425 (LYAR), mRNA.","Chr4: 4.321240",7.514,"N/A","N/A","N/A",0.239,146,0.003742,"0.33600000000000002","-0.66200000000000003","55646","4",4.32124,1
5795,"ILMN_1763883","KRTAP19-3","keratin associated protein 19-3 (KRTAP19-3), mRNA.","Chr21: 30.785812",6.732,"N/A","N/A","N/A",-0.238,146,0.003744,"--","--","337970","21",30.785812,-1
5796,"ILMN_1673376","TBCD","tubulin folding cofactor D (TBCD), mRNA.","ChrUn: 1.000000",7.459,"N/A","N/A","N/A",-0.238,146,0.003751,"--","1.9E-2","6904","Un",1,-1
5797,"ILMN_1748957","INSL5","insulin-like 5 (INSL5), mRNA.","Chr1: 67.036376",6.763,"N/A","N/A","N/A",-0.238,146,0.003754,"0.41699999999999798","-0.41699999999999798","10022","1",67.036376,-1
5798,"ILMN_1806655","ARHGAP6","Rho GTPase activating protein 6 (ARHGAP6), transcript variant 3, mRNA.","ChrX: 11.072135",6.831,"N/A","N/A","N/A",-0.238,146,0.003755,"0.35599999999999798","0.10100000000000001","395","X",11.072135,-1
5799,"ILMN_1727309","FAM82C","family with sequence similarity 82, member C (FAM82C), mRNA.","Chr15: 38.815706",12.118,"N/A","N/A","N/A",0.238,146,0.003759,"0.375","--","55177","15",38.815706,1
5800,"ILMN_1735224","INPP5A","inositol polyphosphate-5-phosphatase, 40kDa (INPP5A), mRNA.","Chr10: 134.446720",15.107,"N/A","N/A","N/A",-0.238,146,0.003765,"--","0.08","3632","10",134.44672,-1
5801,"ILMN_1806758","C9orf85","chromosome 9 open reading frame 85 (C9orf85), mRNA.","Chr9: 73.751757",6.863,"N/A","N/A","N/A",0.238,146,0.003766,"--","--","138241","9",73.751757,1
5802,"ILMN_1727644","PRMT3","protein arginine methyltransferase 3 (PRMT3), mRNA.","Chr11: 20.486578",7.379,"N/A","N/A","N/A",0.238,146,0.003768,"0.39300000000000002","0.12","10196","11",20.486578,1
5803,"ILMN_1703427","SON","SON DNA binding protein (SON), transcript variant b, mRNA.","Chr21: 33.851382",8.102,"N/A","N/A","N/A",0.238,146,0.00377,"--","-0.498","6651","21",33.851382,1
5804,"ILMN_1682491","PRDM15","PR domain containing 15 (PRDM15), mRNA.","Chr21: 42.094694",6.934,"N/A","N/A","N/A",-0.238,146,0.003773,"--","-0.23","63977","21",42.094694,-1
5805,"ILMN_1775738","LIG3","ligase III, DNA, ATP-dependent (LIG3), nuclear gene encoding mitochondrial protein, transcript variant beta, mRNA.","Chr17: 30.353164",6.866,"N/A","N/A","N/A",0.238,146,0.00378,"0.34300000000000003","-0.27600000000000002","3980","17",30.353164,1
5806,"ILMN_1720241","TRIP12","thyroid hormone receptor interactor 12 (TRIP12), mRNA.","Chr2: 230.340521",8.389,"N/A","N/A","N/A",0.238,146,0.003781,"--","-0.497","9320","2",230.340521,1
5807,"ILMN_1727511","FLJ25770","hypothetical protein FLJ25770 (FLJ25770), mRNA.","Chr4: 77.466192",6.704,"N/A","N/A","N/A",-0.238,146,0.003783,"--","--","339965","4",77.466192,-1
5808,"ILMN_1677932","LEREPO4","likely ortholog of mouse immediate early response, erythropoietin 4 (LEREPO4), mRNA.","Chr2: 187.081706",6.753,"N/A","N/A","N/A",-0.238,146,0.003785,"--","--","55854","2",187.081706,-1
5809,"ILMN_1698756","B3GALT5","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 (B3GALT5), transcript variant 5, mRNA.","Chr21: 39.954012",6.794,"N/A","N/A","N/A",-0.238,146,0.003785,"0.38","-6.6000000000000003E-2","10317","21",39.954012,-1
5810,"ILMN_1737517","RPL29","ribosomal protein L29 (RPL29), mRNA.","Chr3: 52.004948",6.887,"N/A","N/A","N/A",0.238,146,0.003786,"0.46800000000000003","-5.6000000000000001E-2","6159","3",52.004948,1
5811,"ILMN_1684699","ELF5","E74-like factor 5 (ets domain transcription factor) (ELF5), transcript variant 2, mRNA.","Chr11: 34.483876",6.725,"N/A","N/A","N/A",-0.238,146,0.003789,"0.371","-0.1","2001","11",34.483876,-1
5812,"ILMN_1715718","ZNF784","zinc finger protein 784 (ZNF784), mRNA.","Chr19: 60.823976",7.058,"N/A","N/A","N/A",-0.238,146,0.003792,"--","--","147808","19",60.823976,-1
5813,"ILMN_1714176","LINC00346","hypothetical protein LOC283487 (LOC283487), mRNA.","Chr13: 110.314491",6.692,"N/A","N/A","N/A",-0.238,146,0.003792,"--","--","283487","13",110.314491,-1
5814,"ILMN_1750086","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 (ST3GAL4), mRNA.","Chr11: 125.789642",8.255,"N/A","N/A","N/A",0.238,146,0.003795,"--","2E-3","6484","11",125.789642,1
5815,"ILMN_1794349","XYLB","xylulokinase homolog (H. influenzae) (XYLB), mRNA.","Chr3: 38.430795",7.009,"N/A","N/A","N/A",-0.238,146,0.003799,"--","0.57099999999999795","9942","3",38.430795,-1
5816,"ILMN_1763455","VSTM1","V-set and transmembrane domain containing 1 (VSTM1), mRNA.","Chr19: 59.236109",6.758,"N/A","N/A","N/A",-0.238,146,0.003802,"--","--","284415","19",59.236109,-1
5817,"ILMN_1740586","PLA2G2A","phospholipase A2, group IIA (platelets, synovial fluid) (PLA2G2A), mRNA.","Chr1: 20.174643",6.735,"N/A","N/A","N/A",-0.238,146,0.003804,"0.39800000000000002","4.2000000000000003E-2","5320","1",20.174643,-1
5818,"ILMN_1670096","NRBP1","nuclear receptor binding protein 1 (NRBP1), mRNA.","Chr2: 27.518360",8.135,"N/A","N/A","N/A",-0.238,146,0.003809,"0.17699999999999799","0.19600000000000001","29959","2",27.51836,-1
5819,"ILMN_1717726","FLJ43752","FLJ43752 protein (FLJ43752), mRNA.","Chr6: 33.662029",6.712,"N/A","N/A","N/A",-0.238,146,0.00381,"--","--","401253","6",33.662029,-1
5820,"ILMN_1806464","UNQ9391","tryptophan/serine protease (UNQ9391), mRNA.","ChrUn: 1.000000",6.891,"N/A","N/A","N/A",-0.238,146,0.003811,"--","--","203074","Un",1,-1
5821,"ILMN_1709734","BMP4","bone morphogenetic protein 4 (BMP4), transcript variant 1, mRNA.","Chr14: 53.493138",6.788,"N/A","N/A","N/A",-0.238,146,0.003812,"0.30499999999999799","0.35199999999999798","652","14",53.493138,-1
5822,"ILMN_1743205","ABCA7","ATP-binding cassette, sub-family A (ABC1), member 7 (ABCA7), transcript variant 2, mRNA.","Chr19: 1.016127",8.289,"N/A","N/A","N/A",-0.238,146,0.003812,"0.42799999999999799","-3.7999999999999902E-2","10347","19",1.016127,-1
5823,"ILMN_1663727","MKRN2","makorin, ring finger protein, 2 (MKRN2), mRNA.","Chr3: 12.599985",10.494,"N/A","N/A","N/A",-0.238,146,0.003812,"0.252","-0.23699999999999799","23609","3",12.599985,-1
5824,"ILMN_1798488","GPR144","G protein-coupled receptor 144 (GPR144), mRNA.","Chr9: 126.271629",6.669,"N/A","N/A","N/A",-0.238,146,0.003812,"--","-0.251","347088","9",126.271629,-1
5825,"ILMN_1756501","ST6GAL1","ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 3, mRNA.","Chr3: 188.278587",8.016,"N/A","N/A","N/A",0.238,146,0.003819,"--","0.33400000000000002","6480","3",188.278587,1
5826,"ILMN_1728710","ZNF816A","zinc finger protein 816A (ZNF816A), mRNA.","Chr19: 58.144505",7.544,"N/A","N/A","N/A",-0.238,146,0.003819,"--","--","125893","19",58.144505,-1
5827,"ILMN_1675097","C17orf66","chromosome 17 open reading frame 66 (C17orf66), mRNA.","Chr17: 31.206393",6.731,"N/A","N/A","N/A",-0.238,146,0.003821,"--","--","256957","17",31.206393,-1
5828,"ILMN_1711203","C6orf15","chromosome 6 open reading frame 15 (C6orf15), mRNA.","ChrUn: 1.000000",6.82,"N/A","N/A","N/A",-0.238,146,0.003823,"0.22500000000000001","-9.4E-2","29113","Un",1,-1
5829,"ILMN_1805062","OR51V1","olfactory receptor, family 51, subfamily V, member 1 (OR51V1), mRNA.","Chr11: 5.177906",6.81,"N/A","N/A","N/A",-0.238,146,0.003824,"--","--","283111","11",5.177906,-1
5830,"ILMN_1788489","HIST1H3F","histone cluster 1, H3f (HIST1H3F), mRNA.","Chr6: 26.358475",6.968,"N/A","N/A","N/A",-0.238,146,0.003826,"0.32800000000000001","-8.5999999999999799E-2","8968","6",26.358475,-1
5831,"ILMN_1699827","DNAH9","dynein, axonemal, heavy chain 9 (DNAH9), transcript variant 1, mRNA.","ChrUn: 1.000000",6.703,"N/A","N/A","N/A",-0.238,146,0.003829,"0.26100000000000001","--","1770","Un",1,-1
5832,"ILMN_1701487","TAOK2","TAO kinase 2 (TAOK2), transcript variant 2, mRNA.","Chr16: 29.906990",7.922,"N/A","N/A","N/A",-0.238,146,0.003836,"--","-1.7000000000000001E-2","9344","16",29.90699,-1
