"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"5712",5712,"ILMN_1718395","LCE3D","late cornified envelope 3D (LCE3D), mRNA.","Chr1: 150.818661",6.832,"N/A","N/A","N/A",-0.278,145,0.0007088,"--","--","1",150.818661,"-1","84648"
"5713",5713,"ILMN_1680113","TSPOAP1","benzodiazapine receptor (peripheral) associated protein 1 (BZRAP1), mRNA.","Chr17: 53.733899",7.741,"N/A","N/A","N/A",-0.278,145,0.000709,"--","-0.41399999999999998","17",53.733899,"-1","9256"
"5714",5714,"ILMN_1787256","HCN3","hyperpolarization activated cyclic nucleotide-gated potassium channel 3 (HCN3), mRNA.","Chr1: 153.526081",7.678,"N/A","N/A","N/A",-0.278,145,0.000709,"0.26900000000000002","-0.223","1",153.526081,"-1","57657"
"5715",5715,"ILMN_1798488","ADGRD2","G protein-coupled receptor 144 (GPR144), mRNA.","Chr9: 126.271629",6.833,"N/A","N/A","N/A",-0.278,145,0.000709,"--","-0.251","9",126.271629,"-1","347088"
"5717",5717,"ILMN_1775587","STX19","syntaxin 19 (STX19), mRNA.","Chr3: 95.215925",6.913,"N/A","N/A","N/A",-0.278,145,0.0007115,"--","1E-3","3",95.215925,"-1","415117"
"5718",5718,"ILMN_1794485","HDAC7","histone deacetylase 7A (HDAC7A), transcript variant 1, mRNA.","Chr12: 46.475981",6.885,"N/A","N/A","N/A",-0.278,145,0.0007118,"0.39200000000000002","1.2999999999999999E-2","12",46.475981,"-1","51564"
"5719",5719,"ILMN_1776726","PPWD1","peptidylprolyl isomerase domain and WD repeat containing 1 (PPWD1), mRNA.","Chr5: 64.917600",7.066,"N/A","N/A","N/A",0.278,145,0.0007119,"--","0.42099999999999999","5",64.9176,"1","23398"
"5720",5720,"ILMN_1759460","TAF7","TAF7 RNA polymerase II, TATA box binding protein (TBP)-associated factor, 55kDa (TAF7), mRNA.","Chr5: 140.678877",8.675,"N/A","N/A","N/A",0.278,145,0.0007125,"--","8.2000000000000003E-2","5",140.678877,"1","6879"
"5721",5721,"ILMN_1685952","ACSM3","acyl-CoA synthetase medium-chain family member 3 (ACSM3), transcript variant 2, mRNA.","Chr16: 20.703829",6.947,"N/A","N/A","N/A",-0.278,145,0.0007142,"0.52500000000000002","0.64400000000000002","16",20.703829,"-1","6296"
"5722",5722,"ILMN_1763422","OR6C65","olfactory receptor, family 6, subfamily C, member 65 (OR6C65), mRNA.","Chr12: 54.081188",6.833,"N/A","N/A","N/A",-0.278,145,0.0007143,"--","--","12",54.081188,"-1","403282"
"5723",5723,"ILMN_1652694","FAM131B","KIAA0773 gene product (KIAA0773), mRNA.","Chr7: 142.769807",6.902,"N/A","N/A","N/A",-0.278,145,0.0007143,"--","--","7",142.769807,"-1","9715"
"5724",5724,"ILMN_1710619","LINC00483","chromosome 17 open reading frame 73 (C17orf73), mRNA.","Chr17: 46.193830",6.855,"N/A","N/A","N/A",-0.278,145,0.0007147,"--","--","17",46.19383,"-1","55018"
"5725",5725,"ILMN_1787379","RETNLB","resistin like beta (RETNLB), mRNA.","Chr3: 109.957095",6.982,"N/A","N/A","N/A",-0.278,145,0.0007151,"0.40799999999999997","4.7E-2","3",109.957095,"-1","84666"
"5726",5726,"ILMN_1732321","COPS8","COP9 constitutive photomorphogenic homolog subunit 8 (Arabidopsis) (COPS8), transcript variant 2, mRNA.","Chr2: 237.660115",6.914,"N/A","N/A","N/A",-0.278,145,0.0007168,"0.38700000000000001","-0.17","2",237.660115,"-1","10920"
"5728",5728,"ILMN_1757794","BRWD3","bromodomain and WD repeat domain containing 3 (BRWD3), mRNA.","ChrX: 79.818776",7.032,"N/A","N/A","N/A",-0.278,145,0.000717,"--","-0.26500000000000001","X",79.818776,"-1","254065"
"5730",5730,"ILMN_1771827","AIF1","allograft inflammatory factor 1 (AIF1), transcript variant 2, mRNA.","Chr6: 31.692521",6.882,"N/A","N/A","N/A",-0.278,145,0.000719,"0.48799999999999999","-0.48699999999999999","6",31.692521,"-1","199"
"5731",5731,"ILMN_1719031","AMY1C","amylase, alpha 1C; salivary (AMY1C), mRNA.","Chr1: 104.095171",7.042,"N/A","N/A","N/A",-0.278,145,0.0007199,"--","--","1",104.095171,"-1","278"
"5732",5732,"ILMN_1786319","MME","membrane metallo-endopeptidase (MME), transcript variant 1bis, mRNA.","ChrUn: 1.000000",6.97,"N/A","N/A","N/A",-0.278,145,0.0007206,"0.57499999999999996","0.214","3",155.024,"-1","4311"
"5734",5734,"ILMN_1745043","LDHC","lactate dehydrogenase C (LDHC), transcript variant 2, mRNA.","Chr11: 18.407913",6.945,"N/A","N/A","N/A",-0.278,145,0.0007211,"0.45200000000000001","-0.55400000000000005","11",18.407913,"-1","3948"
"5735",5735,"ILMN_1814397","EPB42","erythrocyte membrane protein band 4.2 (EPB42), mRNA.","Chr15: 41.276900",6.874,"N/A","N/A","N/A",-0.278,145,0.0007212,"0.38200000000000001","--","15",41.2769,"-1","2038"
"5736",5736,"ILMN_1668559","RGS10","regulator of G-protein signalling 10 (RGS10), transcript variant 1, mRNA.","Chr10: 121.276926",7.264,"N/A","N/A","N/A",0.278,145,0.0007213,"0.45500000000000002","-0.50900000000000001","10",121.276926,"1","6001"
"5738",5738,"ILMN_1735063","KIAA1841","KIAA1841 (KIAA1841), mRNA.","Chr2: 61.218272",6.873,"N/A","N/A","N/A",-0.278,145,0.0007216,"--","--","2",61.218272,"-1","84542"
"5740",5740,"ILMN_1734748","LILRA1","leukocyte immunoglobulin-like receptor, subfamily A (with TM domain), member 1 (LILRA1), mRNA.","Chr19: 59.803794",6.993,"N/A","N/A","N/A",-0.278,145,0.0007229,"--","--","19",59.803794,"-1","11024"
"5741",5741,"ILMN_1725889","AFF2","AF4/FMR2 family, member 2 (AFF2), mRNA.","ChrX: 147.889799",8.172,"N/A","N/A","N/A",-0.278,145,0.0007237,"0.43099999999999999","0.29099999999999998","X",147.889799,"-1","2334"
"5742",5742,"ILMN_1690202","PTGER3","prostaglandin E receptor 3 (subtype EP3) (PTGER3), transcript variant 1, mRNA.","Chr1: 71.104030",6.855,"N/A","N/A","N/A",-0.278,145,0.0007252,"0.41099999999999998","0.38700000000000001","1",71.10403,"-1","5733"
"5743",5743,"ILMN_1739400","PAX2","paired box gene 2 (PAX2), transcript variant d, mRNA.","Chr10: 102.579394",6.902,"N/A","N/A","N/A",-0.278,145,0.0007254,"0.36299999999999999","0.251","10",102.579394,"-1","5076"
"5744",5744,"ILMN_1753884","OR13J1","olfactory receptor, family 13, subfamily J, member 1 (OR13J1), mRNA.","Chr9: 35.859729",6.856,"N/A","N/A","N/A",-0.277,145,0.0007273,"0.27","--","9",35.859729,"-1","392309"
"5745",5745,"ILMN_1742608","SMOX","spermine oxidase (SMOX), transcript variant 4, mRNA.","Chr20: 4.115408",6.971,"N/A","N/A","N/A",-0.277,145,0.0007275,"--","-0.24099999999999999","20",4.115408,"-1","54498"
"5746",5746,"ILMN_1696683","THRB","thyroid hormone receptor, beta (erythroblastic leukemia viral (v-erb-a) oncogene homolog 2, avian) (THRB), mRNA.","Chr3: 24.139566",7.088,"N/A","N/A","N/A",-0.277,145,0.0007292,"--","0.45900000000000002","3",24.139566,"-1","7068"
"5748",5748,"ILMN_1760374","CD8A","CD8a molecule (CD8A), transcript variant 1, mRNA.","Chr2: 86.869963",6.962,"N/A","N/A","N/A",-0.277,145,0.00073,"0.28399999999999997","-0.17299999999999999","2",86.869963,"-1","925"
"5749",5749,"ILMN_1745884","LOC401410","hypothetical LOC401410 (LOC401410), mRNA.","Chr7: 140.759064",6.874,"N/A","N/A","N/A",-0.277,145,0.0007306,"--","--","7",140.759064,"-1","401410"
"5750",5750,"ILMN_1751580","KLF16","Kruppel-like factor 16 (KLF16), mRNA.","Chr19: 1.805712",7.03,"N/A","N/A","N/A",-0.277,145,0.0007316,"0.50600000000000001","-0.113","19",1.805712,"-1","83855"
"5751",5751,"ILMN_1729596","INF2","chromosome 14 open reading frame 151 (C14orf151), mRNA.","Chr14: 104.241753",7.112,"N/A","N/A","N/A",0.277,145,0.0007317,"--","--","14",104.241753,"1","64423"
"5752",5752,"ILMN_1796734","SPARC","secreted protein, acidic, cysteine-rich (osteonectin) (SPARC), mRNA.","Chr5: 151.021513",14.481,"N/A","N/A","N/A",0.277,145,0.000732,"--","4.9000000000000002E-2","5",151.021513,"1","6678"
"5753",5753,"ILMN_1772789","FGF21","fibroblast growth factor 21 (FGF21), mRNA.","Chr19: 53.951518",6.923,"N/A","N/A","N/A",-0.277,145,0.0007322,"0.41899999999999998","2.5000000000000001E-2","19",53.951518,"-1","26291"
"5755",5755,"ILMN_1764483","PSG2","pregnancy specific beta-1-glycoprotein 2 (PSG2), mRNA.","Chr19: 48.267901",6.934,"N/A","N/A","N/A",-0.277,145,0.0007325,"--","--","19",48.267901,"-1","5670"
"5756",5756,"ILMN_1703684","NAP1L2","nucleosome assembly protein 1-like 2 (NAP1L2), mRNA.","ChrX: 72.349780",8.247,"N/A","N/A","N/A",-0.277,145,0.000733,"0.33","0.311","X",72.34978,"-1","4674"
"5760",5760,"ILMN_1756469","GAMT","guanidinoacetate N-methyltransferase (GAMT), transcript variant 1, mRNA.","Chr19: 1.348140",11.024,"N/A","N/A","N/A",0.277,145,0.0007377,"0.55800000000000005","0.49099999999999999","19",1.34814,"1","2593"
"5761",5761,"ILMN_1769839","L1TD1","LINE-1 type transposase domain containing 1 (L1TD1), mRNA.","Chr1: 62.449711",6.996,"N/A","N/A","N/A",-0.277,145,0.0007387,"0.249","-9.9000000000000005E-2","1",62.449711,"-1","54596"
"5763",5763,"ILMN_1694923","PTPN9","protein tyrosine phosphatase, non-receptor type 9 (PTPN9), mRNA.","Chr15: 73.546800",7.253,"N/A","N/A","N/A",-0.277,145,0.0007394,"0.30599999999999999","0.14099999999999999","15",73.5468,"-1","5780"
"5764",5764,"ILMN_1814924","NXPE3","family with sequence similarity 55, member C (FAM55C), mRNA.","Chr3: 103.024820",8.142,"N/A","N/A","N/A",0.277,145,0.00074,"--","--","3",103.02482,"1","91775"
"5765",5765,"ILMN_1726512","ZSCAN2","zinc finger and SCAN domain containing 2 (ZSCAN2), transcript variant 1, mRNA.","Chr15: 82.967769",7.318,"N/A","N/A","N/A",0.277,145,0.0007403,"--","-0.44400000000000001","15",82.967769,"1","54993"
"5766",5766,"ILMN_1704321","IL2","interleukin 2 (IL2), mRNA.","ChrUn: 1.000000",6.94,"N/A","N/A","N/A",-0.277,145,0.0007405,"0.29099999999999998","-0.34899999999999998","4",122.451,"-1","3558"
"5768",5768,"ILMN_1764276","41706","membrane-associated ring finger (C3HC4) 9 (MARCH9), mRNA.","Chr12: 56.439485",6.981,"N/A","N/A","N/A",-0.277,145,0.0007419,"--","--","12",56.439485,"-1","92979"
"5769",5769,"ILMN_1718001","PHKB","phosphorylase kinase, beta (PHKB), transcript variant 1, mRNA.","Chr16: 46.291238",6.946,"N/A","N/A","N/A",-0.277,145,0.0007436,"0.246","0.16200000000000001","16",46.291238,"-1","5257"
"5770",5770,"ILMN_1775235","AFF3","AF4/FMR2 family, member 3 (AFF3), transcript variant 1, mRNA.","Chr2: 99.530275",8.913,"N/A","N/A","N/A",-0.277,145,0.0007441,"0.36199999999999999","-0.58299999999999996","2",99.530275,"-1","3899"
"5771",5771,"ILMN_1701952","PICK1","protein interacting with PRKCA 1 (PICK1), transcript variant 2, mRNA.","Chr22: 36.801357",6.958,"N/A","N/A","N/A",-0.277,145,0.0007458,"0.40400000000000003","-0.16900000000000001","22",36.801357,"-1","9463"
"5772",5772,"ILMN_1751330","RBCK1","RanBP-type and C3HC4-type zinc finger containing 1 (RBCK1), transcript variant 2, mRNA.","Chr20: 0.359499",9.108,"N/A","N/A","N/A",0.277,145,0.0007467,"0.23499999999999999","7.4999999999999997E-2","20",0.359499,"1","10616"
"5773",5773,"ILMN_1772627","NSG1","DNA segment on chromosome 4 (unique) 234 expressed sequence (D4S234E), mRNA.","Chr4: 4.471438",15.342,"N/A","N/A","N/A",-0.277,145,0.0007468,"0.33700000000000002","--","4",4.471438,"-1","27065"
"5774",5774,"ILMN_1671142","GPR68","G protein-coupled receptor 68 (GPR68), mRNA.","Chr14: 90.768860",7.261,"N/A","N/A","N/A",-0.277,145,0.0007473,"0.36","-0.40200000000000002","14",90.76886,"-1","8111"
"5775",5775,"ILMN_1675406","PLPP5","phosphatidic acid phosphatase type 2 domain containing 1B (PPAPDC1B), mRNA.","Chr8: 38.242897",7.151,"N/A","N/A","N/A",0.277,145,0.0007477,"--","--","8",38.242897,"1","84513"
"5776",5776,"ILMN_1700232","FBXO30","F-box protein 30 (FBXO30), mRNA.","Chr6: 146.161586",7.358,"N/A","N/A","N/A",-0.277,145,0.0007479,"--","7.6999999999999999E-2","6",146.161586,"-1","84085"
"5777",5777,"ILMN_1668446","ABCA9","ATP-binding cassette, sub-family A (ABC1), member 9 (ABCA9), mRNA.","Chr17: 64.483214",7.084,"N/A","N/A","N/A",-0.277,145,0.0007484,"--","0.28799999999999998","17",64.483214,"-1","10350"
"5778",5778,"ILMN_1802157","THOC1","THO complex 1 (THOC1), mRNA.","Chr18: 0.204728",8.854,"N/A","N/A","N/A",0.277,145,0.0007486,"--","-0.57499999999999996","18",0.204728,"1","9984"
"5779",5779,"ILMN_1772705","LOC504188","hypothetical LOC504188 (LOC504188), mRNA.","Chr9: 45.623566",6.937,"N/A","N/A","N/A",-0.277,145,0.0007496,"--","--","9",45.623566,"-1","504188"
"5780",5780,"ILMN_1759892","BMX","BMX non-receptor tyrosine kinase (BMX), mRNA.","ChrX: 15.435398",6.858,"N/A","N/A","N/A",-0.277,145,0.0007506,"0.372","1.7999999999999999E-2","X",15.435398,"-1","660"
"5782",5782,"ILMN_1762142","CDCA7","cell division cycle associated 7 (CDCA7), transcript variant 1, mRNA.","Chr2: 173.932370",6.843,"N/A","N/A","N/A",-0.277,145,0.0007543,"0.34699999999999998","-0.34200000000000003","2",173.93237,"-1","83879"
"5783",5783,"ILMN_1683806","MRC1","mannose receptor, C type 1-like 1 (MRC1L1), mRNA.","Chr10: 17.931703",6.889,"N/A","N/A","N/A",-0.277,145,0.0007546,"--","--","10",17.931703,"-1","414308"
"5784",5784,"ILMN_1814703","ILDR2","chromosome 1 open reading frame 32 (C1orf32), mRNA.","Chr1: 165.154904",6.951,"N/A","N/A","N/A",-0.277,145,0.0007558,"0.37","--","1",165.154904,"-1","387597"
"5785",5785,"ILMN_1694549","LRRIQ3","leucine rich repeat containing 44 (LRRC44), mRNA.","Chr1: 74.418560",7.029,"N/A","N/A","N/A",-0.277,145,0.0007564,"--","-0.37","1",74.41856,"-1","127255"
"5787",5787,"ILMN_1705814","KRT80","keratin 80 (KRT80), transcript variant 2, mRNA.","ChrUn: 1.000000",7.055,"N/A","N/A","N/A",-0.277,145,0.0007581,"0.318","-0.14599999999999999","12",52.169,"-1","144501"
"5788",5788,"ILMN_1725649","RAB41","RAB41, member RAS oncogene family (RAB41), mRNA.","ChrX: 69.421263",6.968,"N/A","N/A","N/A",-0.277,145,0.0007592,"--","--","X",69.421263,"-1","347517"
"5789",5789,"ILMN_1806828","MRI1","hypothetical protein MGC3207 (MGC3207), transcript variant 1, mRNA.","Chr19: 13.744247",7.48,"N/A","N/A","N/A",0.277,145,0.0007597,"--","--","19",13.744247,"1","84245"
"5790",5790,"ILMN_1799652","SLC4A2","solute carrier family 4, anion exchanger, member 2 (erythrocyte membrane protein band 3-like 1) (SLC4A2), mRNA.","Chr7: 150.404203",8.214,"N/A","N/A","N/A",0.277,145,0.0007598,"--","0.124","7",150.404203,"1","6522"
"5791",5791,"ILMN_1760303","PIK3R1","phosphoinositide-3-kinase, regulatory subunit 1 (p85 alpha) (PIK3R1), transcript variant 1, mRNA.","Chr5: 67.633214",10.285,"N/A","N/A","N/A",-0.277,145,0.0007602,"0.29199999999999998","0.43099999999999999","5",67.633214,"-1","5295"
"5792",5792,"ILMN_1720947","VCY1B","variable charge, Y-linked 1B (VCY1B), mRNA.","ChrY: 1.000000",6.893,"N/A","N/A","N/A",-0.277,145,0.000761,"--","--","Y",14.056,"-1","353513"
"5793",5793,"ILMN_1781914","AMER3","hypothetical protein FLJ38377 (FLJ38377), mRNA.","Chr2: 131.238949",6.977,"N/A","N/A","N/A",-0.276,145,0.0007614,"0.20799999999999999","--","2",131.238949,"-1","205147"
"5794",5794,"ILMN_1730652","SYNE2","spectrin repeat containing, nuclear envelope 2 (SYNE2), transcript variant 5, mRNA.","Chr14: 63.612299",6.91,"N/A","N/A","N/A",-0.276,145,0.0007632,"--","0.25800000000000001","14",63.612299,"-1","23224"
"5795",5795,"ILMN_1685574","TSC22D2","TSC22 domain family, member 2 (TSC22D2), mRNA.","Chr3: 151.659373",8.227,"N/A","N/A","N/A",0.276,145,0.0007633,"--","-0.192","3",151.659373,"1","9819"
"5796",5796,"ILMN_1705054","TMEM40","transmembrane protein 40 (TMEM40), mRNA.","Chr3: 12.750771",6.982,"N/A","N/A","N/A",-0.276,145,0.0007638,"--","-0.26300000000000001","3",12.750771,"-1","55287"
"5797",5797,"ILMN_1663683","HEPH","hephaestin (HEPH), transcript variant 2, mRNA.","ChrX: 65.300986",6.917,"N/A","N/A","N/A",-0.276,145,0.0007643,"0.40100000000000002","0.161","X",65.300986,"-1","9843"
"5798",5798,"ILMN_1656409","STON1.GTF2A1L","stoned B/TFIIA-alpha/beta-like factor (SALF), mRNA.","Chr2: 48.661248",6.919,"N/A","N/A","N/A",-0.276,145,0.0007646,"--","--","2",48.661248,"-1","286749"
"5799",5799,"ILMN_1712530","AKAP1","A kinase (PRKA) anchor protein 1 (AKAP1), nuclear gene encoding mitochondrial protein, mRNA.","ChrUn: 1.000000",7.112,"N/A","N/A","N/A",-0.276,145,0.0007648,"0.35499999999999998","0.41499999999999998","17",57.085,"-1","8165"
"5800",5800,"ILMN_1809520","OR10A4","olfactory receptor, family 10, subfamily A, member 4 (OR10A4), mRNA.","Chr11: 6.855013",6.819,"N/A","N/A","N/A",-0.276,145,0.0007668,"0.34399999999999997","--","11",6.855013,"-1","283297"
"5802",5802,"ILMN_1724096","TNK1","tyrosine kinase, non-receptor, 1 (TNK1), mRNA.","Chr17: 7.233685",6.866,"N/A","N/A","N/A",-0.276,145,0.000767,"--","-9.1999999999999998E-2","17",7.233685,"-1","8711"
"5803",5803,"ILMN_1780058","DEGS1","degenerative spermatocyte homolog 1, lipid desaturase (Drosophila) (DEGS1), transcript variant 2, mRNA.","Chr1: 222.447679",12.592,"N/A","N/A","N/A",0.276,145,0.000767,"--","0.49399999999999999","1",222.447679,"1","8560"
"5804",5804,"ILMN_1655788","ZNF780A","zinc finger protein 780A (ZNF780A), mRNA.","Chr19: 45.272266",6.947,"N/A","N/A","N/A",-0.276,145,0.0007673,"--","--","19",45.272266,"-1","284323"
"5805",5805,"ILMN_1764314","FGD1","FYVE, RhoGEF and PH domain containing 1 (faciogenital dysplasia) (FGD1), mRNA.","ChrX: 54.488735",7.35,"N/A","N/A","N/A",-0.276,145,0.0007673,"0.28899999999999998","3.0000000000000001E-3","X",54.488735,"-1","2245"
"5806",5806,"ILMN_1786045","SLC24A5","solute carrier family 24, member 5 (SLC24A5), mRNA.","Chr15: 46.216299",6.935,"N/A","N/A","N/A",-0.276,145,0.0007681,"--","-0.19500000000000001","15",46.216299,"-1","283652"
"5807",5807,"ILMN_1808849","RARG","retinoic acid receptor, gamma (RARG), transcript variant 1, mRNA.","ChrUn: 1.000000",6.851,"N/A","N/A","N/A",-0.276,145,0.000769,"0.27800000000000002","8.6999999999999994E-2","12",53.211,"-1","5916"
"5809",5809,"ILMN_1654031","TPTE2","transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 (TPTE2), transcript variant 3, mRNA.","Chr13: 18.946108",6.848,"N/A","N/A","N/A",-0.276,145,0.00077,"--","-3.4000000000000002E-2","13",18.946108,"-1","93492"
"5810",5810,"ILMN_1661476","TAC4","tachykinin 4 (hemokinin) (TAC4), transcript variant alpha, mRNA.","ChrUn: 1.000000",6.915,"N/A","N/A","N/A",-0.276,145,0.0007708,"--","5.5E-2","17",49.838,"-1","255061"
"5811",5811,"ILMN_1711357","ZNF233","zinc finger protein 233 (ZNF233), mRNA.","Chr19: 49.471088",6.997,"N/A","N/A","N/A",-0.276,145,0.0007721,"--","--","19",49.471088,"-1","353355"
"5812",5812,"ILMN_1705187","PLPPR5","phosphatidic acid phosphatase type 2 (PAP2D), transcript variant 2, mRNA.","Chr1: 99.128507",7.794,"N/A","N/A","N/A",-0.276,145,0.0007723,"0.19900000000000001","--","1",99.128507,"-1","163404"
"5813",5813,"ILMN_1684819","CDX2","caudal type homeobox transcription factor 2 (CDX2), mRNA.","Chr13: 27.434552",6.953,"N/A","N/A","N/A",-0.276,145,0.0007735,"0.29599999999999999","4.8000000000000001E-2","13",27.434552,"-1","1045"
"5814",5814,"ILMN_1696294","SNX6","sorting nexin 6 (SNX6), transcript variant 1, mRNA.","Chr14: 34.168948",7.623,"N/A","N/A","N/A",0.276,145,0.0007743,"--","0.25600000000000001","14",34.168948,"1","58533"
"5815",5815,"ILMN_1774826","FXN","frataxin (FXN), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr9: 70.878346",6.897,"N/A","N/A","N/A",0.276,145,0.0007746,"0.52","0.22800000000000001","9",70.878346,"1","2395"
"5816",5816,"ILMN_1799120","WFDC2","WAP four-disulfide core domain 2 (WFDC2), transcript variant 5, mRNA.","Chr20: 43.541926",6.939,"N/A","N/A","N/A",-0.276,145,0.0007747,"--","1.0999999999999999E-2","20",43.541926,"-1","10406"
"5817",5817,"ILMN_1697830","MS4A1","membrane-spanning 4-domains, subfamily A, member 1 (MS4A1), transcript variant 1, mRNA.","Chr11: 59.994334",6.866,"N/A","N/A","N/A",-0.276,145,0.0007754,"0.41199999999999998","-5.2999999999999999E-2","11",59.994334,"-1","931"
"5818",5818,"ILMN_1803030","NOS1","nitric oxide synthase 1 (neuronal) (NOS1), mRNA.","Chr12: 116.135626",6.868,"N/A","N/A","N/A",-0.276,145,0.0007756,"0.41599999999999998","-0.14499999999999999","12",116.135626,"-1","4842"
"5819",5819,"ILMN_1659339","ELP4","elongation protein 4 homolog (S. cerevisiae) (ELP4), mRNA.","Chr11: 31.761565",7.707,"N/A","N/A","N/A",0.276,145,0.0007756,"0.29599999999999999","0.32100000000000001","11",31.761565,"1","26610"
"5820",5820,"ILMN_1744604","CYBA","cytochrome b-245, alpha polypeptide (CYBA), mRNA.","Chr16: 87.240088",9.022,"N/A","N/A","N/A",0.276,145,0.000776,"0.46500000000000002","0.28199999999999997","16",87.240088,"1","1535"
"5821",5821,"ILMN_1711346","EGFLAM","EGF-like, fibronectin type III and laminin G domains (EGFLAM), transcript variant 1, mRNA.","Chr5: 38.388117",6.91,"N/A","N/A","N/A",-0.276,145,0.0007771,"0.255","-0.04","5",38.388117,"-1","133584"
"5822",5822,"ILMN_1812094","PHF7","PHD finger protein 7 (PHF7), transcript variant 1, mRNA.","Chr3: 52.431326",6.885,"N/A","N/A","N/A",-0.276,145,0.0007783,"0.255","-0.495","3",52.431326,"-1","51533"
"5824",5824,"ILMN_1767969","SND1","staphylococcal nuclease and tudor domain containing 1 (SND1), mRNA.","Chr7: 127.519710",11.487,"N/A","N/A","N/A",0.276,145,0.0007795,"--","0.36099999999999999","7",127.51971,"1","27044"
"5825",5825,"ILMN_1656310","IDO1","indoleamine-pyrrole 2,3 dioxygenase (INDO), mRNA.","Chr8: 39.904712",6.951,"N/A","N/A","N/A",-0.276,145,0.0007799,"0.35199999999999998","0.124","8",39.904712,"-1","3620"
"5826",5826,"ILMN_1792301","LAMB4","laminin, beta 4 (LAMB4), mRNA.","Chr7: 107.451613",7.015,"N/A","N/A","N/A",-0.276,145,0.0007802,"--","--","7",107.451613,"-1","22798"
"5827",5827,"ILMN_1702755","BMP15","bone morphogenetic protein 15 (BMP15), mRNA.","ChrX: 50.676132",6.952,"N/A","N/A","N/A",-0.276,145,0.0007802,"0.311","-4.1000000000000002E-2","X",50.676132,"-1","9210"
"5828",5828,"ILMN_1712998","CORIN","corin, serine peptidase (CORIN), mRNA.","Chr4: 47.291101",6.926,"N/A","N/A","N/A",-0.276,145,0.000781,"0.52400000000000002","0.13","4",47.291101,"-1","10699"
"5829",5829,"ILMN_1658502","SCAND2P","SCAN domain containing 2 (SCAND2), transcript variant 2, mRNA.","Chr15: 82.981633",6.868,"N/A","N/A","N/A",0.276,145,0.0007816,"--","--","15",82.981633,"1","54581"
"5830",5830,"ILMN_1785930","OR11A1","olfactory receptor, family 11, subfamily A, member 1 (OR11A1), mRNA.","Chr6: 29.502103",6.927,"N/A","N/A","N/A",-0.276,145,0.000782,"--","--","6",29.502103,"-1","26531"
"5831",5831,"ILMN_1669257","AMELX","amelogenin (amelogenesis imperfecta 1, X-linked) (AMELX), transcript variant 3, mRNA.","ChrX: 11.226724",6.911,"N/A","N/A","N/A",-0.276,145,0.0007822,"0.27600000000000002","0.23300000000000001","X",11.226724,"-1","265"
"5832",5832,"ILMN_1807264","CD2BP2","CD2 (cytoplasmic tail) binding protein 2 (CD2BP2), mRNA.","Chr16: 30.271873",8.804,"N/A","N/A","N/A",0.276,145,0.0007832,"--","-0.111","16",30.271873,"1","10421"
"5833",5833,"ILMN_1758090","BCCIP","BRCA2 and CDKN1A interacting protein (BCCIP), transcript variant C, mRNA.","Chr10: 127.521044",7.101,"N/A","N/A","N/A",0.276,145,0.0007834,"0.249","0.65700000000000003","10",127.521044,"1","56647"
"5834",5834,"ILMN_1690136","NIPBL","Nipped-B homolog (Drosophila) (NIPBL), transcript variant B, mRNA.","Chr5: 37.099739",7.16,"N/A","N/A","N/A",0.276,145,0.0007841,"0.379","-0.60399999999999998","5",37.099739,"1","25836"
"5835",5835,"ILMN_1815548","OR52D1","olfactory receptor, family 52, subfamily D, member 1 (OR52D1), mRNA.","Chr11: 5.467271",6.882,"N/A","N/A","N/A",-0.276,145,0.0007847,"--","--","11",5.467271,"-1","390066"
"5836",5836,"ILMN_1686226","ZNF793","zinc finger protein 793 (ZNF793), mRNA.","Chr19: 42.725633",7.07,"N/A","N/A","N/A",-0.276,145,0.0007863,"--","--","19",42.725633,"-1","390927"
"5837",5837,"ILMN_1782129","ZBED4","zinc finger, BED-type containing 4 (ZBED4), mRNA.","Chr22: 48.667633",7.325,"N/A","N/A","N/A",0.276,145,0.0007864,"--","-0.36","22",48.667633,"1","9889"
"5838",5838,"ILMN_1721774","MPP7","membrane protein, palmitoylated 7 (MAGUK p55 subfamily member 7) (MPP7), mRNA.","ChrUn: 1.000000",6.971,"N/A","N/A","N/A",-0.276,145,0.0007867,"0.34699999999999998","6.9000000000000006E-2","10",28.051,"-1","143098"
"5840",5840,"ILMN_1691953","SPANXN3","SPANX family, member N3 (SPANXN3), mRNA.","ChrUn: 1.000000",6.914,"N/A","N/A","N/A",-0.276,145,0.0007871,"--","--","X",143.509,"-1","139067"
"5841",5841,"ILMN_1687833","HM13","histocompatibility (minor) 13 (HM13), transcript variant 2, mRNA.","Chr20: 29.619691",7.03,"N/A","N/A","N/A",-0.276,145,0.0007871,"0.39400000000000002","--","20",29.619691,"-1","81502"
"5842",5842,"ILMN_1810826","NAA35","MAK10 homolog, amino-acid N-acetyltransferase subunit, (S. cerevisiae) (MAK10), mRNA.","Chr9: 87.823065",7.532,"N/A","N/A","N/A",0.276,145,0.0007881,"0.35099999999999998","-0.38600000000000001","9",87.823065,"1","60560"
