"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
6344,"ILMN_1807759","TAS2R44","taste receptor, type 2, member 44 (TAS2R44), mRNA.","ChrUn: 1.000000",6.622,"N/A","N/A","N/A",-0.22,146,0.007693,"--","--"
6345,"ILMN_1787412","GPX1","glutathione peroxidase 1 (GPX1), transcript variant 2, mRNA.","Chr3: 49.370259",6.702,"N/A","N/A","N/A",-0.22,146,0.007697,"0.39100000000000001","0.55000000000000004"
6346,"ILMN_1671898","LMX1A","LIM homeobox transcription factor 1, alpha (LMX1A), transcript variant 3, mRNA.","Chr1: 163.437822",6.495,"N/A","N/A","N/A",-0.22,146,0.007699,"0.45300000000000001","-0.192"
6347,"ILMN_1685572","MAGEB6","melanoma antigen family B, 6 (MAGEB6), mRNA.","ChrX: 26.123089",6.529,"N/A","N/A","N/A",-0.22,146,0.007701,"--","--"
6348,"ILMN_1697804","NEGR1","neuronal growth regulator 1 (NEGR1), mRNA.","Chr1: 71.641564",7.273,"N/A","N/A","N/A",-0.22,146,0.007718,"0.39200000000000002","-0.16800000000000001"
6349,"ILMN_1657361","CBX7","chromobox homolog 7 (CBX7), mRNA.","Chr22: 37.857028",12.672,"N/A","N/A","N/A",-0.22,146,0.007718,"0.28599999999999998","-0.20899999999999999"
6350,"ILMN_1773342","MYO1E","myosin IE (MYO1E), mRNA.","Chr15: 57.216279",6.852,"N/A","N/A","N/A",0.22,146,0.007728,"0.308","0.29199999999999998"
6351,"ILMN_1730539","NPHP3","nephronophthisis 3 (adolescent) (NPHP3), mRNA.","Chr3: 133.882712",8.045,"N/A","N/A","N/A",0.22,146,0.007729,"0.46300000000000002","0.376"
6352,"ILMN_1815686","EGLN2","egl nine homolog 2 (C. elegans) (EGLN2), transcript variant 2, mRNA.","Chr19: 46.004747",6.642,"N/A","N/A","N/A",-0.22,146,0.007733,"0.42599999999999999","-0.39400000000000002"
6353,"ILMN_1737819","C7ORF16","chromosome 7 open reading frame 16 (C7orf16), mRNA.","Chr7: 31.714361",6.816,"N/A","N/A","N/A",-0.22,146,0.007734,"0.51800000000000002","--"
6354,"ILMN_1717905","WDR42A","WD repeat domain 42A (WDR42A), mRNA.","Chr1: 158.452194",11.344,"N/A","N/A","N/A",-0.22,146,0.007738,"--","0.159"
6355,"ILMN_1685582","MYT1L","myelin transcription factor 1-like (MYT1L), mRNA.","Chr2: 1.772434",12.427,"N/A","N/A","N/A",-0.22,146,0.007744,"0.26","-0.38900000000000001"
6356,"ILMN_1678535","ESR1","estrogen receptor 1 (ESR1), mRNA.","Chr6: 152.465685",6.628,"N/A","N/A","N/A",-0.22,146,0.007753,"0.373","0.25900000000000001"
6357,"ILMN_1764927","CDC42EP1","CDC42 effector protein (Rho GTPase binding) 1 (CDC42EP1), transcript variant 1, mRNA.","Chr22: 36.295228",7.123,"N/A","N/A","N/A",0.22,146,0.007755,"0.28899999999999998","0.35"
6358,"ILMN_1754592","EDARADD","EDAR-associated death domain (EDARADD), transcript variant A, mRNA.","Chr1: 234.624333",6.58,"N/A","N/A","N/A",-0.22,146,0.007758,"0.38800000000000001","-0.184"
6359,"ILMN_1702056","C1ORF2","chromosome 1 open reading frame 2 (C1orf2), transcript variant 1, mRNA.","Chr1: 153.490283",6.605,"N/A","N/A","N/A",-0.22,146,0.007764,"0.28599999999999998","--"
6360,"ILMN_1751839","RUNX3","runt-related transcription factor 3 (RUNX3), transcript variant 1, mRNA.","ChrUn: 1.000000",6.835,"N/A","N/A","N/A",-0.219,146,0.007776,"0.36199999999999999","8.4000000000000005E-2"
6361,"ILMN_1815133","RPL34","ribosomal protein L34 (RPL34), transcript variant 1, mRNA.","Chr4: 109.770759",7.468,"N/A","N/A","N/A",-0.219,146,0.007779,"--","1.0999999999999999E-2"
6362,"ILMN_1740717","ADH1C","alcohol dehydrogenase 1C (class I), gamma polypeptide (ADH1C), mRNA.","Chr4: 100.479893",6.588,"N/A","N/A","N/A",-0.219,146,0.007793,"--","--"
6363,"ILMN_1814859","DDX47","DEAD (Asp-Glu-Ala-Asp) box polypeptide 47 (DDX47), transcript variant 2, mRNA.","Chr12: 12.874026",11.265,"N/A","N/A","N/A",-0.219,146,0.007794,"--","0.126"
6364,"ILMN_1731123","RNF7","ring finger protein 7 (RNF7), transcript variant 2, mRNA.","Chr3: 142.944263",6.895,"N/A","N/A","N/A",-0.219,146,0.007795,"0.32100000000000001","-0.11"
6365,"ILMN_1788729","TCF23","transcription factor 23 (TCF23), mRNA.","Chr2: 27.229100",6.745,"N/A","N/A","N/A",-0.219,146,0.00781,"--","-2.8000000000000001E-2"
6366,"ILMN_1764168","STXBP3","syntaxin binding protein 3 (STXBP3), mRNA.","ChrUn: 1.000000",8.865,"N/A","N/A","N/A",0.219,146,0.007811,"--","-5.8999999999999997E-2"
6367,"ILMN_1776857","AQP1","aquaporin 1 (Colton blood group) (AQP1), mRNA.","Chr7: 30.930200",6.951,"N/A","N/A","N/A",0.219,146,0.007816,"0.32800000000000001","0.48799999999999999"
6368,"ILMN_1664859","ST8SIA1","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 1 (ST8SIA1), mRNA.","Chr12: 22.245649",7.754,"N/A","N/A","N/A",-0.219,146,0.007818,"--","-0.123"
6369,"ILMN_1721578","OR5P2","olfactory receptor, family 5, subfamily P, member 2 (OR5P2), mRNA.","Chr11: 7.774738",6.688,"N/A","N/A","N/A",-0.219,146,0.007819,"--","--"
6370,"ILMN_1693693","OR5B3","olfactory receptor, family 5, subfamily B, member 3 (OR5B3), mRNA.","Chr11: 57.926734",6.678,"N/A","N/A","N/A",-0.219,146,0.007822,"--","--"
6371,"ILMN_1777683","ADAMTSL4","ADAMTS-like 4 (ADAMTSL4), transcript variant 1, mRNA.","Chr1: 148.799222",6.659,"N/A","N/A","N/A",-0.219,146,0.00783,"0.23200000000000001","0.189"
6372,"ILMN_1740258","KRTAP20-2","keratin associated protein 20-2 (KRTAP20-2), mRNA.","Chr21: 30.929592",6.689,"N/A","N/A","N/A",-0.219,146,0.007832,"--","--"
6373,"ILMN_1738832","SACS","spastic ataxia of Charlevoix-Saguenay (sacsin) (SACS), mRNA.","Chr13: 22.801574",6.987,"N/A","N/A","N/A",-0.219,146,0.007834,"0.32200000000000001","8.5000000000000006E-2"
6374,"ILMN_1746801","CGN","cingulin (CGN), mRNA.","Chr1: 149.777638",7.703,"N/A","N/A","N/A",0.219,146,0.007839,"0.26","-0.104"
6375,"ILMN_1658758","NPB","neuropeptide B (NPB), mRNA.","Chr17: 77.453872",6.969,"N/A","N/A","N/A",0.219,146,0.007842,"0.49","-0.376"
6376,"ILMN_1798587","ARHGEF7","Rho guanine nucleotide exchange factor (GEF) 7 (ARHGEF7), transcript variant 2, mRNA.","Chr13: 110.744994",10.857,"N/A","N/A","N/A",-0.219,146,0.007859,"0.314","-0.378"
6377,"ILMN_1681008","CGRRF1","cell growth regulator with ring finger domain 1 (CGRRF1), mRNA.","Chr14: 54.074683",8.936,"N/A","N/A","N/A",0.219,146,0.007861,"--","0.17699999999999999"
6378,"ILMN_1803218","GPR139","G protein-coupled receptor 139 (GPR139), mRNA.","Chr16: 19.950728",6.539,"N/A","N/A","N/A",-0.219,146,0.007864,"0.314","0.52800000000000002"
6379,"ILMN_1726023","C1ORF14","chromosome 1 open reading frame 14 (C1orf14), mRNA.","Chr1: 181.138882",6.591,"N/A","N/A","N/A",-0.219,146,0.007865,"0.25900000000000001","--"
6380,"ILMN_1802888","ZNF185","zinc finger protein 185 (LIM domain) (ZNF185), mRNA.","ChrX: 151.892377",7.309,"N/A","N/A","N/A",0.219,146,0.007865,"--","--"
6381,"ILMN_1683271","TMSL3","thymosin-like 3 (TMSL3), mRNA.","Chr4: 91.978740",18.937,"N/A","N/A","N/A",0.219,146,0.007877,"--","--"
6382,"ILMN_1751102","AMY2A","amylase, alpha 2A; pancreatic (AMY2A), mRNA.","Chr1: 103.964810",6.675,"N/A","N/A","N/A",-0.219,146,0.007889,"0.45400000000000001","--"
6383,"ILMN_1746632","PHLPPL","PH domain and leucine rich repeat protein phosphatase-like (PHLPPL), mRNA.","Chr16: 70.236741",8.818,"N/A","N/A","N/A",-0.219,146,0.007894,"--","-2.7E-2"
6384,"ILMN_1730201","DTNA","dystrobrevin, alpha (DTNA), transcript variant 7, mRNA.","Chr18: 30.663213",11.298,"N/A","N/A","N/A",0.219,146,0.007896,"0.34200000000000003","-0.1"
6385,"ILMN_1717016","NBN","nibrin (NBN), transcript variant 2, mRNA.","Chr8: 91.062927",6.659,"N/A","N/A","N/A",-0.219,146,0.007904,"0.33500000000000002","0.45600000000000002"
6386,"ILMN_1696079","DNAJC6","DnaJ (Hsp40) homolog, subfamily C, member 6 (DNAJC6), mRNA.","Chr1: 65.653570",6.834,"N/A","N/A","N/A",-0.219,146,0.00791,"0.375","-0.153"
6387,"ILMN_1797209","TSGA14","testis specific, 14 (TSGA14), mRNA.","Chr7: 129.824133",8.34,"N/A","N/A","N/A",-0.219,146,0.007922,"0.23","-0.33500000000000002"
6388,"ILMN_1761551","FAT4","FAT tumor suppressor homolog 4 (Drosophila) (FAT4), mRNA.","ChrUn: 1.000000",6.841,"N/A","N/A","N/A",0.219,146,0.007935,"0.38400000000000001","-0.159"
6389,"ILMN_1689415","IGSF6","immunoglobulin superfamily, member 6 (IGSF6), mRNA.","Chr16: 21.563129",7.897,"N/A","N/A","N/A",0.219,146,0.007936,"0.30199999999999999","-6.8000000000000005E-2"
6390,"ILMN_1801408","GABRA4","gamma-aminobutyric acid (GABA) A receptor, alpha 4 (GABRA4), mRNA.","Chr4: 46.618918",6.785,"N/A","N/A","N/A",-0.219,146,0.007939,"0.48399999999999999","0.157"
6391,"ILMN_1767747","HDAC2","histone deacetylase 2 (HDAC2), mRNA.","ChrUn: 1.000000",10.521,"N/A","N/A","N/A",-0.219,146,0.007944,"0.45","-0.19900000000000001"
6392,"ILMN_1656221","OR2T27","olfactory receptor, family 2, subfamily T, member 27 (OR2T27), mRNA.","Chr1: 246.880295",6.6,"N/A","N/A","N/A",-0.219,146,0.00795,"--","--"
6393,"ILMN_1782745","RBL1","retinoblastoma-like 1 (p107) (RBL1), transcript variant 1, mRNA.","Chr20: 35.059724",6.768,"N/A","N/A","N/A",0.219,146,0.007951,"0.35899999999999999","-0.38500000000000001"
6394,"ILMN_1777476","SPDYC","speedy homolog C (Drosophila) (SPDYC), mRNA.","Chr11: 64.697027",6.622,"N/A","N/A","N/A",-0.219,146,0.007953,"--","--"
6395,"ILMN_1665797","CSE1L","CSE1 chromosome segregation 1-like (yeast) (CSE1L), mRNA.","Chr20: 47.144848",10.367,"N/A","N/A","N/A",-0.219,146,0.007957,"0.36899999999999999","-0.52"
6396,"ILMN_1713036","TBXAS1","thromboxane A synthase 1 (platelet, cytochrome P450, family 5, subfamily A) (TBXAS1), transcript variant TXS-II, mRNA.","Chr7: 139.366342",9.195,"N/A","N/A","N/A",0.219,146,0.007966,"--","0.252"
6397,"ILMN_1770663","KRT24","keratin 24 (KRT24), mRNA.","Chr17: 36.108053",6.624,"N/A","N/A","N/A",-0.219,146,0.007975,"--","-8.7999999999999995E-2"
6398,"ILMN_1752351","LAMP2","lysosomal-associated membrane protein 2 (LAMP2), transcript variant LAMP2B, mRNA.","ChrX: 119.455004",10.98,"N/A","N/A","N/A",0.219,146,0.007976,"0.40600000000000003","0.69899999999999995"
6399,"ILMN_1693242","ZNF342","zinc finger protein 342 (ZNF342), mRNA.","Chr19: 50.266619",7.134,"N/A","N/A","N/A",0.219,146,0.007987,"--","--"
6400,"ILMN_1714216","TSC2","tuberous sclerosis 2 (TSC2), transcript variant 4, mRNA.","ChrUn: 1.000000",8.751,"N/A","N/A","N/A",0.219,146,0.00799,"--","0.39300000000000002"
6401,"ILMN_1810826","MAK10","MAK10 homolog, amino-acid N-acetyltransferase subunit, (S. cerevisiae) (MAK10), mRNA.","Chr9: 87.823065",7.823,"N/A","N/A","N/A",0.219,146,0.007994,"0.35099999999999998","-0.38600000000000001"
6402,"ILMN_1688240","PHOSPHO1","phosphatase, orphan 1 (PHOSPHO1), mRNA.","Chr17: 44.655977",6.681,"N/A","N/A","N/A",-0.219,146,0.007995,"0.31","-0.245"
6403,"ILMN_1792959","KCNMB2","potassium large conductance calcium-activated channel, subfamily M, beta member 2 (KCNMB2), transcript variant 1, mRNA.","Chr3: 180.044082",7.275,"N/A","N/A","N/A",-0.219,146,0.007998,"--","5.8000000000000003E-2"
6404,"ILMN_1669363","TGM4","transglutaminase 4 (prostate) (TGM4), mRNA.","Chr3: 44.930616",6.577,"N/A","N/A","N/A",-0.219,146,0.008002,"--","-0.30199999999999999"
6405,"ILMN_1796801","ABCA8","ATP-binding cassette, sub-family A (ABC1), member 8 (ABCA8), mRNA.","Chr17: 64.375585",8.719,"N/A","N/A","N/A",0.219,146,0.008007,"--","--"
6406,"ILMN_1734194","EXOSC3","exosome component 3 (EXOSC3), transcript variant 1, mRNA.","Chr9: 37.771993",7.733,"N/A","N/A","N/A",0.219,146,0.008008,"0.216","-0.161"
6407,"ILMN_1700001","TCTA","T-cell leukemia translocation altered gene (TCTA), mRNA.","Chr3: 49.428620",9.261,"N/A","N/A","N/A",0.219,146,0.008009,"--","0.105"
6408,"ILMN_1720034","PKHD1","polycystic kidney and hepatic disease 1 (autosomal recessive) (PKHD1), transcript variant 1, mRNA.","ChrUn: 1.000000",6.646,"N/A","N/A","N/A",-0.219,146,0.008012,"0.32800000000000001","0.36"
6409,"ILMN_1793146","CCDC25","coiled-coil domain containing 25 (CCDC25), mRNA.","ChrUn: 1.000000",7.955,"N/A","N/A","N/A",-0.219,146,0.008019,"0.28399999999999997","0.40200000000000002"
6410,"ILMN_1800776","BMP1","bone morphogenetic protein 1 (BMP1), transcript variant BMP1-4, mRNA.","Chr8: 22.105733",6.656,"N/A","N/A","N/A",-0.219,146,0.008021,"0.39800000000000002","0.432"
6411,"ILMN_1719919","KLHL13","kelch-like 13 (Drosophila) (KLHL13), mRNA.","ChrX: 116.916318",6.731,"N/A","N/A","N/A",-0.219,146,0.008021,"--","0.22500000000000001"
6412,"ILMN_1780887","USP21","ubiquitin specific peptidase 21 (USP21), transcript variant 3, mRNA.","Chr1: 159.401794",8.24,"N/A","N/A","N/A",0.219,146,0.008036,"--","-0.36499999999999999"
6413,"ILMN_1662488","CRSP3","cofactor required for Sp1 transcriptional activation, subunit 3, 130kDa (CRSP3), transcript variant 2, mRNA.","Chr6: 131.937061",6.621,"N/A","N/A","N/A",-0.219,146,0.008042,"0.313","--"
6414,"ILMN_1729975","ARAF","v-raf murine sarcoma 3611 viral oncogene homolog (ARAF), mRNA.","ChrUn: 1.000000",7.182,"N/A","N/A","N/A",0.219,146,0.008044,"0.41299999999999998","0.48599999999999999"
6415,"ILMN_1780762","OR9Q2","olfactory receptor, family 9, subfamily Q, member 2 (OR9Q2), mRNA.","Chr11: 57.715432",6.769,"N/A","N/A","N/A",-0.219,146,0.008051,"--","--"
6416,"ILMN_1801240","OR5D14","olfactory receptor, family 5, subfamily D, member 14 (OR5D14), mRNA.","Chr11: 55.320176",6.64,"N/A","N/A","N/A",-0.218,146,0.008062,"--","--"
6417,"ILMN_1754629","TRAK1","trafficking protein, kinesin binding 1 (TRAK1), transcript variant 2, mRNA.","ChrUn: 1.000000",7.432,"N/A","N/A","N/A",0.218,146,0.008062,"--","0.13400000000000001"
6418,"ILMN_1750800","ACO1","aconitase 1, soluble (ACO1), mRNA.","Chr9: 32.440622",10.764,"N/A","N/A","N/A",0.218,146,0.008068,"0.42799999999999999","0.70299999999999996"
6419,"ILMN_1694659","C8A","complement component 8, alpha polypeptide (C8A), mRNA.","Chr1: 57.156030",6.584,"N/A","N/A","N/A",-0.218,146,0.008072,"--","0.63700000000000001"
6420,"ILMN_1732583","CDCP2","CUB domain containing protein 2 (CDCP2), mRNA.","Chr1: 54.377263",6.581,"N/A","N/A","N/A",-0.218,146,0.008075,"--","0.108"
6421,"ILMN_1768284","P2RY8","purinergic receptor P2Y, G-protein coupled, 8 (P2RY8), mRNA.","ChrX: 1.541791",6.611,"N/A","N/A","N/A",-0.218,146,0.008077,"--","--"
6422,"ILMN_1700428","HLA-DOB","major histocompatibility complex, class II, DO beta (HLA-DOB), mRNA.","ChrUn: 1.000000",6.72,"N/A","N/A","N/A",-0.218,146,0.008096,"0.34","--"
6423,"ILMN_1764508","PTK6","PTK6 protein tyrosine kinase 6 (PTK6), mRNA.","Chr20: 61.630757",6.513,"N/A","N/A","N/A",-0.218,146,0.008097,"0.32300000000000001","0.05"
6424,"ILMN_1718013","CPSF3L","cleavage and polyadenylation specific factor 3-like (CPSF3L), mRNA.","ChrUn: 1.000000",8.443,"N/A","N/A","N/A",0.218,146,0.008098,"--","-0.23100000000000001"
6425,"ILMN_1730175","ZNF19","zinc finger protein 19 (ZNF19), mRNA.","ChrUn: 1.000000",6.623,"N/A","N/A","N/A",-0.218,146,0.008114,"--","--"
6426,"ILMN_1808407","SH2D3C","SH2 domain containing 3C (SH2D3C), transcript variant 1, mRNA.","Chr9: 129.540870",7.273,"N/A","N/A","N/A",0.218,146,0.008116,"0.28000000000000003","0.13100000000000001"
6427,"ILMN_1740597","CDKN2D","cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4) (CDKN2D), transcript variant 1, mRNA.","Chr19: 10.540378",6.731,"N/A","N/A","N/A",-0.218,146,0.008116,"0.38500000000000001","-0.49299999999999999"
6428,"ILMN_1719951","FLJ31951","hypothetical protein FLJ31951 (FLJ31951), mRNA.","Chr5: 158.517590",8.41,"N/A","N/A","N/A",-0.218,146,0.00812,"--","--"
6429,"ILMN_1754538","C10ORF58","chromosome 10 open reading frame 58 (C10orf58), mRNA.","Chr10: 82.181835",12.376,"N/A","N/A","N/A",0.218,146,0.008122,"0.24","0.38"
6430,"ILMN_1694274","NDUFC2","NADH dehydrogenase (ubiquinone) 1, subcomplex unknown, 2, 14.5kDa (NDUFC2), mRNA.","Chr11: 77.457176",7.72,"N/A","N/A","N/A",-0.218,146,0.008126,"--","0.46500000000000002"
6431,"ILMN_1680341","PPIE","peptidylprolyl isomerase E (cyclophilin E) (PPIE), transcript variant 2, mRNA.","Chr1: 39.987169",8.105,"N/A","N/A","N/A",0.218,146,0.008127,"0.22","-0.106"
6432,"ILMN_1656913","MDH1","malate dehydrogenase 1, NAD (soluble) (MDH1), mRNA.","Chr2: 63.686024",17.16,"N/A","N/A","N/A",-0.218,146,0.008137,"0.38600000000000001","0.53200000000000003"
6433,"ILMN_1772910","GAS1","growth arrest-specific 1 (GAS1), mRNA.","Chr9: 88.749559",7.793,"N/A","N/A","N/A",0.218,146,0.008141,"0.44500000000000001","0.504"
6434,"ILMN_1722133","C18ORF2","chromosome 18 open reading frame 2 (C18orf2), mRNA.","Chr18: 1.244783",6.667,"N/A","N/A","N/A",-0.218,146,0.008146,"--","--"
6435,"ILMN_1769290","C9ORF52","chromosome 9 open reading frame 52 (C9orf52), mRNA.","Chr9: 15.162037",6.743,"N/A","N/A","N/A",-0.218,146,0.008152,"--","--"
6436,"ILMN_1740857","PCDHB15","protocadherin beta 15 (PCDHB15), mRNA.","Chr5: 140.607631",6.65,"N/A","N/A","N/A",-0.218,146,0.008163,"--","0.183"
6437,"ILMN_1715569","CCDC53","coiled-coil domain containing 53 (CCDC53), mRNA.","Chr12: 100.931073",10.849,"N/A","N/A","N/A",-0.218,146,0.008165,"--","-4.4999999999999998E-2"
6438,"ILMN_1740555","SNAP25","synaptosomal-associated protein, 25kDa (SNAP25), transcript variant 1, mRNA.","Chr20: 10.235988",17.26,"N/A","N/A","N/A",-0.218,146,0.00817,"--","0.20499999999999999"
6439,"ILMN_1771560","SYT15","synaptotagmin XV (SYT15), transcript variant b, mRNA.","Chr10: 46.383908",7.113,"N/A","N/A","N/A",0.218,146,0.008174,"--","7.0000000000000007E-2"
6440,"ILMN_1784287","TGFBR3","transforming growth factor, beta receptor III (TGFBR3), mRNA.","Chr1: 91.920750",8.588,"N/A","N/A","N/A",0.218,146,0.008176,"--","0.26100000000000001"
6441,"ILMN_1670805","FLJ40296","FLJ40296 protein (FLJ40296), mRNA.","Chr13: 56.613215",6.714,"N/A","N/A","N/A",-0.218,146,0.008179,"--","--"
6442,"ILMN_1720998","CA12","carbonic anhydrase XII (CA12), transcript variant 2, mRNA.","Chr15: 61.402871",7.093,"N/A","N/A","N/A",0.218,146,0.008191,"0.38300000000000001","--"
6443,"ILMN_1734550","SLC9A3","solute carrier family 9 (sodium/hydrogen exchanger), member 3 (SLC9A3), mRNA.","Chr5: 0.528753",6.547,"N/A","N/A","N/A",-0.218,146,0.008198,"--","0.18"
6444,"ILMN_1668510","GLYAT","glycine-N-acyltransferase (GLYAT), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr11: 58.234687",6.628,"N/A","N/A","N/A",-0.218,146,0.0082,"0.316","0.64400000000000002"
6445,"ILMN_1806603","MESP1","mesoderm posterior 1 homolog (mouse) (MESP1), mRNA.","Chr15: 88.094155",10.002,"N/A","N/A","N/A",-0.218,146,0.00821,"0.35199999999999998","-0.51500000000000001"
6446,"ILMN_1792972","ZNF439","zinc finger protein 439 (ZNF439), mRNA.","Chr19: 11.841073",7.374,"N/A","N/A","N/A",-0.218,146,0.008212,"--","--"
6447,"ILMN_1798615","SOHLH2","spermatogenesis and oogenesis specific basic helix-loop-helix 2 (SOHLH2), mRNA.","Chr13: 35.640908",6.808,"N/A","N/A","N/A",-0.218,146,0.008215,"--","-0.26200000000000001"
6448,"ILMN_1668986","PRELID2","PRELI domain containing 2 (PRELID2), transcript variant 3, mRNA.","Chr5: 145.185755",6.674,"N/A","N/A","N/A",-0.218,146,0.008244,"0.29899999999999999","0.25800000000000001"
6449,"ILMN_1654571","FCHO1","FCH domain only 1 (FCHO1), mRNA.","Chr19: 17.759616",7.677,"N/A","N/A","N/A",0.218,146,0.008254,"0.18","-0.34799999999999998"
6450,"ILMN_1723874","MRPS6","mitochondrial ribosomal protein S6 (MRPS6), nuclear gene encoding mitochondrial protein, mRNA.","Chr21: 34.437081",13.497,"N/A","N/A","N/A",-0.218,146,0.008258,"--","0.317"
6451,"ILMN_1760560","SELPLG","selectin P ligand (SELPLG), mRNA.","Chr12: 107.539940",7.927,"N/A","N/A","N/A",0.218,146,0.008259,"0.312","-0.16700000000000001"
6452,"ILMN_1668411","FHL2","four and a half LIM domains 2 (FHL2), transcript variant 4, mRNA.","Chr2: 105.344061",9.926,"N/A","N/A","N/A",-0.218,146,0.008265,"0.41399999999999998","0.30299999999999999"
6453,"ILMN_1655468","DSG3","desmoglein 3 (pemphigus vulgaris antigen) (DSG3), mRNA.","ChrUn: 1.000000",6.568,"N/A","N/A","N/A",-0.218,146,0.00829,"0.34699999999999998","-0.11899999999999999"
6454,"ILMN_1769207","KCTD7","potassium channel tetramerisation domain containing 7 (KCTD7), mRNA.","Chr7: 65.743051",7.03,"N/A","N/A","N/A",0.218,146,0.008306,"0.24199999999999999","0.125"
6455,"ILMN_1708323","ALAS2","aminolevulinate, delta-, synthase 2 (sideroblastic/hypochromic anemia) (ALAS2), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrX: 55.056647",6.718,"N/A","N/A","N/A",-0.218,146,0.008309,"0.41299999999999998","0.22800000000000001"
6456,"ILMN_1791531","FA2H","fatty acid 2-hydroxylase (FA2H), mRNA.","Chr16: 73.304694",7.636,"N/A","N/A","N/A",0.218,146,0.008309,"0.39600000000000002","-0.192"
6457,"ILMN_1745554","FLJ16171","FLJ16171 protein (FLJ16171), mRNA.","Chr5: 174.279192",6.546,"N/A","N/A","N/A",-0.218,146,0.008316,"--","--"
6458,"ILMN_1733774","RNF190","ring finger protein 190 (RNF190), mRNA.","Chr17: 58.132590",6.679,"N/A","N/A","N/A",-0.218,146,0.008339,"--","-0.57199999999999995"
6459,"ILMN_1724280","EGR3","early growth response 3 (EGR3), mRNA.","Chr8: 22.606614",6.581,"N/A","N/A","N/A",-0.218,146,0.008346,"0.48599999999999999","-0.14599999999999999"
6460,"ILMN_1736863","TMEM140","transmembrane protein 140 (TMEM140), mRNA.","ChrUn: 1.000000",7.48,"N/A","N/A","N/A",0.218,146,0.008348,"--","0.55300000000000005"
6461,"ILMN_1665543","C9ORF102","chromosome 9 open reading frame 102 (C9orf102), transcript variant 1, mRNA.","Chr9: 97.816366",7.058,"N/A","N/A","N/A",-0.218,146,0.00836,"--","--"
6462,"ILMN_1672553","SLC43A3","solute carrier family 43, member 3 (SLC43A3), mRNA.","Chr11: 56.951118",6.586,"N/A","N/A","N/A",-0.217,146,0.008365,"--","0.40500000000000003"
6463,"ILMN_1744709","DLG5","discs, large homolog 5 (Drosophila) (DLG5), mRNA.","ChrUn: 1.000000",8.406,"N/A","N/A","N/A",0.217,146,0.00837,"0.21199999999999999","8.5000000000000006E-2"
6464,"ILMN_1781027","TSNARE1","t-SNARE domain containing 1 (TSNARE1), mRNA.","Chr8: 143.291364",6.711,"N/A","N/A","N/A",-0.217,146,0.008389,"--","--"
6465,"ILMN_1693604","GRM2","glutamate receptor, metabotropic 2 (GRM2), mRNA.","Chr3: 51.727587",11.188,"N/A","N/A","N/A",-0.217,146,0.008394,"0.59699999999999998","-0.44400000000000001"
6466,"ILMN_1802257","PCTP","phosphatidylcholine transfer protein (PCTP), mRNA.","Chr17: 51.209247",6.799,"N/A","N/A","N/A",0.217,146,0.008396,"0.45300000000000001","0.24"
6467,"ILMN_1661624","ARSD","arylsulfatase D (ARSD), transcript variant 2, mRNA.","ChrX: 2.841806",6.657,"N/A","N/A","N/A",-0.217,146,0.008397,"--","--"
6468,"ILMN_1813450","RTP1","receptor (chemosensory) transporter protein 1 (RTP1), mRNA.","ChrUn: 1.000000",6.999,"N/A","N/A","N/A",-0.217,146,0.008399,"0.29199999999999998","-0.18099999999999999"
6469,"ILMN_1749579","PKHD1","polycystic kidney and hepatic disease 1 (autosomal recessive) (PKHD1), transcript variant 2, mRNA.","ChrUn: 1.000000",6.637,"N/A","N/A","N/A",-0.217,146,0.0084,"0.32800000000000001","0.36"
6470,"ILMN_1786396","ZZEF1","zinc finger, ZZ-type with EF-hand domain 1 (ZZEF1), mRNA.","Chr17: 3.854736",9.375,"N/A","N/A","N/A",0.217,146,0.008411,"--","0.35"
6471,"ILMN_1786750","TAF5L","TAF5-like RNA polymerase II, p300/CBP-associated factor (PCAF)-associated factor, 65kDa (TAF5L), transcript variant 1, mRNA.","Chr1: 227.795862",7.313,"N/A","N/A","N/A",-0.217,146,0.008415,"--","-0.441"
6472,"ILMN_1800897","NRD1","nardilysin (N-arginine dibasic convertase) (NRD1), mRNA.","Chr1: 52.027900",12.029,"N/A","N/A","N/A",-0.217,146,0.008415,"0.41599999999999998","-0.49099999999999999"
6473,"ILMN_1679071","MTX3","metaxin 3 (MTX3), mRNA.","ChrUn: 1.000000",10.131,"N/A","N/A","N/A",-0.217,146,0.008419,"--","0.26100000000000001"
6474,"ILMN_1670101","CLEC2D","C-type lectin domain family 2, member D (CLEC2D), transcript variant 2, mRNA.","ChrUn: 1.000000",6.605,"N/A","N/A","N/A",-0.217,146,0.00842,"--","0.433"
6475,"ILMN_1725524","DNAH17","dynein, axonemal, heavy chain 17 (DNAH17), mRNA.","Chr17: 73.931399",8.049,"N/A","N/A","N/A",0.217,146,0.008429,"--","--"
6476,"ILMN_1792800","LCN6","lipocalin 6 (LCN6), mRNA.","Chr9: 138.758381",6.548,"N/A","N/A","N/A",-0.217,146,0.008432,"--","--"
