"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r"
5740,"ILMN_1705689","ADAM12","ADAM metallopeptidase domain 12 (meltrin alpha) (ADAM12), transcript variant 1, mRNA.","Chr10: 127.693457",6.84,"N/A","N/A","N/A",-0.239,146,0.003622,"0.435","4.5999999999999999E-2"
5741,"ILMN_1744937","PTPRM","protein tyrosine phosphatase, receptor type, M (PTPRM), mRNA.","Chr18: 8.396361",9.778,"N/A","N/A","N/A",0.239,146,0.003626,"0.39700000000000002","9.1999999999999998E-2"
5742,"ILMN_1776519","RAP1GAP","RAP1 GTPase activating protein (RAP1GAP), mRNA.","Chr1: 21.795338",15.385,"N/A","N/A","N/A",-0.239,146,0.003627,"0.39300000000000002","-2.1999999999999999E-2"
5743,"ILMN_1734878","CD79A","CD79a molecule, immunoglobulin-associated alpha (CD79A), transcript variant 1, mRNA.","Chr19: 47.077190",6.746,"N/A","N/A","N/A",-0.239,146,0.003627,"0.34599999999999997","-0.06"
5744,"ILMN_1654858","ZNF818","zinc finger protein 818 (ZNF818), mRNA.","Chr19: 58.410115",6.735,"N/A","N/A","N/A",-0.239,146,0.003631,"--","--"
5745,"ILMN_1743226","OR52I1","olfactory receptor, family 52, subfamily I, member 1 (OR52I1), mRNA.","Chr11: 4.572650",6.823,"N/A","N/A","N/A",-0.239,146,0.003632,"--","--"
5746,"ILMN_1682487","GPR133","G protein-coupled receptor 133 (GPR133), mRNA.","Chr12: 130.188688",6.894,"N/A","N/A","N/A",-0.239,146,0.003649,"0.188","0.19800000000000001"
5747,"ILMN_1660126","ARR3","arrestin 3, retinal (X-arrestin) (ARR3), mRNA.","ChrX: 69.417151",6.739,"N/A","N/A","N/A",-0.239,146,0.00365,"0.26500000000000001","-0.20100000000000001"
5748,"ILMN_1666949","SLC6A3","solute carrier family 6 (neurotransmitter transporter, dopamine), member 3 (SLC6A3), mRNA.","Chr5: 1.446226",6.714,"N/A","N/A","N/A",-0.239,146,0.00365,"--","-0.129"
5749,"ILMN_1754929","OR6N1","olfactory receptor, family 6, subfamily N, member 1 (OR6N1), mRNA.","Chr1: 157.002378",6.707,"N/A","N/A","N/A",-0.239,146,0.00365,"--","--"
5750,"ILMN_1682494","RSRC1","arginine/serine-rich coiled-coil 1 (RSRC1), mRNA.","Chr3: 159.743918",7.856,"N/A","N/A","N/A",0.239,146,0.00365,"--","-0.36299999999999999"
5751,"ILMN_1774410","HSPD1","heat shock 60kDa protein 1 (chaperonin) (HSPD1), nuclear gene encoding mitochondrial protein, transcript variant 2, mRNA.","Chr2: 198.073154",6.868,"N/A","N/A","N/A",-0.239,146,0.003651,"0.46500000000000002","0.66400000000000003"
5752,"ILMN_1794906","ALLC","allantoicase (ALLC), transcript variant 2, mRNA.","Chr2: 3.720875",6.861,"N/A","N/A","N/A",-0.239,146,0.003655,"0.41199999999999998","-0.54500000000000004"
5753,"ILMN_1652309","TTC8","tetratricopeptide repeat domain 8 (TTC8), transcript variant 3, mRNA.","Chr14: 88.413943",8.061,"N/A","N/A","N/A",-0.239,146,0.003658,"--","-8.7999999999999995E-2"
5754,"ILMN_1795227","DNCL1","dynein, cytoplasmic, light polypeptide 1 (DNCL1), mRNA.","Chr12: 119.420402",15.552,"N/A","N/A","N/A",0.239,146,0.003658,"0.38100000000000001","--"
5755,"ILMN_1669927","ICOS","inducible T-cell co-stimulator (ICOS), mRNA.","Chr2: 204.534371",6.729,"N/A","N/A","N/A",-0.239,146,0.00366,"0.34","-8.8999999999999996E-2"
5756,"ILMN_1774974","CLUAP1","clusterin associated protein 1 (CLUAP1), transcript variant 1, mRNA.","Chr16: 3.502400",7.701,"N/A","N/A","N/A",0.239,146,0.00366,"0.13600000000000001","-0.51700000000000002"
5757,"ILMN_1654875","CLC","Charcot-Leyden crystal protein (CLC), mRNA.","Chr19: 44.916827",6.818,"N/A","N/A","N/A",-0.239,146,0.00366,"--","--"
5758,"ILMN_1736056","DEFB106A","defensin, beta 106A (DEFB106A), mRNA.","Chr8: 7.723942",6.837,"N/A","N/A","N/A",-0.239,146,0.003665,"--","--"
5759,"ILMN_1714945","ITPKC","inositol 1,4,5-trisphosphate 3-kinase C (ITPKC), mRNA.","Chr19: 45.938312",7.176,"N/A","N/A","N/A",-0.239,146,0.003666,"0.29399999999999998","-0.1"
5760,"ILMN_1677756","UBE2D2","ubiquitin-conjugating enzyme E2D 2 (UBC4/5 homolog, yeast) (UBE2D2), transcript variant 2, mRNA.","Chr5: 138.922101",7.14,"N/A","N/A","N/A",-0.239,146,0.003667,"--","-0.38"
5761,"ILMN_1745130","RBM9","RNA binding motif protein 9 (RBM9), transcript variant 1, mRNA.","Chr22: 34.470228",13.73,"N/A","N/A","N/A",-0.239,146,0.003667,"--","4.1000000000000002E-2"
5762,"ILMN_1792672","POLR2D","polymerase (RNA) II (DNA directed) polypeptide D (POLR2D), mRNA.","Chr2: 128.321052",8.148,"N/A","N/A","N/A",0.239,146,0.003672,"--","-0.26500000000000001"
5763,"ILMN_1745880","DNAI1","dynein, axonemal, intermediate chain 1 (DNAI1), mRNA.","Chr9: 34.510899",6.923,"N/A","N/A","N/A",-0.239,146,0.003674,"0.38700000000000001","--"
5764,"ILMN_1671230","C7ORF31","chromosome 7 open reading frame 31 (C7orf31), mRNA.","Chr7: 25.140980",7.099,"N/A","N/A","N/A",-0.239,146,0.003682,"--","--"
5765,"ILMN_1691441","C1ORF126","chromosome 1 open reading frame 126 (C1orf126), mRNA.","Chr1: 15.315509",6.809,"N/A","N/A","N/A",-0.239,146,0.003683,"--","--"
5766,"ILMN_1689154","BTG4","B-cell translocation gene 4 (BTG4), mRNA.","Chr11: 110.871132",6.777,"N/A","N/A","N/A",-0.239,146,0.003684,"0.27300000000000002","-0.622"
5767,"ILMN_1727938","ZNF764","zinc finger protein 764 (ZNF764), mRNA.","Chr16: 30.472886",6.788,"N/A","N/A","N/A",-0.239,146,0.003686,"--","--"
5768,"ILMN_1808970","MORC1","MORC family CW-type zinc finger 1 (MORC1), mRNA.","Chr3: 110.160011",6.816,"N/A","N/A","N/A",-0.239,146,0.003691,"0.29599999999999999","0.24199999999999999"
5769,"ILMN_1720041","MAGEC1","melanoma antigen family C, 1 (MAGEC1), mRNA.","ChrX: 140.824329",6.731,"N/A","N/A","N/A",-0.239,146,0.003692,"--","--"
5770,"ILMN_1760563","BAT2","HLA-B associated transcript 2 (BAT2), transcript variant 2, mRNA.","Chr6: 31.713066",9.666,"N/A","N/A","N/A",-0.239,146,0.003692,"0.17199999999999999","-0.54500000000000004"
5771,"ILMN_1651767","MKL1","megakaryoblastic leukemia (translocation) 1 (MKL1), mRNA.","Chr22: 39.136550",7.416,"N/A","N/A","N/A",-0.239,146,0.003694,"0.32300000000000001","-0.32800000000000001"
5772,"ILMN_1718420","LCE1D","late cornified envelope 1D (LCE1D), mRNA.","Chr1: 151.037114",6.844,"N/A","N/A","N/A",-0.239,146,0.003695,"--","-0.08"
5773,"ILMN_1797428","FCRL3","Fc receptor-like 3 (FCRL3), mRNA.","Chr1: 155.914666",6.813,"N/A","N/A","N/A",-0.239,146,0.003697,"--","--"
5774,"ILMN_1731688","KLB","klotho beta (KLB), mRNA.","Chr4: 39.126454",6.906,"N/A","N/A","N/A",-0.239,146,0.003701,"0.313","0.40600000000000003"
5775,"ILMN_1653143","ECD","ecdysoneless homolog (Drosophila) (ECD), mRNA.","Chr10: 74.584065",7.719,"N/A","N/A","N/A",0.239,146,0.003706,"0.19900000000000001","-0.26500000000000001"
5776,"ILMN_1679195","C20ORF24","chromosome 20 open reading frame 24 (C20orf24), transcript variant 2, mRNA.","Chr20: 34.673974",12.858,"N/A","N/A","N/A",0.239,146,0.003706,"--","--"
5777,"ILMN_1722095","GSTCD","glutathione S-transferase, C-terminal domain containing (GSTCD), transcript variant 2, mRNA.","Chr4: 106.963953",7.182,"N/A","N/A","N/A",-0.239,146,0.003707,"--","-0.63300000000000001"
5778,"ILMN_1694147","PUS3","pseudouridylate synthase 3 (PUS3), mRNA.","Chr11: 125.269053",8.091,"N/A","N/A","N/A",-0.239,146,0.003708,"0.39900000000000002","-0.16500000000000001"
5779,"ILMN_1768120","C3ORF48","chromosome 3 open reading frame 48 (C3orf48), mRNA.","ChrUn: 1.000000",6.799,"N/A","N/A","N/A",-0.239,146,0.003712,"--","--"
5780,"ILMN_1718610","ARHGAP17","Rho GTPase activating protein 17 (ARHGAP17), transcript variant 1, mRNA.","Chr16: 24.838354",9.637,"N/A","N/A","N/A",0.239,146,0.003713,"0.217","0.16700000000000001"
5781,"ILMN_1772702","SFRS2B","splicing factor, arginine/serine-rich 2B (SFRS2B), mRNA.","ChrUn: 1.000000",10.283,"N/A","N/A","N/A",0.239,146,0.003715,"--","--"
5782,"ILMN_1744693","FGF2","fibroblast growth factor 2 (basic) (FGF2), mRNA.","Chr4: 124.037099",6.792,"N/A","N/A","N/A",0.239,146,0.003716,"0.309","0.26900000000000002"
5783,"ILMN_1800776","BMP1","bone morphogenetic protein 1 (BMP1), transcript variant BMP1-4, mRNA.","Chr8: 22.105733",6.757,"N/A","N/A","N/A",-0.239,146,0.003716,"0.39800000000000002","0.432"
5784,"ILMN_1741021","CH25H","cholesterol 25-hydroxylase (CH25H), mRNA.","ChrUn: 1.000000",7.115,"N/A","N/A","N/A",0.239,146,0.003717,"0.38500000000000001","0.19"
5785,"ILMN_1658623","MAGEC3","melanoma antigen family C, 3 (MAGEC3), transcript variant 2, mRNA.","ChrX: 140.812095",6.705,"N/A","N/A","N/A",-0.239,146,0.00372,"--","--"
5786,"ILMN_1808663","BLOC1S3","biogenesis of lysosome-related organelles complex-1, subunit 3 (BLOC1S3), mRNA.","ChrUn: 1.000000",6.741,"N/A","N/A","N/A",-0.239,146,0.003721,"0.40699999999999997","0.20899999999999999"
5787,"ILMN_1726189","NYD-SP21","MS4A13 protein (NYD-SP21), transcript variant 1, mRNA.","ChrUn: 1.000000",7.029,"N/A","N/A","N/A",-0.239,146,0.003722,"0.29499999999999998","--"
5788,"ILMN_1700147","VPREB3","pre-B lymphocyte gene 3 (VPREB3), mRNA.","Chr22: 22.425107",7.026,"N/A","N/A","N/A",-0.239,146,0.003727,"--","-0.108"
5789,"ILMN_1701434","RAP1B","RAP1B, member of RAS oncogene family (RAP1B), transcript variant 2, mRNA.","Chr12: 67.340540",7.296,"N/A","N/A","N/A",-0.239,146,0.003727,"0.40500000000000003","0.22800000000000001"
5790,"ILMN_1804980","CAV3","caveolin 3 (CAV3), transcript variant 2, mRNA.","Chr3: 8.763199",6.835,"N/A","N/A","N/A",-0.239,146,0.003729,"0.36899999999999999","0.11600000000000001"
5791,"ILMN_1746755","ST8SIA6","ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 6 (ST8SIA6), mRNA.","Chr10: 17.403107",6.789,"N/A","N/A","N/A",-0.239,146,0.003732,"--","0.112"
5792,"ILMN_1725791","PTPLA","protein tyrosine phosphatase-like (proline instead of catalytic arginine), member A (PTPLA), mRNA.","Chr10: 17.681355",8.109,"N/A","N/A","N/A",0.239,146,0.003733,"0.25700000000000001","8.0000000000000002E-3"
5793,"ILMN_1704358","ZNF138","zinc finger protein 138 (ZNF138), mRNA.","Chr7: 63.930298",6.837,"N/A","N/A","N/A",-0.239,146,0.003741,"--","--"
5794,"ILMN_1764362","LYAR","hypothetical protein FLJ20425 (LYAR), mRNA.","Chr4: 4.321240",7.514,"N/A","N/A","N/A",0.239,146,0.003742,"0.33600000000000002","-0.66200000000000003"
5795,"ILMN_1763883","KRTAP19-3","keratin associated protein 19-3 (KRTAP19-3), mRNA.","Chr21: 30.785812",6.732,"N/A","N/A","N/A",-0.238,146,0.003744,"--","--"
5796,"ILMN_1673376","TBCD","tubulin folding cofactor D (TBCD), mRNA.","ChrUn: 1.000000",7.459,"N/A","N/A","N/A",-0.238,146,0.003751,"--","1.9E-2"
5797,"ILMN_1748957","INSL5","insulin-like 5 (INSL5), mRNA.","Chr1: 67.036376",6.763,"N/A","N/A","N/A",-0.238,146,0.003754,"0.41699999999999998","-0.41699999999999998"
5798,"ILMN_1806655","ARHGAP6","Rho GTPase activating protein 6 (ARHGAP6), transcript variant 3, mRNA.","ChrX: 11.072135",6.831,"N/A","N/A","N/A",-0.238,146,0.003755,"0.35599999999999998","0.10100000000000001"
5799,"ILMN_1727309","FAM82C","family with sequence similarity 82, member C (FAM82C), mRNA.","Chr15: 38.815706",12.118,"N/A","N/A","N/A",0.238,146,0.003759,"0.375","--"
5800,"ILMN_1735224","INPP5A","inositol polyphosphate-5-phosphatase, 40kDa (INPP5A), mRNA.","Chr10: 134.446720",15.107,"N/A","N/A","N/A",-0.238,146,0.003765,"--","0.08"
5801,"ILMN_1806758","C9ORF85","chromosome 9 open reading frame 85 (C9orf85), mRNA.","Chr9: 73.751757",6.863,"N/A","N/A","N/A",0.238,146,0.003766,"--","--"
5802,"ILMN_1727644","PRMT3","protein arginine methyltransferase 3 (PRMT3), mRNA.","Chr11: 20.486578",7.379,"N/A","N/A","N/A",0.238,146,0.003768,"0.39300000000000002","0.12"
5803,"ILMN_1703427","SON","SON DNA binding protein (SON), transcript variant b, mRNA.","Chr21: 33.851382",8.102,"N/A","N/A","N/A",0.238,146,0.00377,"--","-0.498"
5804,"ILMN_1682491","PRDM15","PR domain containing 15 (PRDM15), mRNA.","Chr21: 42.094694",6.934,"N/A","N/A","N/A",-0.238,146,0.003773,"--","-0.23"
5805,"ILMN_1775738","LIG3","ligase III, DNA, ATP-dependent (LIG3), nuclear gene encoding mitochondrial protein, transcript variant beta, mRNA.","Chr17: 30.353164",6.866,"N/A","N/A","N/A",0.238,146,0.00378,"0.34300000000000003","-0.27600000000000002"
5806,"ILMN_1720241","TRIP12","thyroid hormone receptor interactor 12 (TRIP12), mRNA.","Chr2: 230.340521",8.389,"N/A","N/A","N/A",0.238,146,0.003781,"--","-0.497"
5807,"ILMN_1727511","FLJ25770","hypothetical protein FLJ25770 (FLJ25770), mRNA.","Chr4: 77.466192",6.704,"N/A","N/A","N/A",-0.238,146,0.003783,"--","--"
5808,"ILMN_1677932","LEREPO4","likely ortholog of mouse immediate early response, erythropoietin 4 (LEREPO4), mRNA.","Chr2: 187.081706",6.753,"N/A","N/A","N/A",-0.238,146,0.003785,"--","--"
5809,"ILMN_1698756","B3GALT5","UDP-Gal:betaGlcNAc beta 1,3-galactosyltransferase, polypeptide 5 (B3GALT5), transcript variant 5, mRNA.","Chr21: 39.954012",6.794,"N/A","N/A","N/A",-0.238,146,0.003785,"0.38","-6.6000000000000003E-2"
5810,"ILMN_1737517","RPL29","ribosomal protein L29 (RPL29), mRNA.","Chr3: 52.004948",6.887,"N/A","N/A","N/A",0.238,146,0.003786,"0.46800000000000003","-5.6000000000000001E-2"
5811,"ILMN_1684699","ELF5","E74-like factor 5 (ets domain transcription factor) (ELF5), transcript variant 2, mRNA.","Chr11: 34.483876",6.725,"N/A","N/A","N/A",-0.238,146,0.003789,"0.371","-0.1"
5812,"ILMN_1715718","ZNF784","zinc finger protein 784 (ZNF784), mRNA.","Chr19: 60.823976",7.058,"N/A","N/A","N/A",-0.238,146,0.003792,"--","--"
5813,"ILMN_1714176","LOC283487","hypothetical protein LOC283487 (LOC283487), mRNA.","Chr13: 110.314491",6.692,"N/A","N/A","N/A",-0.238,146,0.003792,"--","--"
5814,"ILMN_1750086","ST3GAL4","ST3 beta-galactoside alpha-2,3-sialyltransferase 4 (ST3GAL4), mRNA.","Chr11: 125.789642",8.255,"N/A","N/A","N/A",0.238,146,0.003795,"--","2E-3"
5815,"ILMN_1794349","XYLB","xylulokinase homolog (H. influenzae) (XYLB), mRNA.","Chr3: 38.430795",7.009,"N/A","N/A","N/A",-0.238,146,0.003799,"--","0.57099999999999995"
5816,"ILMN_1763455","VSTM1","V-set and transmembrane domain containing 1 (VSTM1), mRNA.","Chr19: 59.236109",6.758,"N/A","N/A","N/A",-0.238,146,0.003802,"--","--"
5817,"ILMN_1740586","PLA2G2A","phospholipase A2, group IIA (platelets, synovial fluid) (PLA2G2A), mRNA.","Chr1: 20.174643",6.735,"N/A","N/A","N/A",-0.238,146,0.003804,"0.39800000000000002","4.2000000000000003E-2"
5818,"ILMN_1670096","NRBP1","nuclear receptor binding protein 1 (NRBP1), mRNA.","Chr2: 27.518360",8.135,"N/A","N/A","N/A",-0.238,146,0.003809,"0.17699999999999999","0.19600000000000001"
5819,"ILMN_1717726","FLJ43752","FLJ43752 protein (FLJ43752), mRNA.","Chr6: 33.662029",6.712,"N/A","N/A","N/A",-0.238,146,0.00381,"--","--"
5820,"ILMN_1806464","UNQ9391","tryptophan/serine protease (UNQ9391), mRNA.","ChrUn: 1.000000",6.891,"N/A","N/A","N/A",-0.238,146,0.003811,"--","--"
5821,"ILMN_1709734","BMP4","bone morphogenetic protein 4 (BMP4), transcript variant 1, mRNA.","Chr14: 53.493138",6.788,"N/A","N/A","N/A",-0.238,146,0.003812,"0.30499999999999999","0.35199999999999998"
5822,"ILMN_1743205","ABCA7","ATP-binding cassette, sub-family A (ABC1), member 7 (ABCA7), transcript variant 2, mRNA.","Chr19: 1.016127",8.289,"N/A","N/A","N/A",-0.238,146,0.003812,"0.42799999999999999","-3.7999999999999999E-2"
5823,"ILMN_1663727","MKRN2","makorin, ring finger protein, 2 (MKRN2), mRNA.","Chr3: 12.599985",10.494,"N/A","N/A","N/A",-0.238,146,0.003812,"0.252","-0.23699999999999999"
5824,"ILMN_1798488","GPR144","G protein-coupled receptor 144 (GPR144), mRNA.","Chr9: 126.271629",6.669,"N/A","N/A","N/A",-0.238,146,0.003812,"--","-0.251"
5825,"ILMN_1756501","ST6GAL1","ST6 beta-galactosamide alpha-2,6-sialyltranferase 1 (ST6GAL1), transcript variant 3, mRNA.","Chr3: 188.278587",8.016,"N/A","N/A","N/A",0.238,146,0.003819,"--","0.33400000000000002"
5826,"ILMN_1728710","ZNF816A","zinc finger protein 816A (ZNF816A), mRNA.","Chr19: 58.144505",7.544,"N/A","N/A","N/A",-0.238,146,0.003819,"--","--"
5827,"ILMN_1675097","C17ORF66","chromosome 17 open reading frame 66 (C17orf66), mRNA.","Chr17: 31.206393",6.731,"N/A","N/A","N/A",-0.238,146,0.003821,"--","--"
5828,"ILMN_1711203","C6ORF15","chromosome 6 open reading frame 15 (C6orf15), mRNA.","ChrUn: 1.000000",6.82,"N/A","N/A","N/A",-0.238,146,0.003823,"0.22500000000000001","-9.4E-2"
5829,"ILMN_1805062","OR51V1","olfactory receptor, family 51, subfamily V, member 1 (OR51V1), mRNA.","Chr11: 5.177906",6.81,"N/A","N/A","N/A",-0.238,146,0.003824,"--","--"
5830,"ILMN_1788489","HIST1H3F","histone cluster 1, H3f (HIST1H3F), mRNA.","Chr6: 26.358475",6.968,"N/A","N/A","N/A",-0.238,146,0.003826,"0.32800000000000001","-8.5999999999999993E-2"
5831,"ILMN_1699827","DNAH9","dynein, axonemal, heavy chain 9 (DNAH9), transcript variant 1, mRNA.","ChrUn: 1.000000",6.703,"N/A","N/A","N/A",-0.238,146,0.003829,"0.26100000000000001","--"
5832,"ILMN_1701487","TAOK2","TAO kinase 2 (TAOK2), transcript variant 2, mRNA.","Chr16: 29.906990",7.922,"N/A","N/A","N/A",-0.238,146,0.003836,"--","-1.7000000000000001E-2"
5833,"ILMN_1709815","PURG","purine-rich element binding protein G (PURG), transcript variant B, mRNA.","Chr8: 30.973257",8.104,"N/A","N/A","N/A",-0.238,146,0.00384,"0.25800000000000001","-0.45300000000000001"
5834,"ILMN_1803094","PDGFD","platelet derived growth factor D (PDGFD), transcript variant 2, mRNA.","Chr11: 103.283532",6.731,"N/A","N/A","N/A",-0.238,146,0.003841,"0.39700000000000002","0.36299999999999999"
5835,"ILMN_1658995","ACOT9","acyl-CoA thioesterase 9 (ACOT9), transcript variant 2, mRNA.","ChrX: 23.649941",7.402,"N/A","N/A","N/A",0.238,146,0.003842,"0.32","0.33300000000000002"
5836,"ILMN_1679694","MMP27","matrix metallopeptidase 27 (MMP27), mRNA.","Chr11: 102.068950",6.804,"N/A","N/A","N/A",-0.238,146,0.003848,"--","0.14699999999999999"
5837,"ILMN_1672767","AGBL3","ATP/GTP binding protein-like 3 (AGBL3), mRNA.","Chr7: 134.451003",6.726,"N/A","N/A","N/A",-0.238,146,0.003849,"--","-0.50800000000000001"
5838,"ILMN_1684081","NETO1","neuropilin (NRP) and tolloid (TLL)-like 1 (NETO1), transcript variant 3, mRNA.","Chr18: 68.685563",6.876,"N/A","N/A","N/A",-0.238,146,0.003854,"0.33100000000000002","-0.249"
5839,"ILMN_1770015","KRT33B","keratin 33B (KRT33B), mRNA.","Chr17: 36.773398",6.76,"N/A","N/A","N/A",-0.238,146,0.003855,"0.28100000000000003","-0.04"
5840,"ILMN_1651643","ASB11","ankyrin repeat and SOCS box-containing 11 (ASB11), transcript variant 2, mRNA.","ChrX: 15.242436",6.789,"N/A","N/A","N/A",-0.238,146,0.003855,"--","0.14199999999999999"
5841,"ILMN_1670439","FYTTD1","forty-two-three domain containing 1 (FYTTD1), transcript variant 2, mRNA.","Chr3: 198.995420",9.615,"N/A","N/A","N/A",-0.238,146,0.003857,"--","-0.40100000000000002"
5842,"ILMN_1768952","FCAR","Fc fragment of IgA, receptor for (FCAR), transcript variant 10, mRNA.","Chr19: 60.077440",6.805,"N/A","N/A","N/A",-0.238,146,0.003859,"--","--"
5843,"ILMN_1739138","OR1N1","olfactory receptor, family 1, subfamily N, member 1 (OR1N1), mRNA.","Chr9: 124.328597",6.748,"N/A","N/A","N/A",-0.238,146,0.003864,"--","--"
5844,"ILMN_1734276","TMEPAI","transmembrane, prostate androgen induced RNA (TMEPAI), transcript variant 4, mRNA.","Chr20: 55.657046",8.033,"N/A","N/A","N/A",0.238,146,0.003866,"0.28899999999999998","0.193"
5845,"ILMN_1765122","MAP3K2","mitogen-activated protein kinase kinase kinase 2 (MAP3K2), mRNA.","Chr2: 127.780308",7.953,"N/A","N/A","N/A",-0.238,146,0.003866,"0.33700000000000002","-0.218"
5846,"ILMN_1805799","CFHR3","complement factor H-related 3 (CFHR3), mRNA.","Chr1: 195.029674",6.684,"N/A","N/A","N/A",-0.238,146,0.003869,"--","--"
5847,"ILMN_1812134","C11ORF30","chromosome 11 open reading frame 30 (C11orf30), mRNA.","Chr11: 75.939915",7.113,"N/A","N/A","N/A",-0.238,146,0.00387,"0.191","--"
5848,"ILMN_1694731","CLCN7","chloride channel 7 (CLCN7), mRNA.","Chr16: 1.435358",12.967,"N/A","N/A","N/A",-0.238,146,0.003873,"0.34899999999999998","0.56200000000000006"
5849,"ILMN_1765746","SFT2D3","SFT2 domain containing 3 (SFT2D3), mRNA.","Chr2: 128.177528",6.999,"N/A","N/A","N/A",0.238,146,0.003874,"--","-1.7999999999999999E-2"
5850,"ILMN_1701881","ZNF365","zinc finger protein 365 (ZNF365), transcript variant B, mRNA.","Chr10: 63.909871",6.712,"N/A","N/A","N/A",-0.238,146,0.003874,"--","--"
5851,"ILMN_1725471","GK","glycerol kinase (GK), transcript variant 2, mRNA.","ChrX: 30.648944",6.967,"N/A","N/A","N/A",0.238,146,0.00388,"0.51800000000000002","--"
5852,"ILMN_1666972","SLC5A2","solute carrier family 5 (sodium/glucose cotransporter), member 2 (SLC5A2), mRNA.","Chr16: 31.408081",6.798,"N/A","N/A","N/A",-0.238,146,0.003883,"--","0.33"
5853,"ILMN_1777060","CTH","cystathionase (cystathionine gamma-lyase) (CTH), transcript variant 1, mRNA.","Chr1: 70.662568",6.817,"N/A","N/A","N/A",0.238,146,0.003891,"0.46600000000000003","0.65"
5854,"ILMN_1742379","IFT122","intraflagellar transport 122 homolog (Chlamydomonas) (IFT122), transcript variant 3, mRNA.","Chr3: 130.721822",9.014,"N/A","N/A","N/A",-0.237,146,0.003898,"0.29199999999999998","-0.33700000000000002"
5855,"ILMN_1774860","C8ORF53","chromosome 8 open reading frame 53 (C8orf53), mRNA.","Chr8: 117.848179",7.79,"N/A","N/A","N/A",0.237,146,0.003899,"--","--"
5856,"ILMN_1676955","TYK2","tyrosine kinase 2 (TYK2), mRNA.","Chr19: 10.322236",11.356,"N/A","N/A","N/A",-0.237,146,0.0039,"--","9.7000000000000003E-2"
5857,"ILMN_1707652","KRTAP1-5","keratin associated protein 1-5 (KRTAP1-5), mRNA.","Chr17: 36.436930",6.804,"N/A","N/A","N/A",-0.237,146,0.0039,"--","--"
5858,"ILMN_1711748","PLTP","phospholipid transfer protein (PLTP), transcript variant 1, mRNA.","Chr20: 43.971580",7.083,"N/A","N/A","N/A",0.237,146,0.003902,"0.436","0.127"
5859,"ILMN_1808905","AKAP3","A kinase (PRKA) anchor protein 3 (AKAP3), mRNA.","Chr12: 4.595204",6.883,"N/A","N/A","N/A",-0.237,146,0.003903,"0.23200000000000001","-0.56499999999999995"
5860,"ILMN_1691861","FASTK","Fas-activated serine/threonine kinase (FASTK), transcript variant 1, mRNA.","Chr7: 150.407529",7.366,"N/A","N/A","N/A",0.237,146,0.00391,"0.32100000000000001","0.112"
5861,"ILMN_1810093","TSPAN2","tetraspanin 2 (TSPAN2), mRNA.","Chr1: 115.392762",6.763,"N/A","N/A","N/A",-0.237,146,0.003912,"--","-9.7000000000000003E-2"
5862,"ILMN_1651415","DERL3","Der1-like domain family, member 3 (DERL3), transcript variant 1, mRNA.","Chr22: 22.506881",7.013,"N/A","N/A","N/A",-0.237,146,0.003912,"0.35399999999999998","-0.221"
5863,"ILMN_1655637","UPK1A","uroplakin 1A (UPK1A), mRNA.","Chr19: 40.861129",6.933,"N/A","N/A","N/A",-0.237,146,0.003915,"--","5.3999999999999999E-2"
5864,"ILMN_1723051","TEKT2","tektin 2 (testicular) (TEKT2), mRNA.","Chr1: 36.326371",6.824,"N/A","N/A","N/A",-0.237,146,0.003917,"--","--"
5865,"ILMN_1796775","RLN1","relaxin 1 (RLN1), mRNA.","Chr9: 5.325277",6.794,"N/A","N/A","N/A",-0.237,146,0.003917,"--","-8.3000000000000004E-2"
5866,"ILMN_1694472","GCK","glucokinase (hexokinase 4, maturity onset diabetes of the young 2) (GCK), transcript variant 2, mRNA.","Chr7: 44.150482",6.915,"N/A","N/A","N/A",-0.237,146,0.003917,"0.47799999999999998","0.39200000000000002"
5867,"ILMN_1693519","PRKG1","protein kinase, cGMP-dependent, type I (PRKG1), mRNA.","Chr10: 53.724567",6.969,"N/A","N/A","N/A",-0.237,146,0.003919,"0.38200000000000001","-0.13600000000000001"
5868,"ILMN_1704746","SEZ6L2","seizure related 6 homolog (mouse)-like 2 (SEZ6L2), transcript variant 2, mRNA.","Chr16: 29.818024",8.485,"N/A","N/A","N/A",-0.237,146,0.003926,"0.44800000000000001","-0.17299999999999999"
5869,"ILMN_1718001","PHKB","phosphorylase kinase, beta (PHKB), transcript variant 1, mRNA.","Chr16: 46.291238",6.789,"N/A","N/A","N/A",-0.237,146,0.00393,"0.246","0.16200000000000001"
5870,"ILMN_1684873","ARSD","arylsulfatase D (ARSD), transcript variant 1, mRNA.","ChrX: 2.832230",7.825,"N/A","N/A","N/A",0.237,146,0.003935,"--","--"
5871,"ILMN_1669370","RFX4","regulatory factor X, 4 (influences HLA class II expression) (RFX4), transcript variant 1, mRNA.","Chr12: 105.602715",6.796,"N/A","N/A","N/A",-0.237,146,0.003936,"0.44800000000000001","-0.34499999999999997"
5872,"ILMN_1740240","PC","pyruvate carboxylase (PC), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","ChrUn: 1.000000",6.933,"N/A","N/A","N/A",-0.237,146,0.003939,"0.38300000000000001","--"
