"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"3129",3129,"ILMN_1709162","SHCBP1","SHC SH2-domain binding protein 1 (SHCBP1), mRNA.","Chr16: 45.172541",6.764,"N/A","N/A","N/A",-0.29,146,0.0003893,"--","-0.60699999999999998","16",45.172541,"-1","79801"
"3130",3130,"ILMN_1770579","ATG16L1","ATG16 autophagy related 16-like 1 (S. cerevisiae) (ATG16L1), transcript variant 1, mRNA.","ChrUn: 1.000000",9.035,"N/A","N/A","N/A",-0.29,146,0.0003894,"0.35899999999999999","0.436","2",233.21,"-1","55054"
"3131",3131,"ILMN_1715977","GRM6","glutamate receptor, metabotropic 6 (GRM6), mRNA.","ChrUn: 1.000000",6.766,"N/A","N/A","N/A",-0.29,146,0.0003894,"0.437","-0.27200000000000002","5",178.978,"-1","2916"
"3132",3132,"ILMN_1770293","KLF5","Kruppel-like factor 5 (intestinal) (KLF5), mRNA.","Chr13: 72.549482",6.711,"N/A","N/A","N/A",-0.29,146,0.0003896,"0.38200000000000001","-0.33900000000000002","13",72.549482,"-1","688"
"3133",3133,"ILMN_1745447","HIVEP2","human immunodeficiency virus type I enhancer binding protein 2 (HIVEP2), mRNA.","ChrUn: 1.000000",8.094,"N/A","N/A","N/A",-0.29,146,0.0003899,"0.48299999999999998","4.8000000000000001E-2","6",142.751,"-1","3097"
"3134",3134,"ILMN_1681612","DMBT1","deleted in malignant brain tumors 1 (DMBT1), transcript variant 1, mRNA.","Chr10: 124.356671",6.719,"N/A","N/A","N/A",-0.29,146,0.0003907,"--","2.7E-2","10",124.356671,"-1","1755"
"3135",3135,"ILMN_1673529","PHYKPL","alanine-glyoxylate aminotransferase 2-like 2 (AGXT2L2), mRNA.","Chr5: 177.568514",7.308,"N/A","N/A","N/A",0.29,146,0.0003908,"--","0.52500000000000002","5",177.568514,"1","85007"
"3136",3136,"ILMN_1741491","ZNHIT1","zinc finger, HIT type 1 (ZNHIT1), mRNA.","Chr7: 100.653827",10.886,"N/A","N/A","N/A",0.29,146,0.0003914,"--","-0.157","7",100.653827,"1","10467"
"3137",3137,"ILMN_1796146","EIF4E3","eukaryotic translation initiation factor 4E family member 3 (EIF4E3), mRNA.","Chr3: 71.815183",8.056,"N/A","N/A","N/A",0.29,146,0.0003921,"0.26200000000000001","0.20599999999999999","3",71.815183,"1","317649"
"3139",3139,"ILMN_1714170","SPSB1","splA/ryanodine receptor domain and SOCS box containing 1 (SPSB1), mRNA.","Chr1: 9.351943",6.995,"N/A","N/A","N/A",0.29,146,0.0003934,"--","-3.9E-2","1",9.351943,"1","80176"
"3141",3141,"ILMN_1723922","HID1","chromosome 17 open reading frame 28 (C17orf28), mRNA.","Chr17: 70.458667",7.982,"N/A","N/A","N/A",-0.289,146,0.000394,"--","--","17",70.458667,"-1","283987"
"3142",3142,"ILMN_1775093","SHOX","short stature homeobox (SHOX), transcript variant SHOXb, mRNA.","ChrX: 0.540070",6.777,"N/A","N/A","N/A",-0.289,146,0.0003943,"--","--","X",0.54007,"-1","6473"
"3144",3144,"ILMN_1666933","ASH2L","ash2 (absent, small, or homeotic)-like (Drosophila) (ASH2L), mRNA.","Chr8: 38.115949",10.741,"N/A","N/A","N/A",0.289,146,0.0003955,"0.21299999999999999","-0.66700000000000004","8",38.115949,"1","9070"
"3145",3145,"ILMN_1689162","ACTR8","ARP8 actin-related protein 8 homolog (yeast) (ACTR8), mRNA.","Chr3: 53.876521",7.536,"N/A","N/A","N/A",0.289,146,0.0003963,"0.34599999999999997","-0.20499999999999999","3",53.876521,"1","93973"
"3146",3146,"ILMN_1774062","SLC25A5","solute carrier family 25 (mitochondrial carrier; adenine nucleotide translocator), member 5 (SLC25A5), mRNA.","ChrX: 118.488963",16.386,"N/A","N/A","N/A",0.289,146,0.0003968,"--","0.45800000000000002","X",118.488963,"1","292"
"3147",3147,"ILMN_1727672","HK1","hexokinase 1 (HK1), nuclear gene encoding mitochondrial protein, transcript variant 1, mRNA.","Chr10: 70.831441",16.293,"N/A","N/A","N/A",-0.289,146,0.000397,"0.495","-0.65900000000000003","10",70.831441,"-1","3098"
"3148",3148,"ILMN_1774238","R3HDML","R3H domain containing-like (R3HDML), mRNA.","Chr20: 42.412875",6.811,"N/A","N/A","N/A",-0.289,146,0.0003972,"--","--","20",42.412875,"-1","140902"
"3149",3149,"ILMN_1748166","COL11A2","collagen, type XI, alpha 2 (COL11A2), transcript variant 1, mRNA.","ChrUn: 1.000000",6.87,"N/A","N/A","N/A",-0.289,146,0.0003975,"0.374","0.28799999999999998","6",33.084,"-1","1302"
"3150",3150,"ILMN_1756022","HIST1H2AM","histone cluster 1, H2am (HIST1H2AM), mRNA.","Chr6: 27.968809",6.839,"N/A","N/A","N/A",-0.289,146,0.0003977,"--","--","6",27.968809,"-1","8336"
"3151",3151,"ILMN_1731858","TUBG1","tubulin, gamma 1 (TUBG1), mRNA.","Chr17: 38.017636",7.151,"N/A","N/A","N/A",0.289,146,0.0003978,"--","9.1999999999999998E-2","17",38.017636,"1","7283"
"3152",3152,"ILMN_1815908","GYPE","glycophorin E (GYPE), transcript variant 2, mRNA.","Chr4: 145.011980",6.819,"N/A","N/A","N/A",-0.289,146,0.0004002,"--","--","4",145.01198,"-1","2996"
"3153",3153,"ILMN_1768783","ATP11A","ATPase, Class VI, type 11A (ATP11A), transcript variant 2, mRNA.","Chr13: 112.584137",6.78,"N/A","N/A","N/A",-0.289,146,0.0004006,"0.374","-0.54700000000000004","13",112.584137,"-1","23250"
"3154",3154,"ILMN_1758798","LOC728734","similar to kidney-specific protein (KS), transcript variant 2 (LOC728734), mRNA.","Chr16: 28.575455",16.052,"N/A","N/A","N/A",-0.289,146,0.0004015,"--","--","16",28.575455,"-1","100507607"
"3156",3156,"ILMN_1753685","LOC389458","hypothetical gene supported by BC031661 (LOC389458), mRNA.","Chr7: 5.079139",6.863,"N/A","N/A","N/A",-0.289,146,0.0004018,"--","--","7",5.079139,"-1","389458"
"3155",3155,"ILMN_1760509","EOMES","eomesodermin homolog (Xenopus laevis) (EOMES), mRNA.","Chr3: 27.732933",12.336,"N/A","N/A","N/A",-0.289,146,0.0004018,"0.38300000000000001","-1.7000000000000001E-2","3",27.732933,"-1","8320"
"3157",3157,"ILMN_1685898","SRC","v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian) (SRC), transcript variant 2, mRNA.","Chr20: 35.408006",6.828,"N/A","N/A","N/A",-0.289,146,0.000402,"--","-0.186","20",35.408006,"-1","6714"
"3158",3158,"ILMN_1748530","LRRC2","leucine rich repeat containing 2 (LRRC2), mRNA.","Chr3: 46.538069",6.771,"N/A","N/A","N/A",-0.289,146,0.0004029,"--","3.4000000000000002E-2","3",46.538069,"-1","79442"
"3159",3159,"ILMN_1751444","NCAPG","non-SMC condensin I complex, subunit G (NCAPG), mRNA.","Chr4: 17.453041",6.787,"N/A","N/A","N/A",-0.289,146,0.0004031,"--","-0.38500000000000001","4",17.453041,"-1","64151"
"3160",3160,"ILMN_1667264","AQP6","aquaporin 6, kidney specific (AQP6), transcript variant 2, mRNA.","Chr12: 48.655396",6.799,"N/A","N/A","N/A",-0.289,146,0.0004037,"0.29199999999999998","0.38900000000000001","12",48.655396,"-1","363"
"3161",3161,"ILMN_1742953","SSX8","synovial sarcoma, X breakpoint 8 (SSX8), mRNA.","ChrX: 52.678570",6.885,"N/A","N/A","N/A",-0.289,146,0.0004045,"--","--","X",52.67857,"-1","280659"
"3164",3164,"ILMN_1688317","ZNF160","zinc finger protein 160 (ZNF160), transcript variant 2, mRNA.","Chr19: 58.286486",6.817,"N/A","N/A","N/A",-0.289,146,0.0004064,"--","--","19",58.286486,"-1","90338"
"3168",3168,"ILMN_1656420","CLUHP3","hypothetical protein MGC3020 (MGC3020), mRNA.","Chr16: 31.625980",9.625,"N/A","N/A","N/A",-0.289,146,0.0004085,"--","--","16",31.62598,"-1","100132341"
"3169",3169,"ILMN_1796746","NHLRC1","NHL repeat containing 1 (NHLRC1), mRNA.","Chr6: 18.229097",6.786,"N/A","N/A","N/A",-0.289,146,0.0004095,"0.43099999999999999","0.23599999999999999","6",18.229097,"-1","378884"
"3170",3170,"ILMN_1786413","NR3C1","nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor) (NR3C1), transcript variant 1, mRNA.","Chr5: 142.794396",6.859,"N/A","N/A","N/A",-0.289,146,0.0004105,"0.38300000000000001","0.24399999999999999","5",142.794396,"-1","2908"
"3171",3171,"ILMN_1672737","OCM","oncomodulin (OCM), mRNA.","Chr7: 97.452126",7.013,"N/A","N/A","N/A",-0.289,146,0.0004112,"0.37","8.9999999999999993E-3","7",97.452126,"-1","4951"
"3172",3172,"ILMN_1725246","COG8","component of oligomeric golgi complex 8 (COG8), mRNA.","Chr16: 67.922381",6.947,"N/A","N/A","N/A",0.289,146,0.0004114,"--","-0.06","16",67.922381,"1","84342"
"3174",3174,"ILMN_1740045","ESR2","estrogen receptor 2 (ER beta) (ESR2), mRNA.","Chr14: 63.771485",6.916,"N/A","N/A","N/A",-0.289,146,0.0004122,"0.39200000000000002","-4.2999999999999997E-2","14",63.771485,"-1","2100"
"3175",3175,"ILMN_1652920","AIP","aryl hydrocarbon receptor interacting protein (AIP), mRNA.","Chr11: 67.014477",10.767,"N/A","N/A","N/A",0.289,146,0.0004124,"0.35799999999999998","0.218","11",67.014477,"1","9049"
"3177",3177,"ILMN_1788769","MAS1","MAS1 oncogene (MAS1), mRNA.","Chr6: 160.248752",6.778,"N/A","N/A","N/A",-0.288,146,0.0004144,"0.58599999999999997","-0.38500000000000001","6",160.248752,"-1","4142"
"3180",3180,"ILMN_1702361","MMP16","matrix metallopeptidase 16 (membrane-inserted) (MMP16), transcript variant 2, mRNA.","Chr8: 89.150741",6.932,"N/A","N/A","N/A",-0.288,146,0.0004154,"0.28899999999999998","-0.187","8",89.150741,"-1","4325"
"3181",3181,"ILMN_1651254","LPP","LIM domain containing preferred translocation partner in lipoma (LPP), mRNA.","Chr3: 190.079051",11.394,"N/A","N/A","N/A",-0.288,146,0.0004162,"0.32300000000000001","0.40600000000000003","3",190.079051,"-1","4026"
"3182",3182,"ILMN_1788108","BMP6","bone morphogenetic protein 6 (BMP6), mRNA.","ChrUn: 1.000000",8.565,"N/A","N/A","N/A",0.288,146,0.0004174,"0.42499999999999999","0.27200000000000002","6",7.727,"1","654"
"3183",3183,"ILMN_1685616","EFNA5","ephrin-A5 (EFNA5), mRNA.","Chr5: 106.744492",6.784,"N/A","N/A","N/A",-0.288,146,0.0004176,"0.32200000000000001","0.25600000000000001","5",106.744492,"-1","1946"
"3184",3184,"ILMN_1750153","OR52A1","olfactory receptor, family 52, subfamily A, member 1 (OR52A1), mRNA.","ChrUn: 1.000000",6.819,"N/A","N/A","N/A",-0.288,146,0.000418,"--","--","11",5.143,"-1","23538"
"3187",3187,"ILMN_1653432","HNRNPDL","heterogeneous nuclear ribonucleoprotein D-like (HNRPDL), transcript variant 3, transcribed RNA.","ChrUn: 1.000000",12.447,"N/A","N/A","N/A",0.288,146,0.0004185,"0.31900000000000001","2.5000000000000001E-2","4",82.423,"1","9987"
"3186",3186,"ILMN_1758829","JPH4","junctophilin 4 (JPH4), mRNA.","Chr14: 23.107293",9.969,"N/A","N/A","N/A",-0.288,146,0.0004185,"0.32900000000000001","-0.32100000000000001","14",23.107293,"-1","84502"
"3185",3185,"ILMN_1657962","KRTAP1.1","keratin associated protein 1-1 (KRTAP1-1), mRNA.","Chr17: 36.451092",6.736,"N/A","N/A","N/A",-0.288,146,0.0004185,"--","--","17",36.451092,"-1","81851"
"3188",3188,"ILMN_1742798","TRA2B","splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila) (SFRS10), mRNA.","Chr3: 187.117247",11.07,"N/A","N/A","N/A",-0.288,146,0.0004197,"--","-0.42099999999999999","3",187.117247,"-1","6434"
"3189",3189,"ILMN_1772835","COL25A1","collagen, type XXV, alpha 1 (COL25A1), transcript variant 1, mRNA.","Chr4: 109.964807",6.844,"N/A","N/A","N/A",-0.288,146,0.00042,"0.27","-4.2999999999999997E-2","4",109.964807,"-1","84570"
"3190",3190,"ILMN_1699472","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3 (ST3GAL3), transcript variant 6, mRNA.","Chr1: 44.169322",8.688,"N/A","N/A","N/A",-0.288,146,0.0004204,"--","0.69399999999999995","1",44.169322,"-1","6487"
"3191",3191,"ILMN_1677197","RARA","retinoic acid receptor, alpha (RARA), transcript variant 1, mRNA.","Chr17: 35.718975",6.809,"N/A","N/A","N/A",-0.288,146,0.0004209,"0.28699999999999998","0.123","17",35.718975,"-1","5914"
"3193",3193,"ILMN_1800626","SESN1","sestrin 1 (SESN1), mRNA.","Chr6: 109.414622",10.33,"N/A","N/A","N/A",-0.288,146,0.0004216,"0.318","8.0000000000000002E-3","6",109.414622,"-1","27244"
"3194",3194,"ILMN_1802867","RNASE3","ribonuclease, RNase A family, 3 (eosinophil cationic protein) (RNASE3), mRNA.","Chr14: 20.430090",6.84,"N/A","N/A","N/A",-0.288,146,0.0004216,"--","--","14",20.43009,"-1","6037"
"3195",3195,"ILMN_1670923","LOC401565","similar to 4931415M17 protein (LOC401565), mRNA.","Chr9: 139.258456",6.764,"N/A","N/A","N/A",-0.288,146,0.000422,"--","--","9",139.258456,"-1","401565"
"3196",3196,"ILMN_1715120","DBI","diazepam binding inhibitor (GABA receptor modulator, acyl-Coenzyme A binding protein) (DBI), transcript variant 1, mRNA.","ChrUn: 1.000000",16.031,"N/A","N/A","N/A",0.288,146,0.0004233,"0.54200000000000004","0.72599999999999998","2",119.367,"1","1622"
"3197",3197,"ILMN_1658635","CLGN","calmegin (CLGN), mRNA.","Chr4: 141.529755",6.822,"N/A","N/A","N/A",-0.288,146,0.0004239,"0.29899999999999999","-0.61599999999999999","4",141.529755,"-1","1047"
"3198",3198,"ILMN_1771348","SDHAF3","ACN9 homolog (S. cerevisiae) (ACN9), mRNA.","Chr7: 96.585043",7.413,"N/A","N/A","N/A",0.288,146,0.0004249,"0.36899999999999999","0.376","7",96.585043,"1","57001"
"3199",3199,"ILMN_1667154","SPRR2F","small proline-rich protein 2F (SPRR2F), mRNA.","Chr1: 151.351476",6.871,"N/A","N/A","N/A",-0.288,146,0.0004251,"--","-0.13200000000000001","1",151.351476,"-1","6705"
"3201",3201,"ILMN_1679958","TBX6","T-box 6 (TBX6), transcript variant 2, mRNA.","Chr16: 30.007780",6.855,"N/A","N/A","N/A",-0.288,146,0.0004259,"--","-0.11700000000000001","16",30.00778,"-1","6911"
"3200",3200,"ILMN_1722537","FLJ40504","hypothetical protein FLJ40504 (FLJ40504), mRNA.","Chr17: 23.627690",6.708,"N/A","N/A","N/A",-0.288,146,0.0004259,"--","--","17",23.62769,"-1","284085"
"3202",3202,"ILMN_1765061","OXER1","oxoeicosanoid (OXE) receptor 1 (OXER1), mRNA.","ChrUn: 1.000000",6.853,"N/A","N/A","N/A",-0.288,146,0.0004269,"--","--","2",42.762,"-1","165140"
"3203",3203,"ILMN_1653324","IL22RA2","interleukin 22 receptor, alpha 2 (IL22RA2), transcript variant 1, mRNA.","Chr6: 137.507559",6.797,"N/A","N/A","N/A",-0.288,146,0.0004272,"0.36399999999999999","0.33500000000000002","6",137.507559,"-1","116379"
"3204",3204,"ILMN_1747854","GOLGA8EP","golgi autoantigen, golgin subfamily a, 8E (GOLGA8E), mRNA.","Chr15: 20.994956",6.828,"N/A","N/A","N/A",-0.288,146,0.0004275,"--","--","15",20.994956,"-1","390535"
"3205",3205,"ILMN_1737236","COX5B","cytochrome c oxidase subunit Vb (COX5B), mRNA.","Chr2: 97.629995",16.606,"N/A","N/A","N/A",0.288,146,0.0004279,"0.34899999999999998","0.48","2",97.629995,"1","1329"
"3206",3206,"ILMN_1756721","FSCB","chromosome 14 open reading frame 155 (C14orf155), mRNA.","Chr14: 44.043692",6.901,"N/A","N/A","N/A",-0.288,146,0.000428,"0.217","--","14",44.043692,"-1","84075"
"3207",3207,"ILMN_1808781","PHF12","PHD finger protein 12 (PHF12), transcript variant 2, mRNA.","Chr17: 24.263625",6.878,"N/A","N/A","N/A",-0.288,146,0.000429,"0.14699999999999999","-0.125","17",24.263625,"-1","57649"
"3208",3208,"ILMN_1728937","CXCR4","chemokine (C-X-C motif) receptor 4 (CXCR4), transcript variant 2, mRNA.","Chr2: 136.588662",7.76,"N/A","N/A","N/A",0.288,146,0.0004313,"0.30399999999999999","-0.122","2",136.588662,"1","7852"
"3209",3209,"ILMN_1756165","BRS3","bombesin-like receptor 3 (BRS3), mRNA.","ChrX: 135.402058",6.756,"N/A","N/A","N/A",-0.288,146,0.0004315,"0.54700000000000004","0.223","X",135.402058,"-1","680"
"3211",3211,"ILMN_1741942","STX16","syntaxin 16 (STX16), transcript variant 2, mRNA.","Chr20: 56.687635",13.597,"N/A","N/A","N/A",0.288,146,0.0004319,"--","-0.19500000000000001","20",56.687635,"1","8675"
"3213",3213,"ILMN_1652461","PARD3B","par-3 partitioning defective 3 homolog B (C. elegans) (PARD3B), transcript variant b, mRNA.","ChrUn: 1.000000",6.883,"N/A","N/A","N/A",-0.287,146,0.0004355,"0.27300000000000002","0.56999999999999995","2",204.546,"-1","117583"
"3215",3215,"ILMN_1690708","SPTBN1","spectrin, beta, non-erythrocytic 1 (SPTBN1), transcript variant 2, mRNA.","Chr2: 54.738575",8.739,"N/A","N/A","N/A",0.287,146,0.0004361,"--","--","2",54.738575,"1","6711"
"3214",3214,"ILMN_1807969","SNCAIP","synuclein, alpha interacting protein (synphilin) (SNCAIP), mRNA.","Chr5: 121.827524",10.057,"N/A","N/A","N/A",-0.287,146,0.0004361,"--","-0.60899999999999999","5",121.827524,"-1","9627"
"3216",3216,"ILMN_1711758","FOXR2","forkhead box R2 (FOXR2), mRNA.","ChrX: 55.668316",6.746,"N/A","N/A","N/A",-0.287,146,0.0004367,"0.214","--","X",55.668316,"-1","139628"
"3217",3217,"ILMN_1692342","CDC42BPG","CDC42 binding protein kinase gamma (DMPK-like) (CDC42BPG), mRNA.","Chr11: 64.351209",6.808,"N/A","N/A","N/A",-0.287,146,0.0004367,"0.28899999999999998","0.1","11",64.351209,"-1","55561"
"3218",3218,"ILMN_1800447","PHKB","phosphorylase kinase, beta (PHKB), transcript variant 2, mRNA.","Chr16: 46.290898",9.3,"N/A","N/A","N/A",0.287,146,0.0004371,"0.246","0.16200000000000001","16",46.290898,"1","5257"
"3219",3219,"ILMN_1793033","RBM28","RNA binding motif protein 28 (RBM28), mRNA.","Chr7: 127.738013",7.073,"N/A","N/A","N/A",0.287,146,0.0004373,"--","0.20799999999999999","7",127.738013,"1","55131"
"3220",3220,"ILMN_1749902","ABCB5","ATP-binding cassette, sub-family B (MDR/TAP), member 5 (ABCB5), mRNA.","Chr7: 20.759621",6.734,"N/A","N/A","N/A",-0.287,146,0.0004377,"0.27800000000000002","0.21299999999999999","7",20.759621,"-1","340273"
"3221",3221,"ILMN_1730355","FGFR4","fibroblast growth factor receptor 4 (FGFR4), transcript variant 1, mRNA.","Chr5: 176.457351",6.872,"N/A","N/A","N/A",-0.287,146,0.0004377,"0.39300000000000002","0.58399999999999996","5",176.457351,"-1","2264"
"3222",3222,"ILMN_1813528","CCBE1","collagen and calcium binding EGF domains 1 (CCBE1), mRNA.","Chr18: 55.252679",6.773,"N/A","N/A","N/A",-0.287,146,0.0004379,"0.27600000000000002","6.5000000000000002E-2","18",55.252679,"-1","147372"
"3223",3223,"ILMN_1795442","LAMA4","laminin, alpha 4 (LAMA4), mRNA.","Chr6: 112.537392",7.439,"N/A","N/A","N/A",0.287,146,0.0004384,"0.373","0.28999999999999998","6",112.537392,"1","3910"
"3224",3224,"ILMN_1685115","HEXIM1","hexamethylene bis-acetamide inducible 1 (HEXIM1), mRNA.","Chr17: 40.584960",7.204,"N/A","N/A","N/A",-0.287,146,0.0004386,"0.44700000000000001","--","17",40.58496,"-1","10614"
"3226",3226,"ILMN_1734153","GDI1","GDP dissociation inhibitor 1 (GDI1), mRNA.","ChrX: 153.324835",12.951,"N/A","N/A","N/A",-0.287,146,0.0004388,"0.57999999999999996","0.30299999999999999","X",153.324835,"-1","2664"
"3225",3225,"ILMN_1721333","AURKC","aurora kinase C (AURKC), transcript variant 3, mRNA.","Chr19: 62.438473",6.834,"N/A","N/A","N/A",-0.287,146,0.0004388,"--","-0.54600000000000004","19",62.438473,"-1","6795"
"3228",3228,"ILMN_1762080","JMY","junction-mediating and regulatory protein (JMY), mRNA.","Chr5: 78.647832",7.171,"N/A","N/A","N/A",-0.287,146,0.0004398,"0.27400000000000002","0.216","5",78.647832,"-1","133746"
"3229",3229,"ILMN_1709194","GPR155","G protein-coupled receptor 155 (GPR155), transcript variant 9, mRNA.","Chr2: 175.056011",6.928,"N/A","N/A","N/A",-0.287,146,0.00044,"0.39300000000000002","0.255","2",175.056011,"-1","151556"
"3230",3230,"ILMN_1722838","MRPL46","mitochondrial ribosomal protein L46 (MRPL46), nuclear gene encoding mitochondrial protein, mRNA.","Chr15: 86.803997",9.784,"N/A","N/A","N/A",0.287,146,0.0004409,"0.20699999999999999","0.371","15",86.803997,"1","26589"
"3231",3231,"ILMN_1731314","OR10H3","olfactory receptor, family 10, subfamily H, member 3 (OR10H3), mRNA.","Chr19: 15.713892",6.8,"N/A","N/A","N/A",-0.287,146,0.0004415,"0.27200000000000002","--","19",15.713892,"-1","26532"
"3232",3232,"ILMN_1728677","CREB5","cAMP responsive element binding protein 5 (CREB5), transcript variant 4, mRNA.","Chr7: 28.692285",7.39,"N/A","N/A","N/A",0.287,146,0.0004419,"0.255","0.122","7",28.692285,"1","9586"
"3233",3233,"ILMN_1740186","GHRHR","growth hormone releasing hormone receptor (GHRHR), transcript variant 1, mRNA.","Chr7: 30.985404",6.726,"N/A","N/A","N/A",-0.287,146,0.0004421,"0.45400000000000001","0.438","7",30.985404,"-1","2692"
"3234",3234,"ILMN_1707959","VIPR1","vasoactive intestinal peptide receptor 1 (VIPR1), mRNA.","Chr3: 42.553905",8.636,"N/A","N/A","N/A",-0.287,146,0.0004426,"--","0.14399999999999999","3",42.553905,"-1","7433"
"3236",3236,"ILMN_1783656","ODF4","outer dense fiber of sperm tails 4 (ODF4), mRNA.","Chr17: 8.189916",6.764,"N/A","N/A","N/A",-0.287,146,0.0004459,"--","-0.51400000000000001","17",8.189916,"-1","146852"
"3237",3237,"ILMN_1740292","PANK1","pantothenate kinase 1 (PANK1), transcript variant alpha, mRNA.","Chr10: 91.394503",6.815,"N/A","N/A","N/A",-0.287,146,0.0004461,"0.41899999999999998","0.48","10",91.394503,"-1","53354"
"3239",3239,"ILMN_1723333","SCGB2A2","secretoglobin, family 2A, member 2 (SCGB2A2), mRNA.","Chr11: 61.797045",6.71,"N/A","N/A","N/A",-0.287,146,0.0004465,"--","--","11",61.797045,"-1","4250"
"3242",3242,"ILMN_1791967","C20orf166.AS1","hypothetical protein FLJ30313 (FLJ30313), mRNA.","Chr20: 60.552578",6.745,"N/A","N/A","N/A",-0.287,146,0.0004472,"--","--","20",60.552578,"-1","253868"
"3241",3241,"ILMN_1804832","RNASE4","ribonuclease, RNase A family, 4 (RNASE4), transcript variant 3, mRNA.","Chr14: 20.226789",6.819,"N/A","N/A","N/A",-0.287,146,0.0004472,"0.42099999999999999","0.64700000000000002","14",20.226789,"-1","6038"
"3243",3243,"ILMN_1707828","UGT1A5","UDP glucuronosyltransferase 1 family, polypeptide A5 (UGT1A5), mRNA.","Chr2: 234.286736",6.839,"N/A","N/A","N/A",-0.287,146,0.0004483,"--","--","2",234.286736,"-1","54579"
"3244",3244,"ILMN_1696485","HNRNPAB","heterogeneous nuclear ribonucleoprotein A/B (HNRPAB), transcript variant 1, mRNA.","Chr5: 177.569828",8.228,"N/A","N/A","N/A",0.287,146,0.0004484,"0.377","0.122","5",177.569828,"1","3182"
"3245",3245,"ILMN_1694549","LRRIQ3","leucine rich repeat containing 44 (LRRC44), mRNA.","Chr1: 74.418560",6.918,"N/A","N/A","N/A",-0.287,146,0.0004502,"--","-0.37","1",74.41856,"-1","127255"
"3248",3248,"ILMN_1681857","MYL7","myosin, light chain 7, regulatory (MYL7), mRNA.","Chr7: 44.145973",6.999,"N/A","N/A","N/A",-0.287,146,0.0004531,"0.38700000000000001","0.126","7",44.145973,"-1","58498"
"3249",3249,"ILMN_1708537","RBPJ","recombination signal binding protein for immunoglobulin kappa J region (RBPJ), transcript variant 4, mRNA.","Chr4: 25.973262",7.896,"N/A","N/A","N/A",0.287,146,0.0004539,"--","0.372","4",25.973262,"1","3516"
"3250",3250,"ILMN_1791596","FLJ46300","FLJ46300 protein (FLJ46300), mRNA.","Chr10: 133.454896",6.854,"N/A","N/A","N/A",-0.287,146,0.0004542,"--","--","10",133.454896,"-1","399827"
"3252",3252,"ILMN_1662438","SOD1","superoxide dismutase 1, soluble (amyotrophic lateral sclerosis 1 (adult)) (SOD1), mRNA.","Chr21: 31.961545",17.404,"N/A","N/A","N/A",0.287,146,0.0004547,"--","0.72699999999999998","21",31.961545,"1","6647"
"3253",3253,"ILMN_1769822","PLAA","phospholipase A2-activating protein (PLAA), transcript variant 1, mRNA.","Chr9: 26.936914",6.973,"N/A","N/A","N/A",-0.286,146,0.0004555,"0.39","0.36299999999999999","9",26.936914,"-1","9373"
"3254",3254,"ILMN_1694208","TRIM10","tripartite motif-containing 10 (TRIM10), transcript variant 1, mRNA.","Chr6: 30.229628",6.73,"N/A","N/A","N/A",-0.286,146,0.0004566,"--","-0.08","6",30.229628,"-1","10107"
"3255",3255,"ILMN_1683614","ZPBP","zona pellucida binding protein (ZPBP), mRNA.","Chr7: 49.947727",6.783,"N/A","N/A","N/A",-0.286,146,0.0004568,"--","-0.158","7",49.947727,"-1","11055"
"3256",3256,"ILMN_1794551","T","T, brachyury homolog (mouse) (T), mRNA.","Chr6: 166.491612",6.85,"N/A","N/A","N/A",-0.286,146,0.0004576,"--","0.16400000000000001","6",166.491612,"-1","6862"
"3257",3257,"ILMN_1720034","PKHD1","polycystic kidney and hepatic disease 1 (autosomal recessive) (PKHD1), transcript variant 1, mRNA.","ChrUn: 1.000000",6.746,"N/A","N/A","N/A",-0.286,146,0.0004578,"0.32800000000000001","0.36","6",51.615,"-1","5314"
"3258",3258,"ILMN_1723116","AMFR","autocrine motility factor receptor (AMFR), mRNA.","Chr16: 54.953278",9.443,"N/A","N/A","N/A",0.286,146,0.0004581,"0.38600000000000001","0.55800000000000005","16",54.953278,"1","267"
"3260",3260,"ILMN_1699044","VAMP2","vesicle-associated membrane protein 2 (synaptobrevin 2) (VAMP2), mRNA.","Chr17: 8.003333",8.035,"N/A","N/A","N/A",-0.286,146,0.0004588,"--","-7.8E-2","17",8.003333,"-1","6844"
"3261",3261,"ILMN_1703839","BPIFB4","chromosome 20 open reading frame 186 (C20orf186), mRNA.","Chr20: 31.163144",6.743,"N/A","N/A","N/A",-0.286,146,0.0004589,"0.251","--","20",31.163144,"-1","149954"
"3264",3264,"ILMN_1733417","SMARCA1","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 1 (SMARCA1), transcript variant 2, mRNA.","ChrX: 128.408826",7.346,"N/A","N/A","N/A",-0.286,146,0.0004614,"--","-0.107","X",128.408826,"-1","6594"
"3266",3266,"ILMN_1801198","RS1","retinoschisis (X-linked, juvenile) 1 (RS1), mRNA.","ChrX: 18.568280",6.793,"N/A","N/A","N/A",-0.286,146,0.0004616,"--","0.125","X",18.56828,"-1","6247"
