"Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","ENTREZID","loc","bp","corsign"
5200,"ILMN_1766544","ZFP28","zinc finger protein 28 homolog (mouse) (ZFP28), mRNA.","Chr19: 61.759502",7.145,"N/A","N/A","N/A",-0.288,145,0.0004396,"--","-0.31",140612,"19",61.759502,"-1"
5201,"ILMN_1784112","CTH","cystathionase (cystathionine gamma-lyase) (CTH), transcript variant 1, mRNA.","Chr1: 70.677019",7.435,"N/A","N/A","N/A",-0.288,145,0.0004397,"0.46600000000000003","0.65",1491,"1",70.677019,"-1"
5202,"ILMN_1670076","TMEM28","transmembrane protein 28 (TMEM28), mRNA.","ChrX: 68.668891",6.988,"N/A","N/A","N/A",-0.288,145,0.0004402,"--","-0.184",27112,"X",68.668891,"-1"
5203,"ILMN_1688437","MAT2B","methionine adenosyltransferase II, beta (MAT2B), transcript variant 1, mRNA.","Chr5: 162.878495",11.734,"N/A","N/A","N/A",-0.288,145,0.000441,"0.22800000000000001","0.36699999999999899",27430,"5",162.878495,"-1"
5204,"ILMN_1669945","PLEC1","plectin 1, intermediate filament binding protein 500kDa (PLEC1), transcript variant 7, mRNA.","Chr8: 145.090805",6.919,"N/A","N/A","N/A",-0.288,145,0.0004414,"0.35799999999999899","-0.17299999999999899",5339,"8",145.090805,"-1"
5205,"ILMN_1803995","TM7SF3","transmembrane 7 superfamily member 3 (TM7SF3), mRNA.","Chr12: 27.017762",9.053,"N/A","N/A","N/A",0.288,145,0.0004417,"--","0.55100000000000005",51768,"12",27.017762,"1"
5206,"ILMN_1673682","GATAD2A","GATA zinc finger domain containing 2A (GATAD2A), mRNA.","Chr19: 19.478666",9.559,"N/A","N/A","N/A",0.288,145,0.000442,"0.27100000000000002","--",54815,"19",19.478666,"1"
5207,"ILMN_1736860","LOC399898","hypothetical gene supported by AK128188 (LOC399898), misc RNA.","ChrUn: 1.000000",6.994,"N/A","N/A","N/A",-0.288,145,0.0004428,"--","--",399898,"Un",1,"-1"
5208,"ILMN_1757132","SMC5","structural maintenance of chromosomes 5 (SMC5), mRNA.","Chr9: 72.155026",6.838,"N/A","N/A","N/A",-0.288,145,0.0004429,"--","-0.48599999999999899",23137,"9",72.155026,"-1"
5209,"ILMN_1738027","BRCA1","breast cancer 1, early onset (BRCA1), transcript variant BRCA1-delta14-17, mRNA.","Chr17: 38.449935",7.09,"N/A","N/A","N/A",0.288,145,0.000444,"0.307","-0.42099999999999899",672,"17",38.449935,"1"
5210,"ILMN_1661929","LOC730420","hypothetical protein LOC730420 (LOC730420), mRNA.","ChrUn: 1.000000",6.909,"N/A","N/A","N/A",-0.288,145,0.0004445,"--","--",730420,"Un",1,"-1"
5211,"ILMN_1666480","CDC123","cell division cycle 123 homolog (S. cerevisiae) (CDC123), mRNA.","Chr10: 12.331650",9.475,"N/A","N/A","N/A",0.288,145,0.0004447,"--","0.05",8872,"10",12.33165,"1"
5212,"ILMN_1713499","WISP1","WNT1 inducible signaling pathway protein 1 (WISP1), transcript variant 1, mRNA.","Chr8: 134.310466",6.986,"N/A","N/A","N/A",-0.288,145,0.0004456,"--","1.9E-2",8840,"8",134.310466,"-1"
5213,"ILMN_1788841","TCL1A","T-cell leukemia/lymphoma 1A (TCL1A), mRNA.","Chr14: 95.246370",6.934,"N/A","N/A","N/A",-0.288,145,0.0004463,"--","--",8115,"14",95.24637,"-1"
5214,"ILMN_1777665","SLC22A13","solute carrier family 22 (organic cation transporter), member 13 (SLC22A13), mRNA.","Chr3: 38.294450",6.849,"N/A","N/A","N/A",-0.288,145,0.0004467,"--","0.33",9390,"3",38.29445,"-1"
5215,"ILMN_1756312","SEMA7A","semaphorin 7A, GPI membrane anchor (John Milton Hagen blood group) (SEMA7A), mRNA.","Chr15: 72.489448",6.971,"N/A","N/A","N/A",-0.288,145,0.0004479,"0.38600000000000001","-0.31",8482,"15",72.489448,"-1"
5216,"ILMN_1763184","RNF148","ring finger protein 148 (RNF148), mRNA.","Chr7: 122.129152",6.884,"N/A","N/A","N/A",-0.288,145,0.0004483,"--","-0.54900000000000004",378925,"7",122.129152,"-1"
5217,"ILMN_1731525","GJB3","gap junction protein, beta 3, 31kDa (GJB3), transcript variant 1, mRNA.","Chr1: 35.019715",6.851,"N/A","N/A","N/A",-0.288,145,0.0004491,"0.30099999999999899","-6.2E-2",2707,"1",35.019715,"-1"
5218,"ILMN_1735816","CYP4A11","cytochrome P450, family 4, subfamily A, polypeptide 11 (CYP4A11), mRNA.","Chr1: 47.167487",7.025,"N/A","N/A","N/A",-0.288,145,0.0004494,"--","--",1579,"1",47.167487,"-1"
5219,"ILMN_1751879","HSD11B1","hydroxysteroid (11-beta) dehydrogenase 1 (HSD11B1), transcript variant 1, mRNA.","Chr1: 207.974496",7.753,"N/A","N/A","N/A",0.288,145,0.0004497,"0.35599999999999898","0.73099999999999898",3290,"1",207.974496,"1"
5220,"ILMN_1758679","TMEM168","transmembrane protein 168 (TMEM168), mRNA.","ChrUn: 1.000000",7.18,"N/A","N/A","N/A",0.288,145,0.0004497,"--","0.47499999999999898",64418,"Un",1,"1"
5221,"ILMN_1750761","NCR1","natural cytotoxicity triggering receptor 1 (NCR1), mRNA.","Chr19: 60.116068",6.972,"N/A","N/A","N/A",-0.288,145,0.0004506,"0.41099999999999898","0.24099999999999899",9437,"19",60.116068,"-1"
5222,"ILMN_1717909","TMEM16A","transmembrane protein 16A (TMEM16A), mRNA.","Chr11: 69.712567",7.036,"N/A","N/A","N/A",-0.288,145,0.0004518,"0.38200000000000001","-8.6999999999999897E-2",55107,"11",69.712567,"-1"
5223,"ILMN_1689525","PMAIP1","phorbol-12-myristate-13-acetate-induced protein 1 (PMAIP1), mRNA.","Chr18: 55.721850",6.919,"N/A","N/A","N/A",-0.288,145,0.0004521,"0.35199999999999898","0.11799999999999899",5366,"18",55.72185,"-1"
5224,"ILMN_1774256","PRSS21","protease, serine, 21 (testisin) (PRSS21), transcript variant 2, mRNA.","Chr16: 2.811502",6.891,"N/A","N/A","N/A",-0.288,145,0.0004523,"0.28299999999999897","-0.52100000000000002",10942,"16",2.811502,"-1"
5225,"ILMN_1807833","HM13","histocompatibility (minor) 13 (HM13), transcript variant 1, mRNA.","Chr20: 29.589668",7.298,"N/A","N/A","N/A",0.288,145,0.0004528,"0.39400000000000002","--",81502,"20",29.589668,"1"
5226,"ILMN_1767900","LGI2","leucine-rich repeat LGI family, member 2 (LGI2), mRNA.","Chr4: 24.612758",8.362,"N/A","N/A","N/A",-0.288,145,0.0004531,"0.30199999999999899","-0.214",55203,"4",24.612758,"-1"
5227,"ILMN_1720976","PITX2","paired-like homeodomain transcription factor 2 (PITX2), transcript variant 2, mRNA.","Chr4: 111.772964",6.886,"N/A","N/A","N/A",-0.288,145,0.0004532,"0.318","-7.5999999999999901E-2",5308,"4",111.772964,"-1"
5228,"ILMN_1788664","KCNH7","potassium voltage-gated channel, subfamily H (eag-related), member 7 (KCNH7), transcript variant 1, mRNA.","Chr2: 162.936589",6.903,"N/A","N/A","N/A",-0.288,145,0.0004532,"0.22600000000000001","-0.12",90134,"2",162.936589,"-1"
5229,"ILMN_1769127","Lvrn","laeverin (transmembrane aminopeptidase Q metalloprotease)","Chr11: 32.417849",6.917,"N/A","N/A","N/A",-0.288,145,0.0004538,"--","--",51352,"11",32.417849,"-1"
5230,"ILMN_1671437","MAP3K15","mitogen-activated protein kinase kinase kinase 15 (MAP3K15), mRNA.","ChrUn: 1.000000",6.938,"N/A","N/A","N/A",-0.288,145,0.0004541,"--","0.36599999999999899",389840,"Un",1,"-1"
5231,"ILMN_1749879","OCIAD1","OCIA domain containing 1 (OCIAD1), transcript variant 1, mRNA.","ChrUn: 1.000000",7.9,"N/A","N/A","N/A",-0.288,145,0.0004542,"0.27","-0.16800000000000001",54940,"Un",1,"-1"
5232,"ILMN_1794319","ASIP","agouti signaling protein, nonagouti homolog (mouse) (ASIP), mRNA.","Chr20: 32.314357",6.978,"N/A","N/A","N/A",-0.287,145,0.0004554,"--","-0.34399999999999897",434,"20",32.314357,"-1"
5233,"ILMN_1676280","NSUN3","NOL1/NOP2/Sun domain family, member 3 (NSUN3), mRNA.","Chr3: 95.327925",7.08,"N/A","N/A","N/A",0.287,145,0.0004556,"--","0.29399999999999898",63899,"3",95.327925,"1"
5234,"ILMN_1782749","ZNF468","zinc finger protein 468 (ZNF468), transcript variant 2, mRNA.","Chr19: 58.034429",7.237,"N/A","N/A","N/A",-0.287,145,0.0004559,"--","--",90333,"19",58.034429,"-1"
5235,"ILMN_1715286","FUT7","fucosyltransferase 7 (alpha (1,3) fucosyltransferase) (FUT7), mRNA.","Chr9: 139.044533",6.904,"N/A","N/A","N/A",-0.287,145,0.0004559,"0.30099999999999899","1.4999999999999901E-2",2529,"9",139.044533,"-1"
5236,"ILMN_1728478","CXCL16","chemokine (C-X-C motif) ligand 16 (CXCL16), mRNA.","Chr17: 4.583661",9.732,"N/A","N/A","N/A",0.287,145,0.000456,"0.432","0.29199999999999898",58191,"17",4.583661,"1"
5237,"ILMN_1727970","ONECUT1","one cut domain, family member 1 (ONECUT1), mRNA.","Chr15: 50.837248",6.959,"N/A","N/A","N/A",-0.287,145,0.0004563,"0.35299999999999898","0.219",3175,"15",50.837248,"-1"
5238,"ILMN_1686464","SLCO4C1","solute carrier organic anion transporter family, member 4C1 (SLCO4C1), mRNA.","Chr5: 101.598419",6.945,"N/A","N/A","N/A",-0.287,145,0.0004563,"--","0.55100000000000005",353189,"5",101.598419,"-1"
5239,"ILMN_1711111","SLC9A10","solute carrier family 9, member 10 (SLC9A10), mRNA.","Chr3: 113.342727",6.898,"N/A","N/A","N/A",-0.287,145,0.0004568,"--","-0.57099999999999895",285335,"3",113.342727,"-1"
5240,"ILMN_1663489","UBR2","ubiquitin protein ligase E3 component n-recognin 2 (UBR2), mRNA.","Chr6: 42.765341",8.07,"N/A","N/A","N/A",0.287,145,0.000457,"--","0.30199999999999899",23304,"6",42.765341,"1"
5241,"ILMN_1734660","ICAM4","intercellular adhesion molecule 4 (Landsteiner-Wiener blood group) (ICAM4), transcript variant 2, mRNA.","Chr19: 10.259540",6.976,"N/A","N/A","N/A",-0.287,145,0.0004579,"0.34499999999999897","-0.04",3386,"19",10.25954,"-1"
5242,"ILMN_1695618","FLJ45300","FLJ45300 protein (FLJ45300), mRNA.","Chr11: 119.030078",6.978,"N/A","N/A","N/A",-0.287,145,0.0004587,"--","--",399957,"11",119.030078,"-1"
5243,"ILMN_1738793","ZNF71","zinc finger protein 71 (ZNF71), mRNA.","Chr19: 61.827031",6.919,"N/A","N/A","N/A",-0.287,145,0.0004591,"--","--",58491,"19",61.827031,"-1"
5244,"ILMN_1745988","NUDT12","nudix (nucleoside diphosphate linked moiety X)-type motif 12 (NUDT12), mRNA.","Chr5: 102.912538",6.978,"N/A","N/A","N/A",-0.287,145,0.0004592,"0.34499999999999897","0.73899999999999899",83594,"5",102.912538,"-1"
5245,"ILMN_1746682","MPHOSPH6","M-phase phosphoprotein 6 (MPHOSPH6), mRNA.","ChrUn: 1.000000",8.536,"N/A","N/A","N/A",0.287,145,0.0004596,"--","-0.29699999999999899",10200,"Un",1,"1"
5246,"ILMN_1766309","ANKRD54","ankyrin repeat domain 54 (ANKRD54), mRNA.","Chr22: 36.556999",8.677,"N/A","N/A","N/A",-0.287,145,0.0004606,"0.156","-0.58499999999999897",129138,"22",36.556999,"-1"
5247,"ILMN_1720983","PCDH11X","protocadherin 11 X-linked (PCDH11X), transcript variant d, mRNA.","ChrX: 91.759923",6.976,"N/A","N/A","N/A",-0.287,145,0.0004608,"0.39700000000000002","-5.19999999999999E-2",27328,"X",91.759923,"-1"
5248,"ILMN_1712563","PSAT1","phosphoserine aminotransferase 1 (PSAT1), transcript variant 1, mRNA.","Chr9: 80.132833",6.912,"N/A","N/A","N/A",-0.287,145,0.0004613,"--","-0.25800000000000001",29968,"9",80.132833,"-1"
5249,"ILMN_1707062","REV1","REV1 homolog (S. cerevisiae) (REV1), transcript variant 1, mRNA.","Chr2: 99.384074",8.837,"N/A","N/A","N/A",0.287,145,0.0004619,"0.23400000000000001","-0.44700000000000001",51455,"2",99.384074,"1"
5250,"ILMN_1685834","AMPH","amphiphysin (Stiff-Man syndrome with breast cancer 128kDa autoantigen) (AMPH), transcript variant 2, mRNA.","Chr7: 38.390068",11.278,"N/A","N/A","N/A",-0.287,145,0.0004621,"0.374","-0.27500000000000002",273,"7",38.390068,"-1"
5251,"ILMN_1690863","ZNF470","zinc finger protein 470 (ZNF470), mRNA.","Chr19: 61.781709",7.021,"N/A","N/A","N/A",0.287,145,0.0004625,"--","--",388566,"19",61.781709,"1"
5252,"ILMN_1765276","MOSPD1","motile sperm domain containing 1 (MOSPD1), mRNA.","ChrX: 133.850012",7.273,"N/A","N/A","N/A",0.287,145,0.0004628,"0.27200000000000002","0.377",56180,"X",133.850012,"1"
5253,"ILMN_1684549","RNPC2","RNA-binding region (RNP1, RRM) containing 2 (RNPC2), transcript variant 3, mRNA.","Chr20: 33.785534",7.043,"N/A","N/A","N/A",0.287,145,0.0004635,"0.14000000000000001","--",9584,"20",33.785534,"1"
5254,"ILMN_1670439","FYTTD1","forty-two-three domain containing 1 (FYTTD1), transcript variant 2, mRNA.","Chr3: 198.995420",9.179,"N/A","N/A","N/A",-0.287,145,0.0004643,"--","-0.40100000000000002",84248,"3",198.99542,"-1"
5255,"ILMN_1700086","DOK1","docking protein 1, 62kDa (downstream of tyrosine kinase 1) (DOK1), mRNA.","Chr2: 74.637777",6.932,"N/A","N/A","N/A",-0.287,145,0.0004644,"0.317","8.5000000000000006E-2",1796,"2",74.637777,"-1"
5256,"ILMN_1652065","KCNMB1","potassium large conductance calcium-activated channel, subfamily M, beta member 1 (KCNMB1), mRNA.","Chr5: 169.737910",7.357,"N/A","N/A","N/A",0.287,145,0.0004649,"0.40799999999999897","-1.7999999999999901E-2",3779,"5",169.73791,"1"
5257,"ILMN_1799243","ANXA13","annexin A13 (ANXA13), transcript variant 2, mRNA.","Chr8: 124.762511",7.198,"N/A","N/A","N/A",0.287,145,0.000465,"--","0.29699999999999899",312,"8",124.762511,"1"
5258,"ILMN_1801053","C15ORF2","chromosome 15 open reading frame 2 (C15orf2), mRNA.","ChrUn: 1.000000",6.903,"N/A","N/A","N/A",-0.287,145,0.0004653,"--","--",23742,"Un",1,"-1"
5259,"ILMN_1728632","LCE3C","late cornified envelope 3C (LCE3C), mRNA.","Chr1: 150.839994",6.904,"N/A","N/A","N/A",-0.287,145,0.0004662,"--","-0.114",353144,"1",150.839994,"-1"
5260,"ILMN_1810595","PLA2G4E","phospholipase A2, group IVE (PLA2G4E), mRNA.","Chr15: 40.061366",6.89,"N/A","N/A","N/A",-0.287,145,0.000467,"--","7.1999999999999897E-2",123745,"15",40.061366,"-1"
5261,"ILMN_1686011","APRIN","androgen-induced proliferation inhibitor (APRIN), transcript variant 2, mRNA.","Chr13: 32.242901",6.848,"N/A","N/A","N/A",-0.287,145,0.0004682,"0.40899999999999898","--",23047,"13",32.242901,"-1"
5262,"ILMN_1743303","TTC1","tetratricopeptide repeat domain 1 (TTC1), mRNA.","Chr5: 159.424892",9.6,"N/A","N/A","N/A",-0.287,145,0.0004685,"--","-0.318",7265,"5",159.424892,"-1"
5263,"ILMN_1747923","ZSWIM2","zinc finger, SWIM-type containing 2 (ZSWIM2), mRNA.","Chr2: 187.400578",6.863,"N/A","N/A","N/A",-0.287,145,0.0004694,"--","-0.52400000000000002",151112,"2",187.400578,"-1"
5264,"ILMN_1781261","GH1","growth hormone 1 (GH1), transcript variant 5, mRNA.","Chr17: 59.348551",6.947,"N/A","N/A","N/A",-0.287,145,0.0004701,"0.41199999999999898","--",2688,"17",59.348551,"-1"
5265,"ILMN_1695506","DKK2","dickkopf homolog 2 (Xenopus laevis) (DKK2), mRNA.","Chr4: 108.063211",6.961,"N/A","N/A","N/A",-0.287,145,0.0004703,"0.33","0.33800000000000002",27123,"4",108.063211,"-1"
5266,"ILMN_1776576","C1QL3","complement component 1, q subcomponent-like 3 (C1QL3), mRNA.","Chr10: 16.596453",6.962,"N/A","N/A","N/A",-0.287,145,0.0004704,"0.373","2E-3",389941,"10",16.596453,"-1"
5267,"ILMN_1770537","NGFRAP1","nerve growth factor receptor (TNFRSF16) associated protein 1 (NGFRAP1), transcript variant 3, mRNA.","ChrX: 102.518986",8.236,"N/A","N/A","N/A",0.287,145,0.0004711,"0.28699999999999898","-0.313",27018,"X",102.518986,"1"
5268,"ILMN_1654792","C8ORF15","chromosome 8 open reading frame 15 (C8orf15), mRNA.","Chr8: 11.018734",7.011,"N/A","N/A","N/A",-0.287,145,0.0004714,"--","--",439940,"8",11.018734,"-1"
5269,"ILMN_1782657","FBXL22","F-box and leucine-rich repeat protein 22 (FBXL22), mRNA.","Chr15: 61.681509",6.95,"N/A","N/A","N/A",-0.287,145,0.0004716,"0.26900000000000002","0.1",283807,"15",61.681509,"-1"
5270,"ILMN_1691201","FAM21C","family with sequence similarity 21, member C (FAM21C), mRNA.","Chr10: 45.544475",6.932,"N/A","N/A","N/A",-0.287,145,0.0004719,"--","--",253725,"10",45.544475,"-1"
5271,"ILMN_1651430","CTRB2","chymotrypsinogen B2 (CTRB2), mRNA.","ChrUn: 1.000000",6.88,"N/A","N/A","N/A",-0.287,145,0.0004721,"--","--",440387,"Un",1,"-1"
5272,"ILMN_1735745","OSTN","osteocrin (OSTN), mRNA.","Chr3: 192.413033",6.811,"N/A","N/A","N/A",-0.287,145,0.0004727,"0.375","0.25800000000000001",344901,"3",192.413033,"-1"
5273,"ILMN_1732149","AQP2","aquaporin 2 (collecting duct) (AQP2), mRNA.","Chr12: 48.638827",6.903,"N/A","N/A","N/A",-0.287,145,0.0004728,"0.38200000000000001","0.309",359,"12",48.638827,"-1"
5274,"ILMN_1697630","C15ORF38","chromosome 15 open reading frame 38 (C15orf38), mRNA.","Chr15: 88.244896",7.314,"N/A","N/A","N/A",0.287,145,0.0004729,"0.158","--",348110,"15",88.244896,"1"
5275,"ILMN_1805366","TBC1D8B","TBC1 domain family, member 8B (with GRAM domain) (TBC1D8B), transcript variant 2, mRNA.","ChrX: 105.979339",6.892,"N/A","N/A","N/A",-0.287,145,0.0004736,"--","0.121",54885,"X",105.979339,"-1"
5276,"ILMN_1688455","KIAA0564","KIAA0564 protein (KIAA0564), transcript variant 1, mRNA.","Chr13: 41.039170",7.224,"N/A","N/A","N/A",-0.287,145,0.0004746,"--","--",23078,"13",41.03917,"-1"
5277,"ILMN_1777521","GLUD2","glutamate dehydrogenase 2 (GLUD2), mRNA.","ChrX: 120.011197",6.94,"N/A","N/A","N/A",-0.287,145,0.000475,"--","--",2747,"X",120.011197,"-1"
5278,"ILMN_1778104","ACADM","acyl-Coenzyme A dehydrogenase, C-4 to C-12 straight chain (ACADM), nuclear gene encoding mitochondrial protein, mRNA.","Chr1: 75.999446",9.32,"N/A","N/A","N/A",0.287,145,0.0004751,"0.45800000000000002","0.67200000000000004",34,"1",75.999446,"1"
5279,"ILMN_1684417","TCP10","t-complex 10 (mouse) (TCP10), mRNA.","Chr6: 167.690996",6.872,"N/A","N/A","N/A",-0.287,145,0.0004755,"--","-0.55700000000000005",6953,"6",167.690996,"-1"
5280,"ILMN_1789233","VPS37C","vacuolar protein sorting 37 homolog C (S. cerevisiae) (VPS37C), mRNA.","Chr11: 60.654351",11.447,"N/A","N/A","N/A",0.287,145,0.000476,"--","-0.34799999999999898",55048,"11",60.654351,"1"
5281,"ILMN_1660970","ADAMTS12","ADAM metallopeptidase with thrombospondin type 1 motif, 12 (ADAMTS12), mRNA.","Chr5: 33.570794",6.898,"N/A","N/A","N/A",-0.287,145,0.0004761,"0.42699999999999899","0.217",81792,"5",33.570794,"-1"
5282,"ILMN_1705114","NUMB","numb homolog (Drosophila) (NUMB), transcript variant 1, mRNA.","Chr14: 72.812246",8.575,"N/A","N/A","N/A",-0.286,145,0.0004773,"0.36299999999999899","0.36199999999999899",8650,"14",72.812246,"-1"
5283,"ILMN_1663749","BTNL3","butyrophilin-like 3 (BTNL3), transcript variant 2, mRNA.","Chr5: 180.363503",6.886,"N/A","N/A","N/A",-0.286,145,0.0004777,"--","--",10917,"5",180.363503,"-1"
5284,"ILMN_1685898","SRC","v-src sarcoma (Schmidt-Ruppin A-2) viral oncogene homolog (avian) (SRC), transcript variant 2, mRNA.","Chr20: 35.408006",6.955,"N/A","N/A","N/A",-0.286,145,0.0004778,"--","-0.186",6714,"20",35.408006,"-1"
5285,"ILMN_1809890","IKBKAP","inhibitor of kappa light polypeptide gene enhancer in B-cells, kinase complex-associated protein (IKBKAP), mRNA.","Chr9: 110.670111",7.033,"N/A","N/A","N/A",-0.286,145,0.0004779,"0.44","-0.17599999999999899",8518,"9",110.670111,"-1"
5286,"ILMN_1778562","COMMD4","COMM domain containing 4 (COMMD4), mRNA.","Chr15: 73.421030",6.868,"N/A","N/A","N/A",-0.286,145,0.0004781,"--","0.48099999999999898",54939,"15",73.42103,"-1"
5287,"ILMN_1696852","FLJ46230","FLJ46230 protein (FLJ46230), mRNA.","Chr19: 19.713362",7.067,"N/A","N/A","N/A",-0.286,145,0.0004783,"--","--",400679,"19",19.713362,"-1"
5288,"ILMN_1804993","FAM178B","hypothetical protein LOC51252 (LOC51252), mRNA.","Chr2: 96.905440",7.474,"N/A","N/A","N/A",0.286,145,0.0004783,"--","--",51252,"2",96.90544,"1"
5289,"ILMN_1777976","SLC25A26","solute carrier family 25, member 26 (SLC25A26), mRNA.","ChrUn: 1.000000",7.297,"N/A","N/A","N/A",0.286,145,0.0004792,"--","0.152",115286,"Un",1,"1"
5290,"ILMN_1664960","KIAA0284","KIAA0284 (KIAA0284), mRNA.","Chr14: 104.433874",7.31,"N/A","N/A","N/A",-0.286,145,0.0004793,"--","--",283638,"14",104.433874,"-1"
5291,"ILMN_1676318","BAZ2A","bromodomain adjacent to zinc finger domain, 2A (BAZ2A), mRNA.","Chr12: 55.275902",6.957,"N/A","N/A","N/A",-0.286,145,0.0004796,"0.221","-0.47599999999999898",11176,"12",55.275902,"-1"
5292,"ILMN_1741719","TEX13A","testis expressed sequence 13A (TEX13A), mRNA.","ChrX: 104.350539",6.902,"N/A","N/A","N/A",-0.286,145,0.0004804,"--","--",56157,"X",104.350539,"-1"
5293,"ILMN_1679731","SLC15A4","solute carrier family 15, member 4 (SLC15A4), mRNA.","Chr12: 127.844491",7.708,"N/A","N/A","N/A",0.286,145,0.0004813,"--","5.6000000000000001E-2",121260,"12",127.844491,"1"
5294,"ILMN_1696355","OR5M3","olfactory receptor, family 5, subfamily M, member 3 (OR5M3), mRNA.","Chr11: 55.993716",6.925,"N/A","N/A","N/A",-0.286,145,0.0004826,"--","--",219482,"11",55.993716,"-1"
5295,"ILMN_1790181","PDCL2","phosducin-like 2 (PDCL2), mRNA.","Chr4: 56.117593",6.969,"N/A","N/A","N/A",-0.286,145,0.0004844,"0.26900000000000002","6.0999999999999902E-2",132954,"4",56.117593,"-1"
5296,"ILMN_1697957","C22ORF9","chromosome 22 open reading frame 9 (C22orf9), transcript variant 2, mRNA.","Chr22: 44.015211",6.823,"N/A","N/A","N/A",0.286,145,0.0004852,"--","--",23313,"22",44.015211,"1"
5297,"ILMN_1680171","C2ORF33","chromosome 2 open reading frame 33 (C2orf33), mRNA.","Chr2: 227.930251",10.065,"N/A","N/A","N/A",0.286,145,0.0004873,"0.20799999999999899","--",56947,"2",227.930251,"1"
5298,"ILMN_1697519","ARNT","aryl hydrocarbon receptor nuclear translocator (ARNT), transcript variant 3, mRNA.","Chr1: 149.048983",7.129,"N/A","N/A","N/A",-0.286,145,0.0004877,"0.40300000000000002","0.153",405,"1",149.048983,"-1"
5299,"ILMN_1726198","HCTSL-S","cathepsin L-like protein (HCTSL-s), mRNA.","ChrUn: 1.000000",6.944,"N/A","N/A","N/A",-0.286,145,0.0004879,"--","--",392360,"Un",1,"-1"
5300,"ILMN_1653355","ACTBL1","ACTBL1 protein (ACTBL1), transcript variant POTE-14A, mRNA.","Chr14: 18.628719",6.828,"N/A","N/A","N/A",-0.286,145,0.000488,"--","--",404785,"14",18.628719,"-1"
5301,"ILMN_1666490","LOC730170","hypothetical protein LOC730170 (LOC730170), mRNA.","Chr6: 56.816021",7.043,"N/A","N/A","N/A",0.286,145,0.0004884,"--","--",730170,"6",56.816021,"1"
5302,"ILMN_1738410","C2ORF19","chromosome 2 open reading frame 19 (C2orf19), mRNA.","Chr2: 238.726396",6.915,"N/A","N/A","N/A",-0.286,145,0.0004886,"--","--",394261,"2",238.726396,"-1"
5303,"ILMN_1774585","CASP4","caspase 4, apoptosis-related cysteine peptidase (CASP4), transcript variant alpha, mRNA.","Chr11: 104.344485",6.848,"N/A","N/A","N/A",-0.286,145,0.0004897,"0.374","0.158",837,"11",104.344485,"-1"
5304,"ILMN_1715181","ARRDC2","arrestin domain containing 2 (ARRDC2), transcript variant 1, mRNA.","Chr19: 17.980055",7.285,"N/A","N/A","N/A",0.286,145,0.0004902,"0.47799999999999898","0.13",27106,"19",17.980055,"1"
5305,"ILMN_1682787","C3ORF27","chromosome 3 open reading frame 27 (C3orf27), mRNA.","Chr3: 129.773566",6.819,"N/A","N/A","N/A",-0.286,145,0.0004903,"--","--",23434,"3",129.773566,"-1"
5306,"ILMN_1806951","CSTF3","cleavage stimulation factor, 3' pre-RNA, subunit 3, 77kDa (CSTF3), transcript variant 3, mRNA.","Chr11: 33.119943",7.673,"N/A","N/A","N/A",0.286,145,0.0004926,"0.21199999999999899","4.1000000000000002E-2",1479,"11",33.119943,"1"
5307,"ILMN_1752208","FLJ21511","hypothetical protein FLJ21511 (FLJ21511), mRNA.","Chr4: 48.741608",6.893,"N/A","N/A","N/A",-0.286,145,0.0004936,"0.29699999999999899","--",80157,"4",48.741608,"-1"
5308,"ILMN_1745251","DTL","denticleless homolog (Drosophila) (DTL), mRNA.","Chr1: 210.344773",6.944,"N/A","N/A","N/A",-0.286,145,0.0004942,"0.26100000000000001","-0.59599999999999898",51514,"1",210.344773,"-1"
5309,"ILMN_1656909","RGPD6","similar to RAN binding protein 2, transcript variant 1 (LOC729540), mRNA.","Chr2: 110.771193",6.994,"N/A","N/A","N/A",-0.286,145,0.0004946,"--","--",729540,"2",110.771193,"-1"
5310,"ILMN_1705250","ADAMTSL1","ADAMTS-like 1 (ADAMTSL1), transcript variant 2, mRNA.","Chr9: 18.674854",6.856,"N/A","N/A","N/A",-0.286,145,0.0004954,"0.32300000000000001","2E-3",92949,"9",18.674854,"-1"
5311,"ILMN_1678080","FKBP2","FK506 binding protein 2, 13kDa (FKBP2), transcript variant 2, mRNA.","Chr11: 63.766165",7.002,"N/A","N/A","N/A",-0.286,145,0.0004956,"0.36699999999999899","0.40799999999999897",2286,"11",63.766165,"-1"
5312,"ILMN_1789096","OSTALPHA","organic solute transporter alpha (OSTalpha), mRNA.","Chr3: 197.444441",6.861,"N/A","N/A","N/A",-0.286,145,0.0004958,"--","--",200931,"3",197.444441,"-1"
5313,"ILMN_1704410","PLAA","phospholipase A2-activating protein (PLAA), transcript variant 2, mRNA.","Chr9: 26.894825",6.893,"N/A","N/A","N/A",-0.286,145,0.0004963,"0.39","0.36299999999999899",9373,"9",26.894825,"-1"
5314,"ILMN_1803714","MMP20","matrix metallopeptidase 20 (enamelysin) (MMP20), mRNA.","Chr11: 101.969388",6.856,"N/A","N/A","N/A",-0.286,145,0.0004969,"0.248","0.34699999999999898",9313,"11",101.969388,"-1"
