"","Index","Record","Symbol","Description","Location","Mean","Max.LRS..","Max.LRS.Location","Additive.Effect..","Sample.r","X.nbsp..nbsp.N","Sample.p.r.","Lit.r","Tissue.r","loc","bp","corsign","ENTREZID"
"4594",4594,"ILMN_1805655","HIST3H2A","histone cluster 3, H2a (HIST3H2A), mRNA.","Chr1: 1.000000",6.91,"N/A","N/A","N/A",-0.225,147,0.006201,"--","-0.16500000000000001","1",228.457,"-1","92815"
"4595",4595,"ILMN_1653146","MSH4","mutS homolog 4 (E. coli) (MSH4), mRNA.","Chr1: 76.151000",6.662,"N/A","N/A","N/A",-0.225,147,0.006201,"0.25600000000000001","-0.54500000000000004","1",76.151,"-1","4438"
"4596",4596,"ILMN_1716231","ATM","ataxia telangiectasia mutated (includes complementation groups A, C and D) (ATM), transcript variant 2, mRNA.","Chr11: 107.663347",6.704,"N/A","N/A","N/A",-0.225,147,0.006204,"0.309","-0.20699999999999999","11",107.663347,"-1","472"
"4598",4598,"ILMN_1764986","HIST3H2BB","histone cluster 3, H2bb (HIST3H2BB), mRNA.","Chr1: 226.712819",6.748,"N/A","N/A","N/A",-0.225,147,0.00621,"--","-0.13800000000000001","1",226.712819,"-1","128312"
"4599",4599,"ILMN_1791356","SYCE1","synaptonemal complex central element protein 1 (SYCE1), transcript variant 2, mRNA.","Chr10: 135.222695",6.767,"N/A","N/A","N/A",-0.225,147,0.006217,"--","-0.56799999999999995","10",135.222695,"-1","93426"
"4601",4601,"ILMN_1765801","GAA","glucosidase, alpha; acid (Pompe disease, glycogen storage disease type II) (GAA), transcript variant 1, mRNA.","ChrUn: 1.000000",7.726,"N/A","N/A","N/A",0.225,147,0.006218,"0.47299999999999998","0.45100000000000001","17",80.102,"1","2548"
"4602",4602,"ILMN_1720430","PPDPF","chromosome 20 open reading frame 149 (C20orf149), mRNA.","Chr20: 61.623504",7.994,"N/A","N/A","N/A",0.225,147,0.006222,"--","--","20",61.623504,"1","79144"
"4603",4603,"ILMN_1669208","TSPO2","benzodiazapine receptor (peripheral)-like 1 (BZRPL1), mRNA.","Chr6: 41.119805",6.623,"N/A","N/A","N/A",-0.225,147,0.006224,"--","-0.1","6",41.119805,"-1","222642"
"4604",4604,"ILMN_1750180","HIST1H2BB","histone cluster 1, H2bb (HIST1H2BB), mRNA.","Chr6: 26.151805",6.606,"N/A","N/A","N/A",-0.225,147,0.006226,"0.16500000000000001","-6.2E-2","6",26.151805,"-1","3018"
"4605",4605,"ILMN_1813881","APOBEC1","apolipoprotein B mRNA editing enzyme, catalytic polypeptide 1 (APOBEC1), mRNA.","Chr12: 7.694942",6.683,"N/A","N/A","N/A",-0.225,147,0.006226,"0.39","0.3","12",7.694942,"-1","339"
"4607",4607,"ILMN_1656554","OR4M2","olfactory receptor, family 4, subfamily M, member 2 (OR4M2), mRNA.","Chr15: 19.870303",6.718,"N/A","N/A","N/A",-0.225,147,0.006229,"--","--","15",19.870303,"-1","390538"
"4606",4606,"ILMN_1715068","AQP9","aquaporin 9 (AQP9), mRNA.","Chr15: 56.265152",7.334,"N/A","N/A","N/A",-0.225,147,0.006229,"0.48199999999999998","0.2","15",56.265152,"-1","366"
"4608",4608,"ILMN_1669602","SFTPB","surfactant, pulmonary-associated protein B (SFTPB), transcript variant 1, mRNA.","Chr2: 85.744001",6.606,"N/A","N/A","N/A",-0.225,147,0.00623,"0.40899999999999997","4.0000000000000001E-3","2",85.744001,"-1","6439"
"4609",4609,"ILMN_1783846","RAPH1","Ras association (RalGDS/AF-6) and pleckstrin homology domains 1 (RAPH1), transcript variant 1, mRNA.","Chr2: 204.007254",8.952,"N/A","N/A","N/A",-0.225,147,0.006239,"0.22600000000000001","--","2",204.007254,"-1","65059"
"4611",4611,"ILMN_1733298","C1orf158","chromosome 1 open reading frame 158 (C1orf158), mRNA.","Chr1: 12.743506",6.724,"N/A","N/A","N/A",-0.225,147,0.006247,"--","--","1",12.743506,"-1","93190"
"4612",4612,"ILMN_1705372","THEG","Theg homolog (mouse) (THEG), transcript variant 1, mRNA.","Chr19: 0.324955",6.66,"N/A","N/A","N/A",-0.225,147,0.006249,"--","-0.56499999999999995","19",0.324955,"-1","51298"
"4613",4613,"ILMN_1766565","KRTAP5.9","keratin associated protein 5-9 (KRTAP5-9), mRNA.","ChrUn: 1.000000",6.712,"N/A","N/A","N/A",-0.225,147,0.006257,"--","--","11",71.548,"-1","3846"
"4614",4614,"ILMN_1713249","PHF19","PHD finger protein 19 (PHF19), transcript variant 1, mRNA.","Chr9: 122.657931",7.5,"N/A","N/A","N/A",0.225,147,0.006259,"0.121","-0.112","9",122.657931,"1","26147"
"4615",4615,"ILMN_1786257","SNX10","sorting nexin 10 (SNX10), mRNA.","Chr7: 26.380238",13.873,"N/A","N/A","N/A",-0.225,147,0.00626,"--","3.2000000000000001E-2","7",26.380238,"-1","29887"
"4617",4617,"ILMN_1793990","ID2","inhibitor of DNA binding 2, dominant negative helix-loop-helix protein (ID2), mRNA.","Chr2: 8.739817",11.792,"N/A","N/A","N/A",0.224,147,0.006267,"0.41399999999999998","0.499","2",8.739817,"1","3398"
"4618",4618,"ILMN_1810275","SLC7A7","solute carrier family 7 (cationic amino acid transporter, y+ system), member 7 (SLC7A7), mRNA.","Chr14: 22.312594",7.282,"N/A","N/A","N/A",0.224,147,0.006269,"--","0.107","14",22.312594,"1","9056"
"4619",4619,"ILMN_1728677","CREB5","cAMP responsive element binding protein 5 (CREB5), transcript variant 4, mRNA.","Chr7: 28.692285",7.329,"N/A","N/A","N/A",0.224,147,0.00627,"0.255","0.122","7",28.692285,"1","9586"
"4621",4621,"ILMN_1732909","ZNF483","zinc finger protein 483 (ZNF483), transcript variant 2, mRNA.","Chr9: 113.378582",6.914,"N/A","N/A","N/A",-0.224,147,0.006273,"--","--","9",113.378582,"-1","158399"
"4624",4624,"ILMN_1681492","HTR3A","5-hydroxytryptamine (serotonin) receptor 3A (HTR3A), transcript variant 1, mRNA.","Chr11: 113.362684",6.813,"N/A","N/A","N/A",-0.224,147,0.006279,"0.55900000000000005","5.0000000000000001E-3","11",113.362684,"-1","3359"
"4625",4625,"ILMN_1795484","PGC","progastricsin (pepsinogen C) (PGC), mRNA.","Chr6: 41.812566",6.843,"N/A","N/A","N/A",-0.224,147,0.006281,"0.26200000000000001","-0.311","6",41.812566,"-1","5225"
"4627",4627,"ILMN_1666376","TRIM56","tripartite motif-containing 56 (TRIM56), mRNA.","Chr7: 100.520197",7.246,"N/A","N/A","N/A",0.224,147,0.006284,"--","0.246","7",100.520197,"1","81844"
"4628",4628,"ILMN_1684563","LOC139886","hypothetical protein LOC139886 (LOC139886), mRNA.","ChrUn: 1.000000",7.365,"N/A","N/A","N/A",-0.224,147,0.006288,"--","--","X",63.347,"-1","139886"
"4629",4629,"ILMN_1747397","SLC7A8","solute carrier family 7 (cationic amino acid transporter, y+ system), member 8 (SLC7A8), transcript variant 2, mRNA.","Chr14: 22.682253",6.712,"N/A","N/A","N/A",-0.224,147,0.006291,"--","-0.18","14",22.682253,"-1","23428"
"4630",4630,"ILMN_1727526","CCDC191","KIAA1407 (KIAA1407), mRNA.","Chr3: 115.166205",7.131,"N/A","N/A","N/A",0.224,147,0.006292,"--","--","3",115.166205,"1","57577"
"4631",4631,"ILMN_1676767","CLEC4D","C-type lectin domain family 4, member D (CLEC4D), mRNA.","Chr12: 8.565844",6.629,"N/A","N/A","N/A",-0.224,147,0.006294,"0.307","-0.02","12",8.565844,"-1","338339"
"4633",4633,"ILMN_1742118","RNASE12","ribonuclease, RNase A family, 12 (non-active) (RNASE12), mRNA.","Chr14: 20.128501",6.649,"N/A","N/A","N/A",-0.224,147,0.006305,"--","0.1","14",20.128501,"-1","493901"
"4632",4632,"ILMN_1758943","BRINP3","bone morphogenetic protein/retinoic acid inducible neural-specific 3","Chr1: 188.333904",8.849,"N/A","N/A","N/A",0.224,147,0.006305,"0.3","--","1",188.333904,"1","339479"
"4635",4635,"ILMN_1774949","PIGP","phosphatidylinositol glycan anchor biosynthesis, class P (PIGP), transcript variant 2, mRNA.","Chr21: 37.367176",7.323,"N/A","N/A","N/A",0.224,147,0.006307,"0.34100000000000003","0.23499999999999999","21",37.367176,"1","51227"
"4636",4636,"ILMN_1720540","INSL4","insulin-like 4 (placenta) (INSL4), mRNA.","Chr9: 5.221596",6.804,"N/A","N/A","N/A",-0.224,147,0.006307,"--","--","9",5.221596,"-1","3641"
"4637",4637,"ILMN_1698735","HSP90AB2P","heat shock protein 90kDa alpha (cytosolic), class B member 2 (pseudogene) (HSP90AB2P), mRNA.","Chr4: 12.948737",6.676,"N/A","N/A","N/A",-0.224,147,0.006312,"--","--","4",12.948737,"-1","391634"
"4638",4638,"ILMN_1800816","TNFRSF8","tumor necrosis factor receptor superfamily, member 8 (TNFRSF8), transcript variant 1, mRNA.","Chr1: 12.098246",6.592,"N/A","N/A","N/A",-0.224,147,0.006316,"--","0.46200000000000002","1",12.098246,"-1","943"
"4639",4639,"ILMN_1801605","BIRC6","baculoviral IAP repeat-containing 6 (apollon) (BIRC6), mRNA.","Chr2: 32.697326",8.426,"N/A","N/A","N/A",-0.224,147,0.006318,"0.35299999999999998","-0.16","2",32.697326,"-1","57448"
"4640",4640,"ILMN_1782419","GNG11","guanine nucleotide binding protein (G protein), gamma 11 (GNG11), mRNA.","Chr7: 93.389369",10.001,"N/A","N/A","N/A",0.224,147,0.006319,"--","0.26300000000000001","7",93.389369,"1","2791"
"4641",4641,"ILMN_1752589","TMEM183A","transmembrane protein 183A (TMEM183A), mRNA.","ChrUn: 1.000000",11.954,"N/A","N/A","N/A",-0.224,147,0.006324,"--","0.23100000000000001","1",203.007,"-1","92703"
"4642",4642,"ILMN_1692281","DNAH10","dynein, axonemal, heavy polypeptide 10 (DNAH10), transcript variant 2, mRNA.","Chr12: 122.930253",6.641,"N/A","N/A","N/A",-0.224,147,0.006329,"--","--","12",122.930253,"-1","196385"
"4643",4643,"ILMN_1793403","OR2G3","olfactory receptor, family 2, subfamily G, member 3 (OR2G3), mRNA.","Chr1: 245.835827",6.702,"N/A","N/A","N/A",-0.224,147,0.006331,"--","--","1",245.835827,"-1","81469"
"4644",4644,"ILMN_1763712","FOXA2","forkhead box A2 (FOXA2), transcript variant 1, mRNA.","Chr20: 22.512901",6.707,"N/A","N/A","N/A",-0.224,147,0.006335,"0.34100000000000003","0.35599999999999998","20",22.512901,"-1","3170"
"4645",4645,"ILMN_1673503","CACNB4","calcium channel, voltage-dependent, beta 4 subunit (CACNB4), transcript variant 1, mRNA.","Chr2: 152.402774",7.429,"N/A","N/A","N/A",-0.224,147,0.006339,"0.41899999999999998","-0.49399999999999999","2",152.402774,"-1","785"
"4646",4646,"ILMN_1775240","FAM9C","family with sequence similarity 9, member C (FAM9C), mRNA.","ChrX: 11.156886",6.688,"N/A","N/A","N/A",-0.224,147,0.00634,"--","--","X",11.156886,"-1","171484"
"4649",4649,"ILMN_1790103","ZNF569","zinc finger protein 569 (ZNF569), mRNA.","Chr19: 42.593946",9.167,"N/A","N/A","N/A",-0.224,147,0.006343,"--","--","19",42.593946,"-1","148266"
"4648",4648,"ILMN_1740418","CYP27B1","cytochrome P450, family 27, subfamily B, polypeptide 1 (CYP27B1), nuclear gene encoding mitochondrial protein, mRNA.","Chr12: 56.442565",6.683,"N/A","N/A","N/A",-0.224,147,0.006343,"0.4","0.378","12",56.442565,"-1","1594"
"4650",4650,"ILMN_1675656","PPFIBP2","PTPRF interacting protein, binding protein 2 (liprin beta 2) (PPFIBP2), mRNA.","Chr11: 7.631436",8.673,"N/A","N/A","N/A",0.224,147,0.006344,"0.248","2E-3","11",7.631436,"1","8495"
"4651",4651,"ILMN_1681239","MYO1F","myosin IF (MYO1F), mRNA.","Chr19: 8.492293",6.679,"N/A","N/A","N/A",0.224,147,0.006347,"0.28199999999999997","1.4999999999999999E-2","19",8.492293,"1","4542"
"4652",4652,"ILMN_1685798","MAGEA2B","melanoma antigen family A, 2B (MAGEA2B), mRNA.","ChrX: 151.670446",6.646,"N/A","N/A","N/A",-0.224,147,0.006348,"--","--","X",151.670446,"-1","266740"
"4653",4653,"ILMN_1689306","TMC7","transmembrane channel-like 7 (TMC7), mRNA.","Chr16: 18.981673",7.031,"N/A","N/A","N/A",0.224,147,0.006349,"--","-0.25900000000000001","16",18.981673,"1","79905"
"4654",4654,"ILMN_1797738","RCCD1","RCC1 domain containing 1 (RCCD1), transcript variant 1, mRNA.","Chr15: 89.300034",6.741,"N/A","N/A","N/A",-0.224,147,0.006367,"--","-0.23899999999999999","15",89.300034,"-1","91433"
"4655",4655,"ILMN_1740816","OR4C11","olfactory receptor, family 4, subfamily C, member 11 (OR4C11), mRNA.","Chr11: 55.127711",6.711,"N/A","N/A","N/A",-0.224,147,0.006373,"--","--","11",55.127711,"-1","219429"
"4656",4656,"ILMN_1689037","LIPG","lipase, endothelial (LIPG), mRNA.","Chr18: 45.372440",6.826,"N/A","N/A","N/A",-0.224,147,0.006379,"0.45","0.16600000000000001","18",45.37244,"-1","9388"
"4657",4657,"ILMN_1741648","HLA.DQB2","major histocompatibility complex, class II, DQ beta 2 (HLA-DQB2), mRNA.","Chr6: 32.831915",6.654,"N/A","N/A","N/A",-0.224,147,0.006385,"--","--","6",32.831915,"-1","3120"
"4658",4658,"ILMN_1799615","P2RY2","purinergic receptor P2Y, G-protein coupled, 2 (P2RY2), transcript variant 3, mRNA.","Chr11: 72.607186",6.713,"N/A","N/A","N/A",-0.224,147,0.006388,"0.42099999999999999","0.25600000000000001","11",72.607186,"-1","5029"
"4659",4659,"ILMN_1764607","UGT1A7","UDP glucuronosyltransferase 1 family, polypeptide A7 (UGT1A7), mRNA.","Chr2: 234.255878",6.603,"N/A","N/A","N/A",-0.224,147,0.006389,"--","--","2",234.255878,"-1","54577"
"4660",4660,"ILMN_1662768","LOC133308","hypothetical protein BC009732 (LOC133308), mRNA.","Chr4: 104.167148",7.735,"N/A","N/A","N/A",-0.224,147,0.006397,"--","--","4",104.167148,"-1","133308"
"4664",4664,"ILMN_1797503","GOLGA8G","golgi autoantigen, golgin subfamily a, 8G (GOLGA8G), mRNA.","Chr15: 26.564362",6.745,"N/A","N/A","N/A",-0.224,147,0.006404,"--","--","15",26.564362,"-1","283768"
"4665",4665,"ILMN_1709925","GPR155","G protein-coupled receptor 155 (GPR155), transcript variant 10, mRNA.","Chr2: 175.004644",6.754,"N/A","N/A","N/A",-0.224,147,0.006406,"0.39300000000000002","0.255","2",175.004644,"-1","151556"
"4666",4666,"ILMN_1727444","PAGR1","chromosome 16 open reading frame 53 (C16orf53), mRNA.","Chr16: 29.738458",7.872,"N/A","N/A","N/A",0.224,147,0.006411,"0.185","--","16",29.738458,"1","79447"
"4667",4667,"ILMN_1654746","MAGED2","melanoma antigen family D, 2 (MAGED2), transcript variant 1, mRNA.","ChrX: 54.851532",7.08,"N/A","N/A","N/A",0.224,147,0.006414,"0.35199999999999998","-0.186","X",54.851532,"1","10916"
"4668",4668,"ILMN_1773742","DNAJB9","DnaJ (Hsp40) homolog, subfamily B, member 9 (DNAJB9), mRNA.","Chr7: 108.002326",10.277,"N/A","N/A","N/A",-0.224,147,0.006419,"0.28100000000000003","0.16500000000000001","7",108.002326,"-1","4189"
"4669",4669,"ILMN_1748383","OSR1","odd-skipped related 1 (Drosophila) (OSR1), mRNA.","Chr2: 19.414993",6.743,"N/A","N/A","N/A",-0.224,147,0.006421,"0.42299999999999999","0.19500000000000001","2",19.414993,"-1","130497"
"4670",4670,"ILMN_1808152","SLC41A3","solute carrier family 41, member 3 (SLC41A3), transcript variant 4, mRNA.","Chr3: 127.257920",6.583,"N/A","N/A","N/A",-0.224,147,0.006427,"--","-0.124","3",127.25792,"-1","54946"
"4671",4671,"ILMN_1703487","LMO4","LIM domain only 4 (LMO4), mRNA.","Chr1: 87.583404",14.019,"N/A","N/A","N/A",-0.224,147,0.006428,"0.53","0.26700000000000002","1",87.583404,"-1","8543"
"4672",4672,"ILMN_1671753","F2","coagulation factor II (thrombin) (F2), mRNA.","Chr11: 46.717404",6.744,"N/A","N/A","N/A",-0.224,147,0.006429,"0.41899999999999998","0.58299999999999996","11",46.717404,"-1","2147"
"4673",4673,"ILMN_1698139","TCEA1","transcription elongation factor A (SII), 1 (TCEA1), transcript variant 1, mRNA.","Chr8: 55.068783",6.935,"N/A","N/A","N/A",0.224,147,0.00643,"--","0.43099999999999999","8",55.068783,"1","6917"
"4674",4674,"ILMN_1724666","PATJ","InaD-like (Drosophila) (INADL), transcript variant 4, mRNA.","Chr1: 62.353026",7.829,"N/A","N/A","N/A",-0.224,147,0.006438,"0.16500000000000001","3.6999999999999998E-2","1",62.353026,"-1","10207"
"4675",4675,"ILMN_1700815","EIF2AK1","eukaryotic translation initiation factor 2-alpha kinase 1 (EIF2AK1), mRNA.","Chr7: 6.030127",10.055,"N/A","N/A","N/A",0.224,147,0.006445,"0.372","0.11799999999999999","7",6.030127,"1","27102"
"4676",4676,"ILMN_1696622","SLC38A6","solute carrier family 38, member 6 (SLC38A6), mRNA.","Chr14: 60.588572",7.594,"N/A","N/A","N/A",-0.224,147,0.006451,"--","--","14",60.588572,"-1","145389"
"4677",4677,"ILMN_1716662","UGT1A3","UDP glucuronosyltransferase 1 family, polypeptide A3 (UGT1A3), mRNA.","Chr2: 234.302759",6.583,"N/A","N/A","N/A",-0.224,147,0.006458,"--","--","2",234.302759,"-1","54659"
"4678",4678,"ILMN_1753083","LOC402573","hypothetical LOC402573 (LOC402573), mRNA.","Chr7: 99.892264",7.365,"N/A","N/A","N/A",0.224,147,0.006459,"--","--","7",99.892264,"1","402573"
"4680",4680,"ILMN_1803676","ENOSF1","enolase superfamily member 1 (ENOSF1), mRNA.","Chr18: 0.664166",7.642,"N/A","N/A","N/A",0.224,147,0.006476,"--","--","18",0.664166,"1","55556"
"4681",4681,"ILMN_1712748","GSKIP","chromosome 14 open reading frame 129 (C14orf129), mRNA.","Chr14: 95.922696",9.455,"N/A","N/A","N/A",-0.224,147,0.006482,"0.152","--","14",95.922696,"-1","51527"
"4684",4684,"ILMN_1673982","C11orf40","chromosome 11 open reading frame 40 (C11orf40), mRNA.","Chr11: 4.550027",6.7,"N/A","N/A","N/A",-0.224,147,0.006487,"--","--","11",4.550027,"-1","143501"
"4683",4683,"ILMN_1781225","MORC2.AS1","hypothetical protein FLJ35801 (FLJ35801), mRNA.","Chr22: 29.652429",7.041,"N/A","N/A","N/A",-0.224,147,0.006487,"--","--","22",29.652429,"-1","150291"
"4685",4685,"ILMN_1691287","KLRC3","killer cell lectin-like receptor subfamily C, member 3 (KLRC3), transcript variant 1, mRNA.","Chr12: 1.000000",6.717,"N/A","N/A","N/A",-0.224,147,0.006496,"0.18","0.39900000000000002","12",10.412,"-1","3823"
"4686",4686,"ILMN_1727390","ATPAF2","ATP synthase mitochondrial F1 complex assembly factor 2 (ATPAF2), nuclear gene encoding mitochondrial protein, mRNA.","Chr17: 17.862165",7.128,"N/A","N/A","N/A",0.224,147,0.006499,"--","4.7E-2","17",17.862165,"1","91647"
"4688",4688,"ILMN_1680949","KCNS2","potassium voltage-gated channel, delayed-rectifier, subfamily S, member 2 (KCNS2), mRNA.","Chr8: 99.512108",7.045,"N/A","N/A","N/A",-0.223,147,0.006517,"0.216","-0.26200000000000001","8",99.512108,"-1","3788"
"4690",4690,"ILMN_1775138","ZIM2","zinc finger, imprinted 2 (ZIM2), mRNA.","Chr19: 61.978035",6.973,"N/A","N/A","N/A",-0.223,147,0.006531,"--","0.308","19",61.978035,"-1","23619"
"4691",4691,"ILMN_1789955","PNRC1","proline-rich nuclear receptor coactivator 1 (PNRC1), mRNA.","Chr6: 89.851353",6.732,"N/A","N/A","N/A",-0.223,147,0.006538,"--","0.60799999999999998","6",89.851353,"-1","10957"
"4692",4692,"ILMN_1806306","SV2B","synaptic vesicle glycoprotein 2B (SV2B), mRNA.","Chr15: 89.639239",13.665,"N/A","N/A","N/A",-0.223,147,0.006558,"--","-0.33","15",89.639239,"-1","9899"
"4693",4693,"ILMN_1749034","CALN1","calneuron 1 (CALN1), transcript variant 2, mRNA.","Chr7: 71.439846",6.789,"N/A","N/A","N/A",-0.223,147,0.006558,"0.34899999999999998","6.3E-2","7",71.439846,"-1","83698"
"4695",4695,"ILMN_1663893","UMODL1.AS1","chromosome 21 open reading frame 128 (C21orf128), mRNA.","Chr21: 42.395827",7.215,"N/A","N/A","N/A",-0.223,147,0.006565,"--","--","21",42.395827,"-1","150147"
"4696",4696,"ILMN_1731194","STRAP","serine/threonine kinase receptor associated protein (STRAP), mRNA.","Chr12: 15.947359",12.527,"N/A","N/A","N/A",-0.223,147,0.006566,"--","-0.36299999999999999","12",15.947359,"-1","11171"
"4697",4697,"ILMN_1728572","DOK5","docking protein 5 (DOK5), mRNA.","Chr20: 52.525907",7.126,"N/A","N/A","N/A",0.223,147,0.006574,"0.33900000000000002","-3.7999999999999999E-2","20",52.525907,"1","55816"
"4700",4700,"ILMN_1715977","GRM6","glutamate receptor, metabotropic 6 (GRM6), mRNA.","ChrUn: 1.000000",6.704,"N/A","N/A","N/A",-0.223,147,0.006598,"0.437","-0.27200000000000002","5",178.978,"-1","2916"
"4701",4701,"ILMN_1680273","MYOCD","myocardin (MYOCD), mRNA.","Chr17: 12.607563",6.747,"N/A","N/A","N/A",-0.223,147,0.006601,"0.35399999999999998","0.21299999999999999","17",12.607563,"-1","93649"
"4703",4703,"ILMN_1668139","ESF1","ESF1, nucleolar pre-rRNA processing protein, homolog (S. cerevisiae) (ESF1), mRNA.","Chr20: 13.643749",8.491,"N/A","N/A","N/A",0.223,147,0.006609,"0.221","0.32500000000000001","20",13.643749,"1","51575"
"4702",4702,"ILMN_1721657","RSU1","Ras suppressor protein 1 (RSU1), transcript variant 1, mRNA.","Chr10: 16.672790",7.955,"N/A","N/A","N/A",0.223,147,0.006609,"0.28799999999999998","0.19600000000000001","10",16.67279,"1","6251"
"4706",4706,"ILMN_1795937","EZR","villin 2 (ezrin) (VIL2), mRNA.","Chr6: 159.106859",13.151,"N/A","N/A","N/A",0.223,147,0.006617,"0.39700000000000002","0.02","6",159.106859,"1","7430"
"4707",4707,"ILMN_1749243","BANF1","barrier to autointegration factor 1 (BANF1), mRNA.","Chr11: 65.526506",6.925,"N/A","N/A","N/A",0.223,147,0.006621,"0.309","-6.7000000000000004E-2","11",65.526506,"1","8815"
"4708",4708,"ILMN_1807159","TAS2R8","taste receptor, type 2, member 8 (TAS2R8), mRNA.","Chr12: 10.850410",6.622,"N/A","N/A","N/A",-0.223,147,0.006625,"--","--","12",10.85041,"-1","50836"
"4709",4709,"ILMN_1702189","ASTN1","astrotactin 1 (ASTN1), transcript variant 2, mRNA.","Chr1: 175.104772",7.056,"N/A","N/A","N/A",0.223,147,0.006629,"0.32500000000000001","-0.111","1",175.104772,"1","460"
"4710",4710,"ILMN_1770329","RABGGTA","Rab geranylgeranyltransferase, alpha subunit (RABGGTA), transcript variant 2, mRNA.","Chr14: 23.810270",6.871,"N/A","N/A","N/A",-0.223,147,0.006633,"0.41099999999999998","0.378","14",23.81027,"-1","5875"
"4712",4712,"ILMN_1756236","C1QL2","complement component 1, q subcomponent-like 2 (C1QL2), mRNA.","Chr2: 119.630690",7.395,"N/A","N/A","N/A",0.223,147,0.00664,"0.25900000000000001","-0.24299999999999999","2",119.63069,"1","165257"
"4713",4713,"ILMN_1746020","MDM4","Mdm4, transformed 3T3 cell double minute 4, p53 binding protein (mouse) (MDM4), mRNA.","Chr1: 202.785830",7.017,"N/A","N/A","N/A",0.223,147,0.006643,"0.38200000000000001","-0.27800000000000002","1",202.78583,"1","4194"
"4714",4714,"ILMN_1775163","PDE1A","phosphodiesterase 1A, calmodulin-dependent (PDE1A), transcript variant 2, mRNA.","Chr2: 182.761961",8.577,"N/A","N/A","N/A",-0.223,147,0.006644,"0.434","-0.154","2",182.761961,"-1","5136"
"4715",4715,"ILMN_1724062","LIN54","lin-54 homolog (C. elegans) (LIN54), mRNA.","Chr4: 84.065267",7.683,"N/A","N/A","N/A",-0.223,147,0.006653,"--","4.2000000000000003E-2","4",84.065267,"-1","132660"
"4716",4716,"ILMN_1761858","MID1","midline 1 (Opitz/BBB syndrome) (MID1), transcript variant 3, mRNA.","ChrX: 1.000000",7.863,"N/A","N/A","N/A",0.223,147,0.006669,"0.45100000000000001","-0.123","X",10.445,"1","4281"
"4718",4718,"ILMN_1764617","GPATCH8","G patch domain containing 8 (GPATCH8), mRNA.","Chr17: 39.828531",6.919,"N/A","N/A","N/A",-0.223,147,0.006679,"--","-0.34399999999999997","17",39.828531,"-1","23131"
"4722",4722,"ILMN_1660126","ARR3","arrestin 3, retinal (X-arrestin) (ARR3), mRNA.","ChrX: 69.417151",6.674,"N/A","N/A","N/A",-0.223,147,0.006705,"0.26500000000000001","-0.20100000000000001","X",69.417151,"-1","407"
"4723",4723,"ILMN_1659312","PMP22","peripheral myelin protein 22 (PMP22), transcript variant 1, mRNA.","Chr17: 15.109233",7.012,"N/A","N/A","N/A",0.223,147,0.006706,"0.35699999999999998","0.14199999999999999","17",15.109233,"1","5376"
"4724",4724,"ILMN_1731800","KRT33A","keratin 33A (KRT33A), mRNA.","Chr17: 36.756987",6.75,"N/A","N/A","N/A",-0.223,147,0.006706,"--","0.115","17",36.756987,"-1","3883"
"4725",4725,"ILMN_1740494","PCDHA11","protocadherin alpha 11 (PCDHA11), transcript variant 2, mRNA.","Chr5: 140.230869",6.785,"N/A","N/A","N/A",-0.223,147,0.006707,"--","7.3999999999999996E-2","5",140.230869,"-1","56138"
"4726",4726,"ILMN_1683212","SLC25A32","solute carrier family 25, member 32 (SLC25A32), mRNA.","Chr8: 104.480111",6.686,"N/A","N/A","N/A",-0.223,147,0.006712,"--","0.745","8",104.480111,"-1","81034"
"4727",4727,"ILMN_1655171","PCDHGC5","protocadherin gamma subfamily C, 5 (PCDHGC5), transcript variant 2, mRNA.","Chr5: 140.851554",6.566,"N/A","N/A","N/A",-0.223,147,0.006712,"0.34300000000000003","-5.1999999999999998E-2","5",140.851554,"-1","56097"
"4728",4728,"ILMN_1746378","GHDC","GH3 domain containing (GHDC), mRNA.","Chr17: 37.594936",8.658,"N/A","N/A","N/A",0.223,147,0.006724,"--","0.56899999999999995","17",37.594936,"1","84514"
"4730",4730,"ILMN_1789627","GP1BB","glycoprotein Ib (platelet), beta polypeptide (GP1BB), mRNA.","Chr22: 18.092239",15.684,"N/A","N/A","N/A",0.223,147,0.006727,"0.309","-0.32400000000000001","22",18.092239,"1","2812"
"4729",4729,"ILMN_1784771","KLHL21","kelch-like 21 (Drosophila) (KLHL21), mRNA.","Chr1: 6.573704",9.481,"N/A","N/A","N/A",0.223,147,0.006727,"--","0.23699999999999999","1",6.573704,"1","9903"
"4733",4733,"ILMN_1669382","CPLX2","complexin 2 (CPLX2), transcript variant 2, mRNA.","Chr5: 175.243268",10.256,"N/A","N/A","N/A",0.223,147,0.006742,"0.56200000000000006","-0.11","5",175.243268,"1","10814"
"4734",4734,"ILMN_1782110","ZBTB21","zinc finger protein 295 (ZNF295), mRNA.","Chr21: 42.280510",8.602,"N/A","N/A","N/A",-0.223,147,0.006746,"--","--","21",42.28051,"-1","49854"
"4736",4736,"ILMN_1712197","KCNMB3","potassium large conductance calcium-activated channel, subfamily M beta member 3 (KCNMB3), transcript variant 1, mRNA.","Chr3: 180.443530",6.941,"N/A","N/A","N/A",0.223,147,0.006749,"--","--","3",180.44353,"1","27094"
"4737",4737,"ILMN_1770206","GEMIN4","gem (nuclear organelle) associated protein 4 (GEMIN4), mRNA.","ChrUn: 1.000000",8.635,"N/A","N/A","N/A",-0.222,147,0.006758,"--","-0.58299999999999996","17",0.744,"-1","50628"
